Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,Risk,Urgency,Impact,State,Priority,Created,Day,Start Date,Closed,Reopen Count
CHG-0000532,Setup additional SAML authentication nodes in DMZ environment.,Failure,Captain America,Captain America,Avengers,Service D,Low,Low,High,Closed,Medium,2025-06-25T08:30:44.000000,Wednesday,2025-06-25T12:30:44.000000,2025-06-26T13:30:44.000000,2
CHG-0000533,Restart tkmdbp01 of configuration change took longer than expected.,Failure,Thor,Thor,Avengers,Service B,Medium,Medium,Medium,Closed,Medium,2025-06-26T03:52:14.000000,Thursday,2025-06-26T09:52:14.000000,2025-06-27T21:52:14.000000,0
CHG-0000534,Database configuration check for performance improvements in PROD systems.,Access,Loki,Loki,Avengers,Service E,Medium,High,Low,Closed,Medium,2025-06-27T11:33:52.000000,Friday,2025-06-27T15:33:52.000000,2025-06-28T15:33:52.000000,5
CHG-0000535,Software patch implementation targeting RHEL8.1 compatibility issues.,Software,Iron Man,Iron Man,Avengers,Service B,High,Medium,Low,Closed,Medium,2025-06-27T10:38:09.000000,Friday,2025-06-27T12:38:09.000000,2025-06-27T15:38:09.000000,4
CHG-0000536,Increase VM capacity for ongoing AI processing workload.,Complaint,John Wick,John Wick,Matrix,Service A,High,High,Medium,Closed,Medium,2025-06-28T00:57:03.000000,Saturday,2025-06-28T03:57:03.000000,2025-06-29T06:57:03.000000,2
CHG-0000537,Update IDRAC remote board Firmware and BIOS for forffm71.,Access,Spiderman,Spiderman,Avengers II,Service E,High,Low,Medium,Closed,Medium,2025-06-29T20:36:35.000000,Sunday,2025-06-30T03:36:35.000000,2025-07-01T01:36:35.000000,0
CHG-0000538,"VUL-NET: Apply Cisco IOS Software Update for routers at PRA, SHA, and TOK sites.",Complaint,Spiderman,Spiderman,Avengers II,Service C,Low,Low,Low,Closed,Medium,2025-06-29T12:14:27.000000,Sunday,2025-06-29T20:14:27.000000,2025-07-01T06:14:27.000000,1
CHG-0000539,Certificate adjustments for new virtual database pipelines.,Data,Shang Chi,Shang Chi,Avengers II,Service C,Medium,High,Medium,Closed,High,2025-06-29T07:44:50.000000,Sunday,2025-06-29T13:44:50.000000,2025-06-29T20:44:50.000000,1
CHG-0000540,Enable database backups at sv273046 for production environment.,Data,Loki,Loki,Avengers,Service C,Low,Medium,High,Closed,High,2025-06-29T21:48:44.000000,Sunday,2025-06-30T00:48:44.000000,2025-07-01T07:48:44.000000,2
CHG-0000541,Install httpd-tools on edge proxy nodes.,Data,Shang Chi,Shang Chi,Avengers II,Service B,Low,Medium,Low,Closed,Medium,2025-06-29T19:37:43.000000,Sunday,2025-06-29T21:37:43.000000,2025-06-30T01:37:43.000000,2
CHG-0000542,Configuration changes for monitoring processors on Redis prototype servers.,Network,Shang Chi,Shang Chi,Avengers II,Service A,Low,High,High,Closed,High,2025-06-30T05:11:24.000000,Monday,2025-06-30T11:11:24.000000,2025-07-01T13:11:24.000000,2
CHG-0000543,Updating the IDRAC remote board Firmware and BIOS for secffme2.,Network,Captain Marvel,Captain Marvel,Avengers II,Service E,Medium,High,Low,New,Medium,2025-06-30T22:47:44.000000,Monday,,,5
CHG-0000544,Password reset request for disabled accounts in non-prod systems.,Data,Thor,Thor,Avengers,Service C,High,High,Low,Closed,Medium,2025-06-30T09:17:54.000000,Monday,2025-06-30T16:17:54.000000,2025-07-02T04:17:54.000000,2
CHG-0000545,Update IDRAC board for core cluster PROD servers.,Software,Shang Chi,Shang Chi,Avengers II,Service A,Medium,High,High,Closed,Medium,2025-06-30T05:51:36.000000,Monday,2025-06-30T07:51:36.000000,2025-07-01T19:51:36.000000,3
CHG-0000546,Install Redis cluster monitoring tools in shard servers.,Network,Spiderman,Spiderman,Avengers II,Service C,Medium,Medium,Medium,Closed,Medium,2025-06-30T09:05:40.000000,Monday,2025-06-30T11:05:40.000000,2025-06-30T22:05:40.000000,3
CHG-0000547,Certificate renewal for Avatar development environment - Cloud Integration Testing Area.,Access,Doctor Strange,Doctor Strange,Avengers II,Service C,High,High,High,Closed,Critical,2025-07-01T14:01:09.000000,Tuesday,2025-07-01T16:01:09.000000,2025-07-02T03:01:09.000000,4
CHG-0000548,Certificate renewal request for high-availability environment 2026.,Failure,Loki,Loki,Avengers,Service C,Medium,Low,High,Closed,Medium,2025-07-02T13:30:35.000000,Wednesday,2025-07-02T20:30:35.000000,2025-07-03T07:30:35.000000,1
CHG-0000549,"VUL-NET: Apply Cisco IOS Software Update for routers at PRA, SHA, and TOK sites.",Network,Shang Chi,Shang Chi,Avengers II,Service D,Medium,High,Low,New,Critical,2025-07-02T20:23:04.000000,Wednesday,,,5
CHG-0000550,ACI switchports configuration for work orders #REQ0155328 #REQ0147118 #REQ0152855.,Network,Captain America,Captain America,Avengers,Service C,Low,Medium,Low,On Hold,Medium,2025-07-02T07:11:39.000000,Wednesday,,,4
CHG-0000551,Enable additional remote IPV6 routing for Japanese production systems.,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service E,Medium,Low,Medium,Closed,Low,2025-07-02T07:25:00.000000,Wednesday,2025-07-02T14:25:00.000000,2025-07-03T02:25:00.000000,0
CHG-0000552,Expand edge metrics transitioning through Palo FLEX Zeon tiers vs EU roots.,Network,Jack Sparrow,Jack Sparrow,Matrix,Service C,Medium,Low,Medium,Closed,High,2025-07-03T00:54:12.000000,Thursday,2025-07-03T08:54:12.000000,2025-07-04T11:54:12.000000,5
CHG-0000553,Adjust Volume changes incompatible fixes mid-stage (handling-/handoff migration).,Complaint,Iron Man,Iron Man,Avengers,Service D,Low,Low,High,Closed,Medium,2025-07-03T21:17:33.000000,Thursday,2025-07-04T04:17:33.000000,2025-07-05T14:17:33.000000,2
CHG-0000554,Increase VM capacity for ongoing AI processing workload.,Facilities,Iron Man,Iron Man,Avengers,Service B,High,Low,High,In Progress,High,2025-07-03T15:23:43.000000,Thursday,2025-07-03T22:23:43.000000,,0
CHG-0000555,Update IDRAC board for core cluster PROD servers.,Access,Iron Man,Iron Man,Avengers,Service A,High,Medium,Low,Closed,Medium,2025-07-03T20:38:12.000000,Thursday,2025-07-04T02:38:12.000000,2025-07-05T14:38:12.000000,5
CHG-0000556,Request for temporary access rights on Finance application Web UI.,Hardware,Neo,Neo,Matrix,Service E,Low,High,Medium,Closed,High,2025-07-04T08:05:53.000000,Friday,2025-07-04T11:05:53.000000,2025-07-04T20:05:53.000000,5
CHG-0000557,Enable additional remote IPV6 routing for Japanese production systems.,Access,Loki,Loki,Avengers,Service C,Low,Low,Low,Closed,Medium,2025-07-04T06:23:01.000000,Friday,2025-07-04T09:23:01.000000,2025-07-04T15:23:01.000000,4
CHG-0000558,Online Banking external CB-APP onboarding on Radware On-prem environment.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service A,Medium,Medium,Medium,On Hold,Low,2025-07-04T05:39:29.000000,Friday,,,4
CHG-0000559,Increase VM capacity for ongoing AI processing workload.,Complaint,Iron Man,Iron Man,Avengers,Service D,Low,Low,Medium,Closed,Medium,2025-07-04T20:09:40.000000,Friday,2025-07-05T01:09:40.000000,2025-07-05T15:09:40.000000,5
CHG-0000560,Provision new storage array in EU data center for increased redundancy.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,Low,High,Low,Closed,Medium,2025-07-04T13:31:41.000000,Friday,2025-07-04T20:31:41.000000,2025-07-05T22:31:41.000000,1
CHG-0000561,Firewall subnet allocation and access provisioning for KL office gateway.,Access,Hulk,Hulk,Avengers,Service E,Medium,High,Low,Closed,Critical,2025-07-05T02:17:00.000000,Saturday,2025-07-05T10:17:00.000000,2025-07-06T18:17:00.000000,3
CHG-0000562,Emergency fall-back routing enabled for Redis cluster 6 under high throughput.,Facilities,Iron Man,Iron Man,Avengers,Service B,High,Low,Medium,On Hold,High,2025-07-05T08:14:49.000000,Saturday,,,1
CHG-0000563,Emergency fall-back routing enabled for Redis cluster 6 under high throughput.,Network,Iron Man,Iron Man,Avengers,Service E,Low,Medium,High,Closed,Medium,2025-07-05T09:02:45.000000,Saturday,2025-07-05T15:02:45.000000,2025-07-06T09:02:45.000000,4
CHG-0000564,Update IDRAC board for core cluster PROD servers.,Data,Spiderman,Spiderman,Avengers II,Service A,High,Medium,High,Closed,Low,2025-07-05T21:33:23.000000,Saturday,2025-07-06T05:33:23.000000,2025-07-06T07:33:23.000000,5
CHG-0000565,Certificate adjustments for new virtual database pipelines.,Facilities,Hulk,Hulk,Avengers,Service D,High,Medium,Low,Closed,Medium,2025-07-05T21:36:08.000000,Saturday,2025-07-06T01:36:08.000000,2025-07-06T18:36:08.000000,1
CHG-0000566,Complete SSL foundation checks for project-focused data endpoints.,Network,Batman,Batman,Matrix,Service E,High,High,Low,Closed,Low,2025-07-06T06:05:32.000000,Sunday,2025-07-06T12:05:32.000000,2025-07-06T23:05:32.000000,4
CHG-0000567,SSL certificate renewal for SWS corporate web hosting final access gateways.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service D,High,Medium,High,Closed,High,2025-07-06T06:34:06.000000,Sunday,2025-07-06T13:34:06.000000,2025-07-07T15:34:06.000000,3
CHG-0000568,Firewall rule onboarding for external SaaS applications via Palo Alto setup.,Facilities,Thor,Thor,Avengers,Service C,Low,Medium,Low,Closed,Medium,2025-07-06T22:28:01.000000,Sunday,2025-07-07T04:28:01.000000,2025-07-07T23:28:01.000000,5
CHG-0000569,New IP subnet & access point testing for KL relocation project.,Hardware,Thor,Thor,Avengers,Service A,High,Low,High,On Hold,Medium,2025-07-07T06:00:20.000000,Monday,,,2
CHG-0000570,Updating the IDRAC remote board Firmware and BIOS for timffm21.,Data,Loki,Loki,Avengers,Service C,Medium,High,Low,Closed,High,2025-07-08T03:31:28.000000,Tuesday,2025-07-08T08:31:28.000000,2025-07-09T00:31:28.000000,1
CHG-0000571,Install Redis cluster monitoring tools in shard servers.,Software,Captain America,Captain America,Avengers,Service B,Medium,High,Medium,Closed,Critical,2025-07-08T05:33:51.000000,Tuesday,2025-07-08T13:33:51.000000,2025-07-09T07:33:51.000000,4
CHG-0000572,Install system monitoring scripts on AWS-hosted general-purpose non-prod servers.,Data,Batman,Batman,Matrix,Service E,Low,Low,High,New,Medium,2025-07-08T01:47:11.000000,Tuesday,,,5
CHG-0000573,"VUL-NET: Apply Cisco IOS Software Update for routers at PRA, SHA, and TOK sites.",Hardware,Hulk,Hulk,Avengers,Service B,High,Medium,High,Closed,Low,2025-07-08T15:26:12.000000,Tuesday,2025-07-08T22:26:12.000000,2025-07-09T17:26:12.000000,2
CHG-0000574,TAPs installation in IMK productive connections for work order #REQ0157356.,Access,Iron Man,Iron Man,Avengers,Service D,Medium,Low,Medium,On Hold,Medium,2025-07-08T10:37:18.000000,Tuesday,,,1
CHG-0000575,Update from RHEL8.9 to RHEL8.10 on database workloads (non-prod).,Hardware,Thor,Thor,Avengers,Service A,High,Low,Medium,Closed,Medium,2025-07-09T04:12:29.000000,Wednesday,2025-07-09T09:12:29.000000,2025-07-09T12:12:29.000000,4
CHG-0000576,Grant access to crontab for ta2twga on twgmmp01.zit.commerzbank.com.,Complaint,Shang Chi,Shang Chi,Avengers II,Service A,High,Medium,Low,Closed,Medium,2025-07-09T20:10:05.000000,Wednesday,2025-07-10T00:10:05.000000,2025-07-11T08:10:05.000000,0
CHG-0000577,Enable ADFS custom user provisioning profile upload validation.,Facilities,John Cena,John Cena,Matrix,Service E,Medium,High,Medium,New,High,2025-07-09T17:07:10.000000,Wednesday,,,3
CHG-0000578,Reverse fallback isolation plan post-Palo Alto Prisma failure.,Failure,Thor,Thor,Avengers,Service E,High,High,High,Closed,High,2025-07-09T03:24:56.000000,Wednesday,2025-07-09T09:24:56.000000,2025-07-10T14:24:56.000000,3
CHG-0000579,Initiate scheduled SAN Storage Array node reboot to resolve high uptime issue.,Data,John Cena,John Cena,Matrix,Service B,Low,High,High,Closed,High,2025-07-10T17:56:53.000000,Thursday,2025-07-10T20:56:53.000000,2025-07-11T23:56:53.000000,4
CHG-0000580,Execute systemctl daemon-reload on CSO VM (PROD).,Failure,Spiderman,Spiderman,Avengers II,Service B,High,High,Low,Closed,High,2025-07-10T18:35:40.000000,Thursday,2025-07-11T00:35:40.000000,2025-07-12T03:35:40.000000,4
CHG-0000581,Install httpd-tools on twgmmp01.zit.commerzbank.com.,Data,Hulk,Hulk,Avengers,Service D,Medium,Medium,Medium,Closed,High,2025-07-11T02:30:55.000000,Friday,2025-07-11T04:30:55.000000,2025-07-12T04:30:55.000000,3
CHG-0000582,Install httpd-tools on twgmmp01.zit.commerzbank.com.,Access,Thor,Thor,Avengers,Service B,Low,High,High,In Progress,Critical,2025-07-11T16:17:02.000000,Friday,2025-07-11T20:17:02.000000,,3
CHG-0000583,Complete SSL foundation checks for project-focused data endpoints.,Failure,Shang Chi,Shang Chi,Avengers II,Service D,Medium,Medium,Medium,Closed,Medium,2025-07-11T21:43:35.000000,Friday,2025-07-12T00:43:35.000000,2025-07-12T22:43:35.000000,3
CHG-0000584,"VUL-NET: Cisco Wireless IOS-XE Software Update for WLC9800 | Jugoslavska, CZ (PRA06).",Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Low,Low,Low,Closed,Medium,2025-07-12T09:20:19.000000,Saturday,2025-07-12T12:20:19.000000,2025-07-12T15:20:19.000000,5
CHG-0000585,Enable database backups at sv273046 for production environment.,Complaint,Spiderman,Spiderman,Avengers II,Service E,High,High,Low,Closed,Medium,2025-07-12T08:24:13.000000,Saturday,2025-07-12T11:24:13.000000,2025-07-12T23:24:13.000000,1
CHG-0000586,"Resize virtual storage for CoreTxx_PROD database (95,38% full).",Software,Captain America,Captain America,Avengers,Service B,High,High,Medium,Closed,High,2025-07-12T21:23:12.000000,Saturday,2025-07-13T04:23:12.000000,2025-07-13T18:23:12.000000,1
CHG-0000587,Configuration changes for monitoring processors on Redis prototype servers.,Access,Iron Man,Iron Man,Avengers,Service D,Low,Medium,Low,Closed,Medium,2025-07-12T05:36:58.000000,Saturday,2025-07-12T09:36:58.000000,2025-07-13T01:36:58.000000,4
CHG-0000588,Execute hardening measures for SQL server instances post security audit.,Software,Doctor Strange,Doctor Strange,Avengers II,Service A,Medium,Low,High,Closed,Medium,2025-07-13T10:59:00.000000,Sunday,2025-07-13T13:59:00.000000,2025-07-13T17:59:00.000000,0
CHG-0000589,Provision new storage array in EU data center for increased redundancy.,Failure,Shang Chi,Shang Chi,Avengers II,Service C,Low,High,Medium,Closed,Critical,2025-07-14T23:11:51.000000,Monday,2025-07-15T05:11:51.000000,2025-07-16T02:11:51.000000,1
CHG-0000590,Enable ADFS custom user provisioning profile upload validation.,Software,Spiderman,Spiderman,Avengers II,Service E,Medium,High,High,Closed,Medium,2025-07-15T01:46:04.000000,Tuesday,2025-07-15T09:46:04.000000,2025-07-16T16:46:04.000000,1
CHG-0000591,Update IDRAC board for core cluster PROD servers.,Facilities,Hulk,Hulk,Avengers,Service E,Medium,Low,High,Closed,Critical,2025-07-16T06:00:35.000000,Wednesday,2025-07-16T10:00:35.000000,2025-07-17T00:00:35.000000,5
CHG-0000592,Firewall subnet allocation and access provisioning for KL office gateway.,Complaint,Hulk,Hulk,Avengers,Service D,Medium,Low,Medium,In Progress,Medium,2025-07-16T17:00:29.000000,Wednesday,2025-07-16T22:00:29.000000,,1
CHG-0000593,Certificate adjustments for new virtual database pipelines.,Data,Jack Sparrow,Jack Sparrow,Matrix,Service C,Medium,Low,Low,New,High,2025-07-16T21:02:59.000000,Wednesday,,,0
CHG-0000594,TAPs installation in IMK productive connections for work order #REQ0157356.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service A,Medium,High,Low,Closed,Medium,2025-07-17T17:55:23.000000,Thursday,2025-07-17T21:55:23.000000,2025-07-18T18:55:23.000000,2
CHG-0000595,Install system monitoring scripts on AWS-hosted general-purpose non-prod servers.,Access,Doctor Strange,Doctor Strange,Avengers II,Service D,Low,Medium,High,Closed,Medium,2025-07-17T14:58:59.000000,Thursday,2025-07-17T19:58:59.000000,2025-07-18T05:58:59.000000,5
CHG-0000596,"VUL-NET: Apply Cisco IOS Software Update for routers at PRA, SHA, and TOK sites.",Software,Captain Marvel,Captain Marvel,Avengers II,Service E,Low,Medium,Medium,Closed,Medium,2025-07-17T01:08:18.000000,Thursday,2025-07-17T03:08:18.000000,2025-07-17T22:08:18.000000,0
CHG-0000597,Certificate renewal for Avatar PROD environment 2026 - (VAA-Threat Application).,Failure,Shang Chi,Shang Chi,Avengers II,Service C,Low,High,Medium,Closed,Medium,2025-07-17T11:02:33.000000,Thursday,2025-07-17T13:02:33.000000,2025-07-17T22:02:33.000000,5
CHG-0000598,Switchport configuration for targeted hosts to enhance authentication mechanisms.,Failure,Spiderman,Spiderman,Avengers II,Service C,Low,Low,High,Closed,Medium,2025-07-18T04:06:02.000000,Friday,2025-07-18T08:06:02.000000,2025-07-18T11:06:02.000000,3
CHG-0000599,Patch remote job runner script dependencies for IMK analytics platform.,Failure,Neo,Neo,Matrix,Service B,Medium,Medium,Medium,Closed,Low,2025-07-18T02:07:44.000000,Friday,2025-07-18T06:07:44.000000,2025-07-18T19:07:44.000000,5
CHG-0000600,Grant access for backup recovery on production machine nodes in DR locations.,Access,Shang Chi,Shang Chi,Avengers II,Service E,Medium,Medium,High,Closed,Medium,2025-07-18T06:55:23.000000,Friday,2025-07-18T09:55:23.000000,2025-07-19T08:55:23.000000,2
CHG-0000601,SSL certificate renewal for SWS corporate web hosting final access gateways.,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,Low,Low,High,Closed,Medium,2025-07-18T08:07:01.000000,Friday,2025-07-18T16:07:01.000000,2025-07-19T07:07:01.000000,2
CHG-0000602,Initiate scheduled SAN Storage Array node reboot to resolve high uptime issue.,Hardware,Hulk,Hulk,Avengers,Service A,High,Low,High,Closed,High,2025-07-18T12:06:18.000000,Friday,2025-07-18T17:06:18.000000,2025-07-19T23:06:18.000000,1
CHG-0000603,Complete SSL foundation checks for project-focused data endpoints.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service E,Low,Medium,Low,Closed,Critical,2025-07-19T03:14:39.000000,Saturday,2025-07-19T09:14:39.000000,2025-07-20T16:14:39.000000,5
CHG-0000604,Subnet migration alignment to cater towards hybrid env-discoveries (Prepare Step ongoing).,Software,Captain America,Captain America,Avengers,Service C,Medium,Medium,Medium,Closed,Low,2025-07-20T04:55:15.000000,Sunday,2025-07-20T10:55:15.000000,2025-07-20T15:55:15.000000,1
CHG-0000605,Certificate adjustments for new virtual database pipelines.,Facilities,Captain America,Captain America,Avengers,Service D,Medium,High,Medium,Closed,High,2025-07-20T03:46:56.000000,Sunday,2025-07-20T05:46:56.000000,2025-07-20T08:46:56.000000,1
CHG-0000606,Restart tkmweb database servers after container update failure response.,Failure,Hulk,Hulk,Avengers,Service E,Medium,Medium,High,Closed,Low,2025-07-21T14:09:32.000000,Monday,2025-07-21T19:09:32.000000,2025-07-22T12:09:32.000000,1
CHG-0000607,Subnet migration alignment to cater towards hybrid env-discoveries (Prepare Step ongoing).,Complaint,Spiderman,Spiderman,Avengers II,Service B,Low,Medium,Low,Closed,Medium,2025-07-21T23:50:49.000000,Monday,2025-07-22T06:50:49.000000,2025-07-22T10:50:49.000000,4
CHG-0000608,SSL certificate renewal for SWS corporate web hosting final access gateways.,Network,Doctor Strange,Doctor Strange,Avengers II,Service E,Low,Medium,High,Closed,Medium,2025-07-22T17:21:46.000000,Tuesday,2025-07-23T01:21:46.000000,2025-07-23T06:21:46.000000,4
CHG-0000609,Updating the IDRAC remote board Firmware and BIOS for timffm21.,Complaint,Iron Man,Iron Man,Avengers,Service E,Medium,Medium,Low,Closed,Medium,2025-07-22T01:26:28.000000,Tuesday,2025-07-22T08:26:28.000000,2025-07-22T14:26:28.000000,0
CHG-0000610,New IP subnet & access point testing for KL relocation project.,Access,Thor,Thor,Avengers,Service C,Medium,Low,Medium,Closed,Low,2025-07-22T00:05:44.000000,Tuesday,2025-07-22T02:05:44.000000,2025-07-22T05:05:44.000000,4
CHG-0000611,Firewall rule onboarding for external SaaS applications via Palo Alto setup.,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service C,Medium,Low,Medium,Closed,High,2025-07-23T12:17:18.000000,Wednesday,2025-07-23T19:17:18.000000,2025-07-24T05:17:18.000000,3
CHG-0000612,Subnet migration alignment to cater towards hybrid env-discoveries (Prepare Step ongoing).,Data,Captain America,Captain America,Avengers,Service E,Low,Medium,Low,On Hold,High,2025-07-24T20:05:19.000000,Thursday,,,0
CHG-0000613,Execute systemctl daemon-reload on CSO VM (PROD).,Software,Loki,Loki,Avengers,Service D,High,Medium,Low,Closed,Low,2025-07-24T02:57:20.000000,Thursday,2025-07-24T07:57:20.000000,2025-07-24T23:57:20.000000,1
CHG-0000614,VUL-NET: Critical Juniper network patch for external office gateways.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,Medium,Low,Medium,Closed,High,2025-07-24T21:59:08.000000,Thursday,2025-07-25T04:59:08.000000,2025-07-26T03:59:08.000000,1
CHG-0000615,Subnet migration alignment to cater towards hybrid env-discoveries (Prepare Step ongoing).,Failure,Thor,Thor,Avengers,Service B,Medium,Medium,High,Closed,High,2025-07-25T01:31:40.000000,Friday,2025-07-25T07:31:40.000000,2025-07-25T22:31:40.000000,0
CHG-0000616,Firewall rule onboarding for external SaaS applications via Palo Alto setup.,Hardware,John Wick,John Wick,Matrix,Service E,Medium,Medium,Medium,Closed,Medium,2025-07-26T06:49:35.000000,Saturday,2025-07-26T11:49:35.000000,2025-07-27T15:49:35.000000,1
CHG-0000617,Grant access to crontab for ta2twga on twgmmp01.zit.commerzbank.com.,Complaint,Loki,Loki,Avengers,Service C,Medium,Low,Medium,New,High,2025-07-27T17:01:52.000000,Sunday,,,4
CHG-0000618,Install system monitoring scripts on AWS-hosted general-purpose non-prod servers.,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service C,Low,Medium,High,Closed,High,2025-07-27T02:58:30.000000,Sunday,2025-07-27T07:58:30.000000,2025-07-27T10:58:30.000000,3
CHG-0000619,ACI switchports configuration for work orders #REQ0155328 #REQ0147118 #REQ0152855.,Software,Iron Man,Iron Man,Avengers,Service A,Medium,Low,Low,Closed,High,2025-07-27T14:52:22.000000,Sunday,2025-07-27T19:52:22.000000,2025-07-28T20:52:22.000000,5
CHG-0000620,Software patch implementation targeting RHEL8.1 compatibility issues.,Hardware,Shang Chi,Shang Chi,Avengers II,Service D,High,High,Medium,Closed,Medium,2025-07-28T04:48:50.000000,Monday,2025-07-28T08:48:50.000000,2025-07-28T19:48:50.000000,3
CHG-0000621,VUL-NET: Critical Juniper network patch for external office gateways.,Failure,Hulk,Hulk,Avengers,Service A,Low,Medium,Medium,Closed,Medium,2025-07-28T14:47:50.000000,Monday,2025-07-28T19:47:50.000000,2025-07-30T06:47:50.000000,1
CHG-0000622,New IP subnet & access point testing for KL relocation project.,Software,Loki,Loki,Avengers,Service B,High,Low,High,Closed,High,2025-07-28T08:01:33.000000,Monday,2025-07-28T10:01:33.000000,2025-07-29T18:01:33.000000,2
CHG-0000623,TAPs installation in IMK productive connections for work order #REQ0157356.,Access,Shang Chi,Shang Chi,Avengers II,Service B,High,Medium,Medium,New,High,2025-07-28T21:15:35.000000,Monday,,,0
CHG-0000624,Execution of systemctl daemon-reload to patch Prod-CSO VM resiliency.,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service D,Low,Low,Medium,Closed,Low,2025-07-28T12:25:35.000000,Monday,2025-07-28T20:25:35.000000,2025-07-28T23:25:35.000000,5
CHG-0000625,Password reset request for disabled accounts in non-prod systems.,Facilities,John Wick,John Wick,Matrix,Service C,Low,Medium,High,Closed,Critical,2025-07-29T10:16:45.000000,Tuesday,2025-07-29T13:16:45.000000,2025-07-30T23:16:45.000000,2
CHG-0000626,Restart tkmdbp01 of configuration change took longer than expected.,Software,Batman,Batman,Matrix,Service E,High,High,Medium,Closed,High,2025-07-29T04:04:23.000000,Tuesday,2025-07-29T11:04:23.000000,2025-07-29T21:04:23.000000,0
CHG-0000627,Certificate update for Palo Alto gatekeeping subnet for KL relocation network.,Network,Loki,Loki,Avengers,Service B,High,Low,High,Closed,High,2025-07-30T13:22:31.000000,Wednesday,2025-07-30T16:22:31.000000,2025-07-31T01:22:31.000000,5
CHG-0000628,Update from RHEL8.9 to RHEL8.10 on database workloads (non-prod).,Data,Hulk,Hulk,Avengers,Service B,Low,Medium,Low,Closed,Medium,2025-07-31T18:25:13.000000,Thursday,2025-07-31T20:25:13.000000,2025-08-02T03:25:13.000000,2
CHG-0000629,Install httpd-tools on edge proxy nodes.,Hardware,Thor,Thor,Avengers,Service B,High,Low,Medium,New,Low,2025-07-31T02:30:10.000000,Thursday,,,1
CHG-0000630,Update the IDRAC remote board Firmware and BIOS for secklb01.,Access,Captain Marvel,Captain Marvel,Avengers II,Service D,High,Medium,High,Closed,High,2025-07-31T16:43:49.000000,Thursday,2025-07-31T20:43:49.000000,2025-08-01T17:43:49.000000,3
CHG-0000631,Updating the IDRAC remote board Firmware and BIOS for secffme2.,Access,Jack Sparrow,Jack Sparrow,Matrix,Service A,Medium,Low,High,Closed,High,2025-08-01T14:17:21.000000,Friday,2025-08-01T21:17:21.000000,2025-08-02T19:17:21.000000,2
CHG-0000632,New IP subnet & access point testing for KL relocation project.,Failure,Thor,Thor,Avengers,Service A,Medium,Low,Low,Closed,Medium,2025-08-02T01:25:40.000000,Saturday,2025-08-02T07:25:40.000000,2025-08-03T15:25:40.000000,4
CHG-0000633,UC4 Agent Installation on gcetcami001.,Facilities,Shang Chi,Shang Chi,Avengers II,Service E,Medium,Low,Low,Closed,High,2025-08-02T06:57:13.000000,Saturday,2025-08-02T14:57:13.000000,2025-08-02T20:57:13.000000,5
CHG-0000634,"VUL-NET: Cisco Wireless IOS-XE Software Update for WLC9800 | Jugoslavska, CZ (PRA06).",Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Low,High,High,Closed,High,2025-08-02T04:14:17.000000,Saturday,2025-08-02T11:14:17.000000,2025-08-03T15:14:17.000000,5
CHG-0000635,Certificate adjustments for new virtual database pipelines.,Complaint,Shang Chi,Shang Chi,Avengers II,Service D,Low,Medium,High,Closed,Medium,2025-08-03T18:29:09.000000,Sunday,2025-08-03T21:29:09.000000,2025-08-04T01:29:09.000000,2
CHG-0000636,Increase VM capacity for ongoing AI processing workload.,Network,Hulk,Hulk,Avengers,Service E,High,Medium,Medium,Closed,High,2025-08-04T16:21:05.000000,Monday,2025-08-04T20:21:05.000000,2025-08-06T05:21:05.000000,2
CHG-0000637,Adjust Volume changes incompatible fixes mid-stage (handling-/handoff migration).,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service A,High,High,Medium,Closed,High,2025-08-04T12:13:02.000000,Monday,2025-08-04T19:13:02.000000,2025-08-05T18:13:02.000000,0
CHG-0000638,Install httpd-tools on edge proxy nodes.,Data,John Wick,John Wick,Matrix,Service E,High,High,High,Closed,Medium,2025-08-04T13:31:23.000000,Monday,2025-08-04T17:31:23.000000,2025-08-05T00:31:23.000000,3
CHG-0000639,Firewall subnet allocation and access provisioning for KL office gateway.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,Medium,Medium,Medium,Closed,Medium,2025-08-05T22:27:24.000000,Tuesday,2025-08-06T04:27:24.000000,2025-08-07T05:27:24.000000,0
CHG-0000640,Software patch implementation targeting RHEL8.1 compatibility issues.,Hardware,Iron Man,Iron Man,Avengers,Service C,Low,Medium,High,Closed,High,2025-08-05T08:32:26.000000,Tuesday,2025-08-05T11:32:26.000000,2025-08-05T21:32:26.000000,1
