Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag
CR-3447,Root cause analysis and follow-up to PRB0058244 - Internal proxy overload impacting corporate web traffic.,Data,John Cena,John Cena,Matrix,Service B,Closed,High,Low,Low,Low,2025-08-19T13:45:16.000000,2025-08-19T19:45:16.000000,2025-08-22T02:45:16.000000,0,0,Tuesday,1
CR-3448,Critical issue: No connectivity to company-hosted Microsoft Teams instances (Germany Office Gateway).,Facilities,Thor,Thor,Avengers,Service B,In Progress,Medium,High,High,High,2025-08-19T21:59:42.000000,2025-08-20T01:59:42.000000,,0,2,Tuesday,1
CR-3449,Tenant restrictions v3 causing unauthorized access to external Office 365 environments.,Failure,Neo,Neo,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-08-19T02:08:00.000000,2025-08-19T06:08:00.000000,2025-08-20T02:08:00.000000,0,2,Tuesday,1
CR-3450,High data latency observed on virtualized analytics server cluster NODE903-TGX-BI1.,Failure,Captain America,Captain America,Avengers,Service A,Closed,Low,High,Medium,High,2025-08-19T01:45:33.000000,2025-08-19T08:45:33.000000,2025-08-19T21:45:33.000000,0,3,Tuesday,1
CR-3451,"Storage volume SV247890 nearing capacity (94% full), affecting batch process schedules.",Access,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,High,High,High,2025-08-19T08:11:23.000000,2025-08-19T11:11:23.000000,2025-08-20T08:11:23.000000,0,2,Tuesday,1
CR-3452,Issue with payment gateway APIs intermittently showing 503 error for e-commerce customers.,Data,Neo,Neo,Matrix,Service A,Closed,High,High,High,Medium,2025-08-19T01:03:50.000000,2025-08-19T05:03:50.000000,2025-08-19T11:03:50.000000,0,3,Tuesday,1
CR-3453,Partial outage of Secure Web Gateway resulting in restricted access to external hosted applications.,Access,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,High,Medium,2025-08-19T09:39:40.000000,2025-08-19T13:39:40.000000,2025-08-20T08:39:40.000000,0,3,Tuesday,1
CR-3454,Failed database connection for sv281432 due to excessive transaction log growth.,Facilities,Thor,Thor,Avengers,Service C,Closed,Low,Medium,Low,Medium,2025-08-20T20:13:01.000000,2025-08-21T00:13:01.000000,2025-08-21T12:13:01.000000,0,2,Wednesday,1
CR-3455,Unexpected outage of financial ERP system after deployment of malformed SQL script.,Complaint,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-08-20T20:34:23.000000,2025-08-20T22:34:23.000000,2025-08-21T08:34:23.000000,0,4,Wednesday,1
CR-3456,Multiple database query timeouts observed on MSDC_TXX_PROD instance following high I/O read spikes.,Software,Loki,Loki,Avengers,Service A,Closed,Medium,Medium,Medium,Medium,2025-08-20T20:21:43.000000,2025-08-21T02:21:43.000000,2025-08-21T19:21:43.000000,0,2,Wednesday,1
CR-3457,Internal SharePoint services intermittently unavailable due to high system memory utilization.,Hardware,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,High,Medium,2025-08-20T14:33:34.000000,2025-08-20T21:33:34.000000,2025-08-21T13:33:34.000000,0,3,Wednesday,1
CR-3458,Multiple server reboots after Red Hat EL9 update due to kernel module mismatch.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,On Hold,High,Medium,Medium,Medium,2025-08-20T21:38:44.000000,,,0,2,Wednesday,1
CR-3459,Connection timeout between SWSHK0019A and RTSHK0018 after DMZ firewall patch.,Failure,Shang Chi,Shang Chi,Avengers II,Service C,On Hold,Medium,High,High,High,2025-08-20T02:32:26.000000,,,0,2,Wednesday,1
CR-3460,Failed database connection for sv281432 due to excessive transaction log growth.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Critical,High,Medium,2025-08-20T12:43:31.000000,2025-08-20T17:43:31.000000,2025-08-21T00:43:31.000000,0,5,Wednesday,1
CR-3461,Incident INC0247193: VPN connectivity issues reported in APAC region during DR failover.,Facilities,Batman,Batman,Matrix,Service B,Closed,Low,Critical,High,Medium,2025-08-20T00:15:23.000000,2025-08-20T02:15:23.000000,2025-08-20T07:15:23.000000,0,5,Wednesday,1
CR-3462,Authentication errors observed after applying policy updates on Cloud Proxy Gateway.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,High,Medium,High,2025-08-20T14:35:00.000000,2025-08-20T21:35:00.000000,2025-08-21T09:35:00.000000,0,3,Wednesday,1
CR-3463,Prepare phase of Ubuntu upgrade failed on cntrprd03 and cntrprd04 due to package dependency conflicts.,Network,Hulk,Hulk,Avengers,Service C,Closed,High,Low,Low,Low,2025-08-20T12:47:43.000000,2025-08-20T18:47:43.000000,2025-08-22T20:47:43.000000,1,1,Wednesday,0
CR-3464,VulMgt: Critical / Apache HTTP Server Path Traversal Vulnerability CVE-2025-40513 PSIRT Oct.2025.,Data,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,High,High,High,2025-08-20T13:58:19.000000,2025-08-20T20:58:19.000000,2025-08-21T07:58:19.000000,0,2,Wednesday,1
CR-3465,pm05019343 from legacy ticketing system: SLA violation mismanagement documented Apr-2025 breach.,Complaint,Neo,Neo,Matrix,Service A,On Hold,Low,Critical,High,High,2025-08-20T10:44:20.000000,,,0,4,Wednesday,1
CR-3466,Partial outage of Secure Web Gateway resulting in restricted access to external hosted applications.,Hardware,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Low,Medium,2025-08-20T15:42:52.000000,2025-08-20T18:42:52.000000,2025-08-22T00:42:52.000000,0,1,Wednesday,1
CR-3467,Authentication handshake failure detected on TLS-enabled external endpoints.,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service B,New,High,Medium,Medium,Medium,2025-08-20T00:42:08.000000,,,0,1,Wednesday,1
CR-3468,Major network outage on NLB2 zone affecting cross-datacenter replication and DR readiness.,Software,Captain America,Captain America,Avengers,Service C,Closed,Low,High,Medium,High,2025-08-20T17:35:58.000000,2025-08-20T19:35:58.000000,2025-08-21T04:35:58.000000,1,3,Wednesday,0
CR-3469,Major network outage on NLB2 zone affecting cross-datacenter replication and DR readiness.,Access,Loki,Loki,Avengers,Service C,Closed,Low,High,Medium,High,2025-08-20T06:35:29.000000,2025-08-20T11:35:29.000000,2025-08-21T10:35:29.000000,0,3,Wednesday,1
CR-3470,VulMgt: High / VMware ESXi Privilege Escalation Vulnerability CVE-2025-30472 PSIRT Nov.2025.,Failure,John Wick,John Wick,Matrix,Service A,Closed,High,Critical,High,Medium,2025-08-20T15:30:58.000000,2025-08-20T22:30:58.000000,2025-08-21T04:30:58.000000,0,3,Wednesday,1
CR-3471,VulMgt: High / VMware ESXi Privilege Escalation Vulnerability CVE-2025-30472 PSIRT Nov.2025.,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-08-20T19:59:59.000000,2025-08-21T00:59:59.000000,2025-08-22T03:59:59.000000,0,1,Wednesday,1
CR-3472,Unexpected reboot of Dell EMC PowerEdge Server SX3301 causing production downtime.,Network,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,Medium,2025-08-20T06:59:09.000000,2025-08-20T14:59:09.000000,2025-08-20T17:59:09.000000,0,3,Wednesday,1
CR-3473,Connection timeout between SWSHK0019A and RTSHK0018 after DMZ firewall patch.,Data,Loki,Loki,Avengers,Service C,Closed,Medium,High,High,High,2025-08-20T18:43:10.000000,2025-08-21T01:43:10.000000,2025-08-21T11:43:10.000000,0,2,Wednesday,1
CR-3474,Critical issue: No connectivity to company-hosted Microsoft Teams instances (Germany Office Gateway).,Software,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,Medium,High,2025-08-20T15:31:31.000000,2025-08-20T21:31:31.000000,2025-08-21T04:31:31.000000,0,4,Wednesday,1
CR-3475,CERT Alert: RTSMNL2K21 flagged compromised—segmentation plan initiated.,Data,Hulk,Hulk,Avengers,Service A,On Hold,High,High,High,Medium,2025-08-20T18:55:33.000000,,,0,3,Wednesday,1
CR-3476,Unplanned downtime on Azure-hosted MySQL instance during automated patching (PROD environment).,Facilities,Thor,Thor,Avengers,Service B,Closed,Medium,High,Medium,High,2025-08-20T09:03:32.000000,2025-08-20T17:03:32.000000,2025-08-21T03:03:32.000000,0,2,Wednesday,1
CR-3477,Unplanned downtime on Azure-hosted MySQL instance during automated patching (PROD environment).,Network,Iron Man,Iron Man,Avengers,Service B,Closed,High,Critical,High,High,2025-08-21T11:24:30.000000,2025-08-21T14:24:30.000000,2025-08-21T19:24:30.000000,1,4,Thursday,0
CR-3478,Root cause analysis and resolution plan for service degradation during Kubernetes failover (LND-Cluster3).,Facilities,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,Medium,Medium,2025-08-21T09:40:53.000000,2025-08-21T13:40:53.000000,2025-08-21T21:40:53.000000,0,5,Thursday,1
CR-3479,"Storage volume SV247890 nearing capacity (94% full), affecting batch process schedules.",Network,Captain Marvel,Captain Marvel,Avengers II,Service B,In Progress,Medium,Critical,High,High,2025-08-21T21:44:03.000000,2025-08-22T00:44:03.000000,,0,3,Thursday,1
CR-3480,No access to intranet resources due to SSL certificate expiration.,Access,Neo,Neo,Matrix,Service A,In Progress,High,High,Medium,High,2025-08-21T17:22:44.000000,2025-08-21T19:22:44.000000,,0,2,Thursday,1
CR-3481,VulMgt: Critical / Apache HTTP Server Path Traversal Vulnerability CVE-2025-40513 PSIRT Oct.2025.,Complaint,John Cena,John Cena,Matrix,Service C,In Progress,Low,Low,Low,Low,2025-08-21T23:31:24.000000,2025-08-22T02:31:24.000000,,0,0,Thursday,1
CR-3482,Unplanned downtime on Azure-hosted MySQL instance during automated patching (PROD environment).,Software,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,High,Medium,High,2025-08-21T17:39:34.000000,2025-08-21T23:39:34.000000,2025-08-22T21:39:34.000000,0,3,Thursday,1
CR-3483,SV240611.ztd.icb.commerzbank.comPROMOSS_P2:MYSQL:ReplicationLag:DeltaTooHigh.,Network,Neo,Neo,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-08-21T23:53:50.000000,2025-08-22T01:53:50.000000,2025-08-22T20:53:50.000000,1,2,Thursday,0
CR-3484,Connection timeout between SWSHK0019A and RTSHK0018 after DMZ firewall patch.,Access,Iron Man,Iron Man,Avengers,Service B,Closed,High,Critical,High,Medium,2025-08-21T06:41:41.000000,2025-08-21T14:41:41.000000,2025-08-21T18:41:41.000000,0,3,Thursday,1
CR-3485,Authentication errors observed after applying policy updates on Cloud Proxy Gateway.,Hardware,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Low,Low,Low,2025-08-21T03:12:47.000000,2025-08-21T09:12:47.000000,2025-08-24T09:12:47.000000,0,0,Thursday,1
CR-3486,Incident INC0247193: VPN connectivity issues reported in APAC region during DR failover.,Access,Thor,Thor,Avengers,Service A,Closed,High,Critical,High,High,2025-08-21T10:24:57.000000,2025-08-21T13:24:57.000000,2025-08-21T23:24:57.000000,0,3,Thursday,1
CR-3487,Partial outage of Secure Web Gateway resulting in restricted access to external hosted applications.,Access,Thor,Thor,Avengers,Service B,Closed,Low,High,High,High,2025-08-21T11:12:11.000000,2025-08-21T14:12:11.000000,2025-08-21T21:12:11.000000,0,3,Thursday,1
CR-3488,Prepare phase of Ubuntu upgrade failed on cntrprd03 and cntrprd04 due to package dependency conflicts.,Failure,Loki,Loki,Avengers,Service B,Closed,High,Critical,High,High,2025-08-21T20:59:12.000000,2025-08-22T03:59:12.000000,2025-08-22T10:59:12.000000,0,5,Thursday,1
CR-3489,Root cause analysis and follow-up to PRB0058244 - Internal proxy overload impacting corporate web traffic.,Hardware,John Cena,John Cena,Matrix,Service A,Closed,Medium,Low,Low,Low,2025-08-21T07:56:05.000000,2025-08-21T15:56:05.000000,2025-08-23T23:56:05.000000,0,1,Thursday,1
CR-3490,Google cloud API gateway throttling unauthorized requests—Downtime logged for related components.,Data,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,High,Medium,2025-08-21T20:16:37.000000,2025-08-22T02:16:37.000000,2025-08-22T17:16:37.000000,1,2,Thursday,0
CR-3491,Authentication handshake failure detected on TLS-enabled external endpoints.,Access,Neo,Neo,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-08-22T09:17:40.000000,2025-08-22T17:17:40.000000,2025-08-23T14:17:40.000000,0,2,Friday,1
CR-3492,Failed database connection for sv281432 due to excessive transaction log growth.,Network,Neo,Neo,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-08-22T17:26:26.000000,2025-08-22T22:26:26.000000,2025-08-23T21:26:26.000000,0,1,Friday,1
CR-3493,Unexpected reboot of Dell EMC PowerEdge Server SX3301 causing production downtime.,Data,Shang Chi,Shang Chi,Avengers II,Service A,On Hold,High,Medium,Low,Low,2025-08-22T13:42:59.000000,,,1,2,Friday,0
CR-3494,Disconnected VM workloads following Datacenter failover actions during change CHG0543871.,Access,Captain America,Captain America,Avengers,Service C,Closed,Medium,Medium,Low,Medium,2025-08-22T12:15:28.000000,2025-08-22T18:15:28.000000,2025-08-24T02:15:28.000000,1,1,Friday,0
CR-3495,Users experiencing degraded download speeds when accessing European endpoints during peak hours.,Complaint,John Wick,John Wick,Matrix,Service C,Closed,Low,Low,Low,Low,2025-08-22T16:20:04.000000,2025-08-22T23:20:04.000000,2025-08-24T01:20:04.000000,0,1,Friday,1
CR-3496,Unexpected outage of financial ERP system after deployment of malformed SQL script.,Failure,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,Medium,Medium,Medium,2025-08-22T07:39:39.000000,2025-08-22T14:39:39.000000,2025-08-23T07:39:39.000000,0,1,Friday,1
CR-3497,Issue with payment gateway APIs intermittently showing 503 error for e-commerce customers.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-08-22T04:07:16.000000,2025-08-22T10:07:16.000000,2025-08-23T15:07:16.000000,0,1,Friday,1
CR-3498,Critical issue: No connectivity to company-hosted Microsoft Teams instances (Germany Office Gateway).,Data,Iron Man,Iron Man,Avengers,Service C,Closed,High,High,High,High,2025-08-22T16:18:55.000000,2025-08-23T00:18:55.000000,2025-08-23T20:18:55.000000,0,2,Friday,1
CR-3499,VulMgt: Fortinet / Critical Vulnerability in FortiOS SSL VPN CVE-2025-50987 / PSIRT Dec.2025.,Access,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Low,Low,Low,2025-08-22T03:17:17.000000,2025-08-22T05:17:17.000000,2025-08-24T01:17:17.000000,1,1,Friday,0
CR-3500,Connection timeout between SWSHK0019A and RTSHK0018 after DMZ firewall patch.,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,Medium,Low,Low,2025-08-22T18:38:44.000000,2025-08-22T20:38:44.000000,2025-08-23T12:38:44.000000,0,2,Friday,1
CR-3501,Failed database connection for sv281432 due to excessive transaction log growth.,Data,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-08-22T10:43:45.000000,2025-08-22T14:43:45.000000,2025-08-22T16:43:45.000000,0,4,Friday,1
CR-3502,Remote Desktop connection errors persist for users accessing VNEDS0043Azure gateways.,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,High,High,Low,2025-08-22T03:25:18.000000,2025-08-22T09:25:18.000000,2025-08-22T17:25:18.000000,0,2,Friday,1
CR-3503,Partial outage of Secure Web Gateway resulting in restricted access to external hosted applications.,Hardware,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-08-23T17:47:51.000000,2025-08-24T00:47:51.000000,2025-08-25T06:47:51.000000,0,2,Saturday,1
CR-3504,Remote Desktop connection errors persist for users accessing VNEDS0043Azure gateways.,Facilities,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-08-23T05:18:13.000000,2025-08-23T11:18:13.000000,2025-08-24T18:18:13.000000,1,0,Saturday,0
CR-3505,Policy misalignment: Users reporting unauthorized access to restricted financial systems.,Complaint,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Critical,High,High,2025-08-23T16:35:50.000000,2025-08-23T18:35:50.000000,2025-08-24T03:35:50.000000,0,5,Saturday,1
CR-3506,Partial outage of Secure Web Gateway resulting in restricted access to external hosted applications.,Access,Iron Man,Iron Man,Avengers,Service C,Closed,Low,High,High,High,2025-08-23T10:38:16.000000,2025-08-23T12:38:16.000000,2025-08-24T02:38:16.000000,1,3,Saturday,0
CR-3507,Unexpected reboot of Dell EMC PowerEdge Server SX3301 causing production downtime.,Access,John Wick,John Wick,Matrix,Service A,Closed,Medium,Medium,Low,Medium,2025-08-23T23:16:44.000000,2025-08-24T03:16:44.000000,2025-08-25T14:16:44.000000,0,2,Saturday,1
CR-3508,Critical issue: No connectivity to company-hosted Microsoft Teams instances (Germany Office Gateway).,Network,Batman,Batman,Matrix,Service B,Closed,Low,Low,Low,Low,2025-08-23T01:39:59.000000,2025-08-23T03:39:59.000000,2025-08-25T08:39:59.000000,1,0,Saturday,0
CR-3509,Root cause analysis: Network connections disrupted after DR Test between DLN and TBL DC.,Facilities,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Medium,Low,Medium,2025-08-23T17:45:16.000000,2025-08-23T20:45:16.000000,2025-08-25T00:45:16.000000,0,2,Saturday,1
CR-3510,Partial outage of Secure Web Gateway resulting in restricted access to external hosted applications.,Hardware,Neo,Neo,Matrix,Service A,Closed,Medium,High,High,Medium,2025-08-23T07:31:16.000000,2025-08-23T10:31:16.000000,2025-08-24T01:31:16.000000,0,3,Saturday,1
CR-3511,CERT Alert: RTSMNL2K21 flagged compromised—segmentation plan initiated.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Critical,High,High,2025-08-23T10:30:03.000000,2025-08-23T16:30:03.000000,2025-08-23T19:30:03.000000,1,5,Saturday,0
CR-3512,CERT Alert: RTSMNL2K21 flagged compromised—segmentation plan initiated.,Complaint,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,High,High,Low,2025-08-23T06:48:49.000000,2025-08-23T12:48:49.000000,2025-08-23T18:48:49.000000,0,2,Saturday,1
CR-3513,Google cloud API gateway throttling unauthorized requests—Downtime logged for related components.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,High,High,Medium,2025-08-23T11:01:31.000000,2025-08-23T19:01:31.000000,2025-08-24T17:01:31.000000,0,3,Saturday,1
CR-3514,Root cause analysis: Network connections disrupted after DR Test between DLN and TBL DC.,Access,Captain America,Captain America,Avengers,Service B,Closed,Medium,Medium,Low,Low,2025-08-23T22:22:36.000000,2025-08-24T03:22:36.000000,2025-08-25T04:22:36.000000,0,1,Saturday,1
CR-3515,Unplanned downtime on Azure-hosted MySQL instance during automated patching (PROD environment).,Facilities,Captain America,Captain America,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-08-23T13:53:59.000000,2025-08-23T16:53:59.000000,2025-08-24T14:53:59.000000,0,2,Saturday,1
CR-3516,"Disk utilization warning: SV374586 storage volume at 96.43%, impacting backup ingestion tasks.",Complaint,Captain America,Captain America,Avengers,Service C,Closed,High,Critical,High,High,2025-08-24T13:35:12.000000,2025-08-24T17:35:12.000000,2025-08-24T20:35:12.000000,0,4,Sunday,1
CR-3517,Root cause analysis and follow-up to PRB0058244 - Internal proxy overload impacting corporate web traffic.,Hardware,Captain America,Captain America,Avengers,Service B,Closed,Medium,Critical,High,High,2025-08-24T08:23:13.000000,2025-08-24T16:23:13.000000,2025-08-25T00:23:13.000000,0,5,Sunday,1
CR-3518,Prepare phase of Ubuntu upgrade failed on cntrprd03 and cntrprd04 due to package dependency conflicts.,Software,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-08-24T00:20:13.000000,2025-08-24T06:20:13.000000,2025-08-25T11:20:13.000000,0,1,Sunday,1
CR-3519,Major network outage on NLB2 zone affecting cross-datacenter replication and DR readiness.,Facilities,Thor,Thor,Avengers,Service B,Closed,Medium,High,High,High,2025-08-24T22:32:20.000000,2025-08-25T04:32:20.000000,2025-08-25T11:32:20.000000,0,2,Sunday,1
CR-3520,Authentication handshake failure detected on TLS-enabled external endpoints.,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,High,High,High,2025-08-24T20:43:56.000000,2025-08-25T04:43:56.000000,2025-08-25T11:43:56.000000,0,2,Sunday,1
CR-3521,Frequent HTTP error 502 bad gateway observed on public-facing APIs.,Software,Thor,Thor,Avengers,Service A,Closed,High,Critical,High,Medium,2025-08-24T02:38:17.000000,2025-08-24T09:38:17.000000,2025-08-24T10:38:17.000000,0,5,Sunday,1
CR-3522,Authentication handshake failure detected on TLS-enabled external endpoints.,Complaint,John Wick,John Wick,Matrix,Service A,Closed,High,Medium,Medium,Medium,2025-08-25T02:38:41.000000,2025-08-25T07:38:41.000000,2025-08-26T01:38:41.000000,0,1,Monday,1
CR-3523,Unplanned downtime on Azure-hosted MySQL instance during automated patching (PROD environment).,Facilities,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,High,2025-08-25T01:24:22.000000,2025-08-25T06:24:22.000000,2025-08-25T17:24:22.000000,0,4,Monday,1
CR-3524,Major network outage on NLB2 zone affecting cross-datacenter replication and DR readiness.,Failure,Neo,Neo,Matrix,Service B,Closed,High,Critical,High,High,2025-08-25T08:47:22.000000,2025-08-25T10:47:22.000000,2025-08-25T11:47:22.000000,0,3,Monday,1
CR-3525,CERT Alert: RTSMNL2K21 flagged compromised—segmentation plan initiated.,Hardware,Iron Man,Iron Man,Avengers,Service B,Closed,High,High,High,High,2025-08-25T17:40:17.000000,2025-08-25T20:40:17.000000,2025-08-26T05:40:17.000000,0,3,Monday,1
CR-3526,Disconnected VM workloads following Datacenter failover actions during change CHG0543871.,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,High,High,High,2025-08-25T08:15:45.000000,2025-08-25T12:15:45.000000,2025-08-25T20:15:45.000000,0,3,Monday,1
CR-3527,Tenant restrictions v3 causing unauthorized access to external Office 365 environments.,Failure,Spiderman,Spiderman,Avengers II,Service B,New,High,Low,Low,Low,2025-08-25T21:39:29.000000,,,0,1,Monday,1
CR-3528,High data latency observed on virtualized analytics server cluster NODE903-TGX-BI1.,Data,Thor,Thor,Avengers,Service A,In Progress,Low,Critical,High,Medium,2025-08-25T08:38:56.000000,2025-08-25T13:38:56.000000,,0,3,Monday,1
CR-3529,Unexpected reboot of Dell EMC PowerEdge Server SX3301 causing production downtime.,Data,Loki,Loki,Avengers,Service A,Closed,High,Critical,High,High,2025-08-25T13:31:57.000000,2025-08-25T20:31:57.000000,2025-08-26T02:31:57.000000,0,4,Monday,1
CR-3530,Tenant restrictions v3 causing unauthorized access to external Office 365 environments.,Facilities,Neo,Neo,Matrix,Service B,Closed,High,Low,Low,Low,2025-08-25T18:24:29.000000,2025-08-25T21:24:29.000000,2025-08-27T07:24:29.000000,1,1,Monday,0
CR-3531,High data latency observed on virtualized analytics server cluster NODE903-TGX-BI1.,Facilities,Thor,Thor,Avengers,Service C,Closed,Low,Low,Low,Low,2025-08-25T15:38:37.000000,2025-08-25T21:38:37.000000,2025-08-27T23:38:37.000000,1,1,Monday,0
CR-3532,VulMgt: Fortinet / Critical Vulnerability in FortiOS SSL VPN CVE-2025-50987 / PSIRT Dec.2025.,Failure,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-08-25T17:31:18.000000,2025-08-25T19:31:18.000000,2025-08-26T03:31:18.000000,0,3,Monday,1
CR-3533,Prepare phase of Ubuntu upgrade failed on cntrprd03 and cntrprd04 due to package dependency conflicts.,Data,Thor,Thor,Avengers,Service B,Closed,High,Critical,High,High,2025-08-25T22:55:57.000000,2025-08-26T03:55:57.000000,2025-08-26T09:55:57.000000,1,5,Monday,0
CR-3534,Critical issue: No connectivity to company-hosted Microsoft Teams instances (Germany Office Gateway).,Software,Batman,Batman,Matrix,Service C,Closed,Low,Critical,Medium,High,2025-08-25T10:53:59.000000,2025-08-25T14:53:59.000000,2025-08-26T00:53:59.000000,0,3,Monday,1
CR-3535,Unexpected outage of financial ERP system after deployment of malformed SQL script.,Data,Thor,Thor,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-08-25T04:11:13.000000,2025-08-25T12:11:13.000000,2025-08-25T23:11:13.000000,0,5,Monday,1
CR-3536,Tenant restrictions v3 causing unauthorized access to external Office 365 environments.,Network,Spiderman,Spiderman,Avengers II,Service B,On Hold,Low,Medium,Low,Medium,2025-08-25T08:00:40.000000,,,0,2,Monday,1
CR-3537,Failed database connection for sv281432 due to excessive transaction log growth.,Access,Neo,Neo,Matrix,Service A,Closed,Medium,Medium,Low,Medium,2025-08-25T06:46:53.000000,2025-08-25T08:46:53.000000,2025-08-26T01:46:53.000000,0,1,Monday,1
CR-3538,Root cause analysis and follow-up to PRB0058244 - Internal proxy overload impacting corporate web traffic.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Critical,Medium,High,2025-08-25T14:46:06.000000,2025-08-25T20:46:06.000000,2025-08-26T06:46:06.000000,0,3,Monday,1
CR-3539,Unexpected reboot of Dell EMC PowerEdge Server SX3301 causing production downtime.,Facilities,John Wick,John Wick,Matrix,Service A,On Hold,Low,Medium,Medium,Medium,2025-08-25T09:42:18.000000,,,0,1,Monday,1
CR-3540,Remote Desktop connection errors persist for users accessing VNEDS0043Azure gateways.,Failure,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,Medium,Low,Medium,2025-08-25T04:44:24.000000,2025-08-25T09:44:24.000000,2025-08-25T21:44:24.000000,0,1,Monday,1
CR-3541,VulMgt: Fortinet / Critical Vulnerability in FortiOS SSL VPN CVE-2025-50987 / PSIRT Dec.2025.,Hardware,Neo,Neo,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-08-25T05:24:40.000000,2025-08-25T09:24:40.000000,2025-08-26T08:24:40.000000,0,1,Monday,1
CR-3542,Remote Desktop connection errors persist for users accessing VNEDS0043Azure gateways.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Low,Low,2025-08-25T01:14:14.000000,2025-08-25T07:14:14.000000,2025-08-26T11:14:14.000000,0,2,Monday,1
CR-3543,Unexpected reboot of Dell EMC PowerEdge Server SX3301 causing production downtime.,Hardware,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,High,2025-08-25T17:34:34.000000,2025-08-25T23:34:34.000000,2025-08-26T07:34:34.000000,0,3,Monday,1
CR-3544,Root cause analysis and follow-up to PRB0058244 - Internal proxy overload impacting corporate web traffic.,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Medium,Medium,Low,2025-08-25T09:31:26.000000,2025-08-25T12:31:26.000000,2025-08-26T16:31:26.000000,0,2,Monday,1
CR-3545,Internal SharePoint services intermittently unavailable due to high system memory utilization.,Network,John Cena,John Cena,Matrix,Service A,Closed,Medium,Medium,Low,Medium,2025-08-25T07:35:32.000000,2025-08-25T12:35:32.000000,2025-08-26T09:35:32.000000,0,1,Monday,1
CR-3546,Partial outage of Secure Web Gateway resulting in restricted access to external hosted applications.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,High,High,Medium,2025-08-25T00:42:45.000000,2025-08-25T02:42:45.000000,2025-08-26T00:42:45.000000,0,2,Monday,1
CR-3547,Connection timeout between SWSHK0019A and RTSHK0018 after DMZ firewall patch.,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-08-25T08:54:55.000000,2025-08-25T13:54:55.000000,2025-08-26T13:54:55.000000,0,2,Monday,1
