Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag
CR-22301,High volume of API calls flagged; system overload.,Software,Loki,Loki,Avengers,Service B,Closed,Medium,High,High,Medium,2025-09-01T20:07:19.000000,2025-09-01T23:07:19.000000,2025-09-02T18:07:19.000000,1,3,Monday,0
CR-22302,High in-memory data requests overloaded server processing.,Data,Thor,Thor,Avengers,Service A,On Hold,Medium,Medium,Medium,Medium,2025-09-01T04:46:55.000000,,,0,2,Monday,1
CR-22303,Unexpected database schema changes caused request failures.,Software,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Medium,Low,Low,2025-09-01T12:33:01.000000,2025-09-01T19:33:01.000000,2025-09-02T07:33:01.000000,0,2,Monday,1
CR-22304,Failed login attempts detected from multiple locations.,Facilities,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,High,2025-09-01T02:51:58.000000,2025-09-01T07:51:58.000000,2025-09-01T16:51:58.000000,0,5,Monday,1
CR-22305,Critical security incident flagged during ongoing monitoring operations.,Access,Thor,Thor,Avengers,Service C,Closed,High,Critical,High,High,2025-09-01T01:01:15.000000,2025-09-01T05:01:15.000000,2025-09-01T06:01:15.000000,1,4,Monday,0
CR-22306,VPN tunnel flag uncovered during traffic multiplexer configuration checks.,Network,Loki,Loki,Avengers,Service A,Closed,Medium,High,High,High,2025-09-01T06:16:58.000000,2025-09-01T12:16:58.000000,2025-09-02T02:16:58.000000,0,2,Monday,1
CR-22307,Performance slowdowns observed during API monitoring.,Complaint,Thor,Thor,Avengers,Service B,Closed,High,Critical,High,High,2025-09-01T12:40:30.000000,2025-09-01T19:40:30.000000,2025-09-01T22:40:30.000000,0,5,Monday,1
CR-22308,Encryption key mismatch detected between nodes in production.,Complaint,Hulk,Hulk,Avengers,Service A,In Progress,High,Critical,High,High,2025-09-01T18:40:41.000000,2025-09-01T23:40:41.000000,,0,3,Monday,1
CR-22309,Support ticket volumes identified as increasing peak trends during morning hours.,Network,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,High,Medium,High,2025-09-01T10:08:07.000000,2025-09-01T12:08:07.000000,2025-09-01T18:08:07.000000,0,3,Monday,1
CR-22310,Server reboot flagged during load testing operations.,Network,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,High,Medium,High,2025-09-01T02:33:58.000000,2025-09-01T09:33:58.000000,2025-09-01T20:33:58.000000,1,3,Monday,0
CR-22311,Rogue access flagged on external production server.,Facilities,Thor,Thor,Avengers,Service B,Closed,Medium,Medium,Medium,Low,2025-09-01T12:09:17.000000,2025-09-01T18:09:17.000000,2025-09-02T20:09:17.000000,0,2,Monday,1
CR-22312,Preventative trial flagged confidence cases staging priority upticks during clustered metrics snapshot.,Data,Spiderman,Spiderman,Avengers II,Service C,Closed,High,Medium,Low,Medium,2025-09-01T14:04:06.000000,2025-09-01T19:04:06.000000,2025-09-02T14:04:06.000000,0,2,Monday,1
CR-22313,System-wide connectivity notice issued: Multi-site impacted change.,Access,Spiderman,Spiderman,Avengers II,Service C,Closed,High,Critical,High,High,2025-09-01T13:30:01.000000,2025-09-01T17:30:01.000000,2025-09-01T19:30:01.000000,0,4,Monday,1
CR-22314,High in-memory data requests overloaded server processing.,Access,Batman,Batman,Matrix,Service C,Closed,Low,Low,Low,Low,2025-09-01T13:36:41.000000,2025-09-01T16:36:41.000000,2025-09-03T04:36:41.000000,0,0,Monday,1
CR-22315,Database rollback failed due to corrupted backup imports.,Failure,Thor,Thor,Avengers,Service A,Closed,Low,Critical,High,High,2025-09-01T04:36:39.000000,2025-09-01T11:36:39.000000,2025-09-01T16:36:39.000000,0,5,Monday,1
CR-22316,DNS monitoring errors flagged from edge-scanning logs.,Hardware,Captain America,Captain America,Avengers,Service B,Closed,High,Critical,High,High,2025-09-01T16:58:48.000000,2025-09-01T18:58:48.000000,2025-09-02T00:58:48.000000,1,5,Monday,0
CR-22317,Sluggish database response due to backup corruption issues.,Software,Hulk,Hulk,Avengers,Service A,Closed,Medium,Medium,Medium,Low,2025-09-01T19:04:35.000000,2025-09-01T22:04:35.000000,2025-09-02T12:04:35.000000,0,2,Monday,1
CR-22318,JIRA system flagged as inaccessible due to SAML failure.,Complaint,Hulk,Hulk,Avengers,Service B,Closed,High,Low,Low,Low,2025-09-01T00:51:07.000000,2025-09-01T08:51:07.000000,2025-09-04T06:51:07.000000,1,1,Monday,0
CR-22319,Incident flagged requiring multi-stage manual response process-layer specifics detailed high-priority assessment handling escalation batches linked matrix revisions queues overall.,Complaint,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,High,2025-09-01T16:31:54.000000,2025-09-01T23:31:54.000000,2025-09-02T00:31:54.000000,0,5,Monday,1
CR-22320,Database server flagged with delays and query timeouts.,Hardware,Hulk,Hulk,Avengers,Service C,Closed,High,Critical,High,High,2025-09-01T13:47:20.000000,2025-09-01T18:47:20.000000,2025-09-02T01:47:20.000000,0,5,Monday,1
CR-22321,Malware alert triggered during active scan.,Data,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-09-01T17:46:00.000000,2025-09-01T19:46:00.000000,2025-09-02T18:46:00.000000,0,1,Monday,1
CR-22322,Support ticket volumes identified as increasing peak trends during morning hours.,Facilities,Thor,Thor,Avengers,Service B,Closed,Low,Medium,Medium,Low,2025-09-01T20:16:05.000000,2025-09-02T04:16:05.000000,2025-09-03T00:16:05.000000,1,1,Monday,0
CR-22323,Cloud storage exposed publicly due to account misconfiguration.,Data,Hulk,Hulk,Avengers,Service C,Closed,Low,High,Medium,Medium,2025-09-01T18:15:13.000000,2025-09-02T02:15:13.000000,2025-09-02T21:15:13.000000,0,2,Monday,1
CR-22324,System configuration process flagged as misaligned during audit checks.,Network,Thor,Thor,Avengers,Service A,Closed,Medium,High,Medium,Low,2025-09-01T21:21:07.000000,2025-09-02T02:21:07.000000,2025-09-02T09:21:07.000000,0,3,Monday,1
CR-22325,Malware alert triggered during active scan.,Access,John Wick,John Wick,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-09-01T17:44:57.000000,2025-09-01T23:44:57.000000,2025-09-03T07:44:57.000000,1,1,Monday,0
CR-22326,Data threshold exceeded causing mainframe overload flag upstream details cluster pipeline inline faults matrix overview.,Network,Neo,Neo,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-09-02T10:01:08.000000,2025-09-02T12:01:08.000000,2025-09-03T00:01:08.000000,0,2,Tuesday,1
CR-22327,Failed encryption process: Unable to secure sensitive data.,Facilities,Captain America,Captain America,Avengers,Service C,Closed,Low,Low,Low,Low,2025-09-02T12:04:37.000000,2025-09-02T18:04:37.000000,2025-09-05T02:04:37.000000,0,0,Tuesday,1
CR-22328,Database server flagged with delays and query timeouts.,Network,Thor,Thor,Avengers,Service C,Closed,Low,Low,Low,Low,2025-09-02T09:51:05.000000,2025-09-02T11:51:05.000000,2025-09-04T13:51:05.000000,0,1,Tuesday,1
CR-22329,Cloud storage exposed publicly due to account misconfiguration.,Hardware,Iron Man,Iron Man,Avengers,Service B,On Hold,Low,Medium,Low,Medium,2025-09-02T11:45:29.000000,,,0,1,Tuesday,1
CR-22330,Unauthorized access attempt detected on admin portal.,Data,Thor,Thor,Avengers,Service B,Closed,Low,Critical,High,High,2025-09-02T14:28:57.000000,2025-09-02T16:28:57.000000,2025-09-02T21:28:57.000000,0,3,Tuesday,1
CR-22331,Remote access termination due to suspicious session triggers.,Complaint,Batman,Batman,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-09-02T04:20:35.000000,2025-09-02T06:20:35.000000,2025-09-02T23:20:35.000000,0,1,Tuesday,1
CR-22332,Cloud synchronization failure reported after update processing.,Failure,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Low,Medium,2025-09-02T17:45:36.000000,2025-09-02T20:45:36.000000,2025-09-04T03:45:36.000000,0,2,Tuesday,1
CR-22333,Cloud storage exposed publicly due to account misconfiguration.,Access,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Medium,Low,Low,Low,2025-09-02T19:26:50.000000,2025-09-02T23:26:50.000000,2025-09-04T05:26:50.000000,0,0,Tuesday,1
CR-22334,Multiple hostname errors flagged due to mismatched entries in logs.,Hardware,Spiderman,Spiderman,Avengers II,Service C,In Progress,Medium,Medium,Medium,Low,2025-09-02T15:56:59.000000,2025-09-02T17:56:59.000000,,0,1,Tuesday,1
CR-22335,Repeated failed ping attempts logged for external endpoint.,Access,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Critical,High,High,2025-09-02T04:06:20.000000,2025-09-02T06:06:20.000000,2025-09-02T10:06:20.000000,0,3,Tuesday,1
CR-22336,ARP spoofing detected during endpoint network scans.,Complaint,John Wick,John Wick,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-09-02T17:41:48.000000,2025-09-02T23:41:48.000000,2025-09-04T05:41:48.000000,0,2,Tuesday,1
CR-22337,Database rollback failed due to corrupted backup imports.,Software,Batman,Batman,Matrix,Service C,Closed,Low,Low,Low,Low,2025-09-02T09:03:13.000000,2025-09-02T13:03:13.000000,2025-09-05T00:03:13.000000,0,1,Tuesday,1
CR-22338,Multiple hostname errors flagged due to mismatched entries in logs.,Hardware,Batman,Batman,Matrix,Service C,Closed,Medium,Medium,Medium,Low,2025-09-02T06:42:00.000000,2025-09-02T12:42:00.000000,2025-09-03T23:42:00.000000,1,1,Tuesday,0
CR-22339,High volume of API calls flagged; system overload.,Complaint,John Wick,John Wick,Matrix,Service A,Closed,High,Medium,Medium,Medium,2025-09-02T16:54:10.000000,2025-09-02T22:54:10.000000,2025-09-04T03:54:10.000000,0,2,Tuesday,1
CR-22340,Request errors logged during cloud synchronization monitoring stages flagged aggregations indicating fallback overload metric stages high-level.,Access,John Wick,John Wick,Matrix,Service A,Closed,High,High,Medium,High,2025-09-02T21:47:58.000000,2025-09-02T23:47:58.000000,2025-09-03T18:47:58.000000,0,2,Tuesday,1
CR-22341,Multiple hostname errors flagged due to mismatched entries in logs.,Failure,Loki,Loki,Avengers,Service B,Closed,Low,Medium,Low,Medium,2025-09-02T16:51:57.000000,2025-09-02T22:51:57.000000,2025-09-04T00:51:57.000000,0,2,Tuesday,1
CR-22342,System-wide connectivity notice issued: Multi-site impacted change.,Complaint,Hulk,Hulk,Avengers,Service A,Closed,Medium,Critical,Medium,High,2025-09-02T07:16:12.000000,2025-09-02T11:16:12.000000,2025-09-02T12:16:12.000000,0,3,Tuesday,1
CR-22343,Insights prompted resolution sequences stalled during KPI analysis revision cases.,Software,Batman,Batman,Matrix,Service C,Closed,Low,Medium,Low,Low,2025-09-02T06:03:22.000000,2025-09-02T08:03:22.000000,2025-09-03T12:03:22.000000,0,2,Tuesday,1
CR-22344,High file transfer identified; possible data exfiltration suspected.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service B,In Progress,High,Medium,Medium,Medium,2025-09-02T12:40:15.000000,2025-09-02T17:40:15.000000,,0,2,Tuesday,1
CR-22345,Keylogger activity detected on privileged employee machine.,Access,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,Medium,High,2025-09-02T02:22:06.000000,2025-09-02T06:22:06.000000,2025-09-03T04:22:06.000000,1,3,Tuesday,0
CR-22346,Unencrypted email flagged during sensitive admin data processes matrix heading.,Hardware,John Cena,John Cena,Matrix,Service C,Closed,Low,Medium,Low,Low,2025-09-02T08:30:02.000000,2025-09-02T13:30:02.000000,2025-09-03T23:30:02.000000,0,1,Tuesday,1
CR-22347,Phishing email identified by security team.,Software,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,High,Low,2025-09-02T10:59:45.000000,2025-09-02T17:59:45.000000,2025-09-03T11:59:45.000000,1,2,Tuesday,0
CR-22348,DDoS mitigation triggered during heavy external activity.,Software,Hulk,Hulk,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-09-02T22:26:03.000000,2025-09-03T00:26:03.000000,2025-09-03T18:26:03.000000,0,1,Tuesday,1
CR-22349,High errors detected due to outdated system protocols.,Failure,John Wick,John Wick,Matrix,Service C,Closed,Low,Medium,Medium,Low,2025-09-02T16:56:27.000000,2025-09-02T21:56:27.000000,2025-09-04T03:56:27.000000,0,1,Tuesday,1
CR-22350,Unexpected lockout flagged during Privileged Access re-validation.,Complaint,Hulk,Hulk,Avengers,Service A,Closed,High,High,High,High,2025-09-02T19:19:55.000000,2025-09-02T21:19:55.000000,2025-09-03T17:19:55.000000,0,2,Tuesday,1
CR-22351,High in-memory data requests overloaded server processing.,Hardware,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Critical,High,High,2025-09-02T17:59:14.000000,2025-09-02T22:59:14.000000,2025-09-03T00:59:14.000000,1,4,Tuesday,0
CR-22352,Failed SSO validation from outdated authentication handshake.,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,New,High,High,Medium,High,2025-09-02T17:23:13.000000,,,0,3,Tuesday,1
CR-22353,Critical security incident flagged during ongoing monitoring operations.,Failure,Batman,Batman,Matrix,Service C,Closed,Medium,High,Medium,High,2025-09-02T00:01:02.000000,2025-09-02T04:01:02.000000,2025-09-02T17:01:02.000000,0,2,Tuesday,1
CR-22354,Keylogger activity detected on privileged employee machine.,Network,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,High,2025-09-02T12:02:54.000000,2025-09-02T16:02:54.000000,2025-09-03T04:02:54.000000,0,4,Tuesday,1
CR-22355,Content management breach flagged in cross-routed traffic diagnostic monitors.,Complaint,Thor,Thor,Avengers,Service C,Closed,Medium,Low,Low,Low,2025-09-02T12:14:06.000000,2025-09-02T17:14:06.000000,2025-09-04T21:14:06.000000,1,1,Tuesday,0
CR-22356,Phishing email identified by security team.,Facilities,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,High,Medium,High,2025-09-02T12:59:21.000000,2025-09-02T16:59:21.000000,2025-09-03T08:59:21.000000,0,2,Tuesday,1
CR-22357,System configuration process flagged as misaligned during audit checks.,Data,Iron Man,Iron Man,Avengers,Service A,Closed,Low,High,Medium,High,2025-09-02T22:59:51.000000,2025-09-03T02:59:51.000000,2025-09-04T00:59:51.000000,0,3,Tuesday,1
CR-22358,Preventative trial flagged confidence cases staging priority upticks during clustered metrics snapshot.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,In Progress,Medium,Medium,Medium,Low,2025-09-02T22:02:02.000000,2025-09-03T02:02:02.000000,,0,1,Tuesday,1
CR-22359,JIRA system flagged as inaccessible due to SAML failure.,Software,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Low,Low,Low,2025-09-02T18:05:01.000000,2025-09-03T01:05:01.000000,2025-09-04T09:05:01.000000,0,1,Tuesday,1
CR-22360,System-wide connectivity notice issued: Multi-site impacted change.,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,High,High,High,2025-09-02T10:19:02.000000,2025-09-02T17:19:02.000000,2025-09-03T03:19:02.000000,0,2,Tuesday,1
CR-22361,Repeated FTP connection failures detected for external clients.,Software,Captain America,Captain America,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-09-02T05:25:48.000000,2025-09-02T13:25:48.000000,2025-09-03T14:25:48.000000,0,2,Tuesday,1
CR-22362,Phishing email identified by security team.,Facilities,Loki,Loki,Avengers,Service A,In Progress,High,Critical,High,High,2025-09-02T23:36:05.000000,2025-09-03T02:36:05.000000,,0,5,Tuesday,1
CR-22363,ARP spoofing detected during endpoint network scans.,Access,Loki,Loki,Avengers,Service C,Closed,Low,High,Medium,High,2025-09-02T06:03:03.000000,2025-09-02T09:03:03.000000,2025-09-03T05:03:03.000000,0,3,Tuesday,1
CR-22364,Unexpected database schema changes caused request failures.,Complaint,Captain America,Captain America,Avengers,Service A,On Hold,Medium,High,High,Medium,2025-09-02T17:11:11.000000,,,0,3,Tuesday,1
CR-22365,System resource spike identified on analytics server logs.,Data,Neo,Neo,Matrix,Service A,New,Medium,Medium,Medium,Medium,2025-09-02T04:30:05.000000,,,0,1,Tuesday,1
CR-22366,Data threshold exceeded causing mainframe overload flag upstream details cluster pipeline inline faults matrix overview.,Software,Thor,Thor,Avengers,Service C,Closed,Medium,Low,Low,Low,2025-09-02T04:37:51.000000,2025-09-02T08:37:51.000000,2025-09-03T10:37:51.000000,0,1,Tuesday,1
CR-22367,Keylogger activity detected on privileged employee machine.,Hardware,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-09-02T08:45:07.000000,2025-09-02T11:45:07.000000,2025-09-03T15:45:07.000000,0,2,Tuesday,1
CR-22368,Critical patch missing scheduled updates on key systems.,Facilities,Thor,Thor,Avengers,Service A,New,High,Critical,Medium,High,2025-09-02T21:24:20.000000,,,0,4,Tuesday,1
CR-22369,Unexpected database schema changes caused request failures.,Data,Hulk,Hulk,Avengers,Service A,Closed,High,Low,Low,Low,2025-09-02T19:24:31.000000,2025-09-03T01:24:31.000000,2025-09-05T18:24:31.000000,1,1,Tuesday,0
CR-22370,Login attempt flagged: blacklisted IPs detected.,Data,Iron Man,Iron Man,Avengers,Service A,On Hold,Medium,Low,Low,Low,2025-09-02T21:34:11.000000,,,1,0,Tuesday,0
CR-22371,Failed robot order execution due to unexpected timeout conditions.,Access,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,High,2025-09-02T17:36:23.000000,2025-09-02T19:36:23.000000,2025-09-02T21:36:23.000000,0,4,Tuesday,1
CR-22372,Multi-factor authentication failure for privileged accounts.,Failure,Iron Man,Iron Man,Avengers,Service A,Closed,High,Critical,High,High,2025-09-02T11:28:06.000000,2025-09-02T14:28:06.000000,2025-09-02T16:28:06.000000,0,4,Tuesday,1
CR-22373,Insights prompted resolution sequences stalled during KPI analysis revision cases.,Hardware,Loki,Loki,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-09-02T17:17:14.000000,2025-09-02T19:17:14.000000,2025-09-05T15:17:14.000000,1,0,Tuesday,0
CR-22374,Critical alarm raised for SLA noncompliance on production server tickets.,Complaint,Thor,Thor,Avengers,Service C,Closed,Low,High,High,High,2025-09-02T13:17:57.000000,2025-09-02T17:17:57.000000,2025-09-03T00:17:57.000000,0,3,Tuesday,1
CR-22375,Failed encryption process: Unable to secure sensitive data.,Failure,Neo,Neo,Matrix,Service A,Closed,High,High,Medium,Medium,2025-09-02T05:11:34.000000,2025-09-02T11:11:34.000000,2025-09-03T04:11:34.000000,1,3,Tuesday,0
CR-22376,Root server flagged down during workflow trigger scheduling.,Access,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-09-02T11:44:37.000000,2025-09-02T13:44:37.000000,2025-09-03T12:44:37.000000,0,1,Tuesday,1
CR-22377,Failed packet transmission in monitoring interfaces.,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-09-02T03:20:48.000000,2025-09-02T08:20:48.000000,2025-09-03T06:20:48.000000,1,1,Tuesday,0
CR-22378,System resource spike identified on analytics server logs.,Failure,Thor,Thor,Avengers,Service C,Closed,Medium,High,High,Medium,2025-09-02T15:50:37.000000,2025-09-02T23:50:37.000000,2025-09-03T21:50:37.000000,1,3,Tuesday,0
CR-22379,Security patch missing from production system; risk flagged.,Hardware,Neo,Neo,Matrix,Service C,Closed,Low,Low,Low,Low,2025-09-02T16:09:34.000000,2025-09-02T19:09:34.000000,2025-09-04T11:09:34.000000,0,1,Tuesday,1
CR-22380,System resource spike identified on analytics server logs.,Access,Captain America,Captain America,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-09-02T19:05:22.000000,2025-09-02T21:05:22.000000,2025-09-04T03:05:22.000000,0,2,Tuesday,1
CR-22381,Keylogger activity detected on privileged employee machine.,Hardware,Captain America,Captain America,Avengers,Service C,New,High,Critical,Medium,High,2025-09-02T00:13:46.000000,,,0,4,Tuesday,1
CR-22382,Critical security incident flagged during ongoing monitoring operations.,Facilities,Thor,Thor,Avengers,Service A,Closed,High,Critical,High,High,2025-09-02T22:01:35.000000,2025-09-03T06:01:35.000000,2025-09-03T16:01:35.000000,0,5,Tuesday,1
CR-22383,Critical alarm raised for SLA noncompliance on production server tickets.,Software,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Medium,Low,Low,Low,2025-09-02T22:55:16.000000,2025-09-03T01:55:16.000000,2025-09-05T16:55:16.000000,1,0,Tuesday,0
CR-22384,Cloud instance failed synchronization with on-prem DB cluster.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Critical,Medium,Medium,2025-09-02T17:17:19.000000,2025-09-02T23:17:19.000000,2025-09-03T08:17:19.000000,1,5,Tuesday,0
CR-22385,DDoS mitigation triggered during heavy external activity.,Software,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,Medium,High,2025-09-02T22:31:48.000000,2025-09-03T00:31:48.000000,2025-09-03T01:31:48.000000,0,5,Tuesday,1
CR-22386,SSL handshake timed out during multi-instance connection attempt.,Access,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,High,Medium,Low,Medium,2025-09-02T02:35:36.000000,2025-09-02T07:35:36.000000,2025-09-03T13:35:36.000000,0,1,Tuesday,1
CR-22387,DDoS mitigation triggered during heavy external activity.,Access,Hulk,Hulk,Avengers,Service A,Closed,High,High,Medium,High,2025-09-02T15:01:17.000000,2025-09-02T17:01:17.000000,2025-09-03T02:01:17.000000,1,2,Tuesday,0
CR-22388,Request errors logged during cloud synchronization monitoring stages flagged aggregations indicating fallback overload metric stages high-level.,Network,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,High,2025-09-02T08:21:35.000000,2025-09-02T12:21:35.000000,2025-09-03T00:21:35.000000,0,4,Tuesday,1
CR-22389,Firewall misconfiguration allowed unauthorized access.,Failure,Thor,Thor,Avengers,Service A,New,Medium,Low,Low,Low,2025-09-02T01:47:12.000000,,,0,1,Tuesday,1
CR-22390,Preventative trial flagged confidence cases staging priority upticks during clustered metrics snapshot.,Software,Loki,Loki,Avengers,Service C,Closed,High,Critical,High,High,2025-09-02T08:45:59.000000,2025-09-02T12:45:59.000000,2025-09-02T16:45:59.000000,0,4,Tuesday,1
CR-22391,DNS query failure: Incorrect configuration detected on the main server.,Network,Batman,Batman,Matrix,Service A,Closed,High,Low,Low,Low,2025-09-02T00:24:24.000000,2025-09-02T05:24:24.000000,2025-09-03T07:24:24.000000,0,1,Tuesday,1
CR-22392,Encryption key mismatch detected between nodes in production.,Failure,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-09-02T08:05:08.000000,2025-09-02T15:05:08.000000,2025-09-04T03:05:08.000000,0,1,Tuesday,1
CR-22393,Unexpected lockout flagged during Privileged Access re-validation.,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Medium,High,High,High,2025-09-02T14:49:16.000000,2025-09-02T20:49:16.000000,2025-09-03T16:49:16.000000,0,3,Tuesday,1
CR-22394,Repeated FTP connection failures detected for external clients.,Complaint,Loki,Loki,Avengers,Service B,Closed,Medium,High,High,High,2025-09-02T07:46:47.000000,2025-09-02T13:46:47.000000,2025-09-03T02:46:47.000000,0,3,Tuesday,1
CR-22395,Firewall misconfiguration allowed unauthorized access.,Complaint,Thor,Thor,Avengers,Service A,Closed,Medium,Critical,High,High,2025-09-02T11:35:05.000000,2025-09-02T15:35:05.000000,2025-09-02T23:35:05.000000,0,4,Tuesday,1
CR-22396,Unauthorized access attempt detected on admin portal.,Data,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,High,Medium,2025-09-02T21:45:03.000000,2025-09-03T02:45:03.000000,2025-09-03T17:45:03.000000,0,2,Tuesday,1
CR-22397,High in-memory data requests overloaded server processing.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,High,High,High,2025-09-02T17:07:15.000000,2025-09-02T23:07:15.000000,2025-09-03T20:07:15.000000,0,2,Tuesday,1
CR-22398,File permissions misconfigured; access denied on critical assets.,Data,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Critical,High,High,2025-09-02T06:13:42.000000,2025-09-02T14:13:42.000000,2025-09-02T21:13:42.000000,1,5,Tuesday,0
CR-22399,Malware protection disabled on user workstation.,Failure,Batman,Batman,Matrix,Service A,Closed,High,Low,Low,Low,2025-09-02T21:45:38.000000,2025-09-03T05:45:38.000000,2025-09-04T18:45:38.000000,0,0,Tuesday,1
CR-22400,DDoS mitigation triggered during heavy external activity.,Software,Captain America,Captain America,Avengers,Service C,Closed,Low,High,High,High,2025-09-02T17:28:25.000000,2025-09-02T19:28:25.000000,2025-09-03T13:28:25.000000,1,2,Tuesday,0
CR-22401,Security patch missing from production system; risk flagged.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service A,In Progress,Medium,High,High,High,2025-09-02T09:21:48.000000,2025-09-02T11:21:48.000000,,1,3,Tuesday,0
CR-22402,Unauthorized session hijack on application server.,Software,Thor,Thor,Avengers,Service A,Closed,Medium,Critical,Medium,High,2025-09-02T14:40:35.000000,2025-09-02T17:40:35.000000,2025-09-02T20:40:35.000000,0,5,Tuesday,1
CR-22403,High in-memory data requests overloaded server processing.,Failure,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Medium,Low,Medium,2025-09-02T06:19:41.000000,2025-09-02T11:19:41.000000,2025-09-03T03:19:41.000000,0,2,Tuesday,1
CR-22404,Login attempt flagged: blacklisted IPs detected.,Software,Jack Sparrow,Jack Sparrow,Matrix,Service A,New,Low,Critical,High,High,2025-09-02T02:44:28.000000,,,0,4,Tuesday,1
CR-22405,Unauthorized access attempt detected on admin portal.,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Medium,High,High,High,2025-09-02T11:18:12.000000,2025-09-02T19:18:12.000000,2025-09-03T03:18:12.000000,0,2,Tuesday,1
CR-22406,Incident flagged requiring multi-stage manual response process-layer specifics detailed high-priority assessment handling escalation batches linked matrix revisions queues overall.,Complaint,Shang Chi,Shang Chi,Avengers II,Service B,On Hold,Medium,Medium,Low,Medium,2025-09-02T13:00:37.000000,,,1,2,Tuesday,0
CR-22407,Unencrypted email flagged during sensitive admin data processes matrix heading.,Failure,John Wick,John Wick,Matrix,Service B,In Progress,Medium,Critical,High,High,2025-09-02T10:03:29.000000,2025-09-02T16:03:29.000000,,0,3,Tuesday,1
CR-22408,Unscheduled system reboot interrupted high-priority processing.,Data,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,High,2025-09-02T13:47:17.000000,2025-09-02T20:47:17.000000,2025-09-02T22:47:17.000000,0,5,Tuesday,1
CR-22409,Cloud instance failed synchronization with on-prem DB cluster.,Software,Batman,Batman,Matrix,Service C,Closed,Medium,Medium,Medium,Medium,2025-09-02T04:20:59.000000,2025-09-02T10:20:59.000000,2025-09-03T10:20:59.000000,0,1,Tuesday,1
CR-22410,SSL handshake timed out during multi-instance connection attempt.,Failure,Spiderman,Spiderman,Avengers II,Service B,Closed,High,High,Medium,Medium,2025-09-02T13:11:48.000000,2025-09-02T18:11:48.000000,2025-09-03T03:11:48.000000,0,2,Tuesday,1
CR-22411,Support ticket volumes identified as increasing peak trends during morning hours.,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Low,Medium,Medium,Medium,2025-09-02T18:38:21.000000,2025-09-03T01:38:21.000000,2025-09-04T05:38:21.000000,1,1,Tuesday,0
CR-22412,Service outage detected with no connection to database.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,High,High,High,2025-09-02T02:39:33.000000,2025-09-02T05:39:33.000000,2025-09-02T22:39:33.000000,0,3,Tuesday,1
