Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day
SR-0013556,Provisioning of VPN access for third-party vendor consultants.,Facilities,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Low,Low,Low,2025-05-30T03:21:12.000000,2025-05-30T07:21:12.000000,2025-05-31T14:21:12.000000,1,Friday
SR-0013557,Request to reset password for employee account.,Network,Shang Chi,Shang Chi,Avengers II,Service B,New,Low,Medium,Medium,Medium,2025-05-30T06:09:04.000000,,,5,Friday
SR-0013558,Request for temporary guest access to internal intranet services.,Hardware,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Medium,Low,Medium,2025-05-30T20:49:17.000000,2025-05-31T02:49:17.000000,2025-05-31T19:49:17.000000,0,Friday
SR-0013559,Replace hardware for malfunctioning conference room equipment.,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service A,In Progress,High,Medium,Medium,Medium,2025-05-30T07:36:07.000000,2025-05-30T12:36:07.000000,,3,Friday
SR-0013560,Request to configure SSO login for external web resource.,Data,John Wick,John Wick,Matrix,Service B,Closed,High,Medium,Medium,Low,2025-05-30T20:35:59.000000,2025-05-31T04:35:59.000000,2025-05-31T19:35:59.000000,5,Friday
SR-0013561,Request for extended quota on shared email inbox.,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,High,Medium,High,2025-05-30T20:55:33.000000,2025-05-31T00:55:33.000000,2025-05-31T18:55:33.000000,2,Friday
SR-0013562,Provision special access profiles for GDPR compliance audits.,Hardware,Loki,Loki,Avengers,Service C,On Hold,Low,High,Medium,High,2025-05-30T12:43:13.000000,,,4,Friday
SR-0013563,Request to add new printer to network for HR department.,Hardware,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Medium,Low,Medium,2025-05-30T07:18:55.000000,2025-05-30T13:18:55.000000,2025-05-31T16:18:55.000000,5,Friday
SR-0013564,Change access rights on shared folder for team lead.,Facilities,Neo,Neo,Matrix,Service B,New,Low,Critical,High,High,2025-05-30T12:08:56.000000,,,5,Friday
SR-0013565,Upgrade virtual machine specs for training platform.,Facilities,Loki,Loki,Avengers,Service B,New,Medium,Critical,High,High,2025-05-30T21:32:10.000000,,,4,Friday
SR-0013566,Enable high-availability configuration on two production servers.,Failure,Hulk,Hulk,Avengers,Service A,Closed,Low,Medium,Low,Medium,2025-05-30T09:15:45.000000,2025-05-30T13:15:45.000000,2025-05-31T18:15:45.000000,2,Friday
SR-0013567,Request to install Python libraries on student laptops.,Software,John Cena,John Cena,Matrix,Service A,Closed,Low,Low,Low,Low,2025-05-30T05:29:44.000000,2025-05-30T13:29:44.000000,2025-05-31T21:29:44.000000,2,Friday
SR-0013568,Request to access internal SharePoint site for the Finance department.,Software,Thor,Thor,Avengers,Service A,Closed,High,Medium,Low,Low,2025-05-30T14:52:12.000000,2025-05-30T21:52:12.000000,2025-05-31T21:52:12.000000,4,Friday
SR-0013569,Enable multi-factor authentication for remote developers.,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-05-30T22:46:38.000000,2025-05-31T01:46:38.000000,2025-06-01T06:46:38.000000,3,Friday
SR-0013570,Request to configure SSO login for external web resource.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,New,Low,Medium,Medium,Low,2025-05-30T16:56:43.000000,,,0,Friday
SR-0013571,Update public holiday calendar in corporate Outlook accounts.,Data,Doctor Strange,Doctor Strange,Avengers II,Service A,On Hold,High,Critical,High,High,2025-05-30T06:16:25.000000,,,5,Friday
SR-0013572,Change access rights on shared folder for team lead.,Hardware,Captain America,Captain America,Avengers,Service B,In Progress,High,Critical,High,High,2025-05-30T07:48:32.000000,2025-05-30T13:48:32.000000,,2,Friday
SR-0013573,Request to delete unused virtual machines in non-production environment.,Network,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Critical,High,High,2025-05-30T02:37:30.000000,2025-05-30T05:37:30.000000,2025-05-30T14:37:30.000000,4,Friday
SR-0013574,Request to create and configure backup jobs for departmental database.,Data,Loki,Loki,Avengers,Service C,New,Low,High,High,Low,2025-05-30T11:00:06.000000,,,5,Friday
SR-0013575,Request to create container image repository for DevOps team.,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,High,High,High,2025-05-30T12:03:53.000000,2025-05-30T18:03:53.000000,2025-05-31T14:03:53.000000,3,Friday
SR-0013576,Change access rights on shared folder for team lead.,Hardware,Neo,Neo,Matrix,Service C,In Progress,Low,Critical,High,Medium,2025-05-30T16:53:26.000000,2025-05-30T20:53:26.000000,,4,Friday
SR-0013577,Request for cloud storage account provisioning for upcoming project.,Failure,Hulk,Hulk,Avengers,Service C,Closed,Medium,High,High,Medium,2025-05-30T05:51:20.000000,2025-05-30T08:51:20.000000,2025-05-31T02:51:20.000000,2,Friday
SR-0013578,Update public holiday calendar in corporate Outlook accounts.,Hardware,Batman,Batman,Matrix,Service C,Closed,Low,Critical,High,High,2025-05-30T05:10:03.000000,2025-05-30T13:10:03.000000,2025-05-30T23:10:03.000000,0,Friday
SR-0013579,Backup and restore files deleted by mistake on shared drive.,Network,Loki,Loki,Avengers,Service B,Closed,Medium,High,High,High,2025-05-30T19:01:19.000000,2025-05-30T23:01:19.000000,2025-05-31T18:01:19.000000,4,Friday
SR-0013580,Enable multi-factor authentication for remote developers.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,Medium,Medium,Low,2025-05-30T21:15:44.000000,2025-05-31T03:15:44.000000,2025-05-31T23:15:44.000000,5,Friday
SR-0013581,Request to create container image repository for DevOps team.,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-05-30T19:45:05.000000,2025-05-31T03:45:05.000000,2025-06-01T06:45:05.000000,4,Friday
SR-0013582,Activate mobile application access for workflow approvals.,Software,Thor,Thor,Avengers,Service B,New,High,Critical,High,High,2025-05-30T03:56:47.000000,,,4,Friday
SR-0013583,Document retention policy modification for compliance purposes.,Facilities,Hulk,Hulk,Avengers,Service A,New,Low,Medium,Medium,Medium,2025-05-30T17:59:43.000000,,,4,Friday
SR-0013584,Add two new access points to the office Wi-Fi network.,Access,Loki,Loki,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-05-30T04:21:23.000000,2025-05-30T12:21:23.000000,2025-05-31T00:21:23.000000,2,Friday
SR-0013585,Request to create test environment for application testing.,Software,Loki,Loki,Avengers,Service C,Closed,Low,Critical,High,High,2025-05-30T20:02:43.000000,2025-05-31T00:02:43.000000,2025-05-31T03:02:43.000000,4,Friday
SR-0013586,Install Adobe Creative Suite on workstation for design team.,Facilities,John Wick,John Wick,Matrix,Service C,Closed,Medium,High,Medium,Medium,2025-05-30T05:19:49.000000,2025-05-30T13:19:49.000000,2025-05-31T07:19:49.000000,1,Friday
SR-0013587,Re-enable accounts for recent employee returning after leave.,Data,Batman,Batman,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-05-30T06:33:03.000000,2025-05-30T08:33:03.000000,2025-05-30T23:33:03.000000,5,Friday
SR-0013588,Upgrade virtual machine specs for training platform.,Access,John Cena,John Cena,Matrix,Service C,Closed,Low,Low,Low,Low,2025-05-30T08:36:57.000000,2025-05-30T14:36:57.000000,2025-05-31T15:36:57.000000,1,Friday
SR-0013589,Activate mobile application access for workflow approvals.,Access,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,Medium,2025-05-30T11:27:36.000000,2025-05-30T13:27:36.000000,2025-05-30T14:27:36.000000,0,Friday
SR-0013590,Update public holiday calendar in corporate Outlook accounts.,Software,Captain America,Captain America,Avengers,Service C,New,Medium,Critical,High,High,2025-05-30T00:57:02.000000,,,2,Friday
SR-0013591,Configuration update needed for internal voice gateway routing.,Complaint,Loki,Loki,Avengers,Service C,In Progress,Low,Low,Low,Low,2025-05-30T21:46:36.000000,2025-05-31T03:46:36.000000,,3,Friday
SR-0013592,Enable port redirection for database replication tasks.,Facilities,Thor,Thor,Avengers,Service A,Closed,High,Low,Low,Low,2025-05-30T14:43:58.000000,2025-05-30T20:43:58.000000,2025-06-02T01:43:58.000000,3,Friday
SR-0013593,Request to reset password for employee account.,Software,Thor,Thor,Avengers,Service C,Closed,High,Critical,High,High,2025-05-30T07:28:39.000000,2025-05-30T10:28:39.000000,2025-05-30T11:28:39.000000,5,Friday
SR-0013594,User asking for permissions to install additional software.,Network,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Critical,High,High,2025-05-30T03:20:35.000000,2025-05-30T08:20:35.000000,2025-05-30T10:20:35.000000,2,Friday
SR-0013595,Change access rights on shared folder for team lead.,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-05-30T12:11:15.000000,2025-05-30T18:11:15.000000,2025-06-01T01:11:15.000000,3,Friday
SR-0013596,Request to move group mailbox ownership to new manager.,Access,Thor,Thor,Avengers,Service A,On Hold,Medium,High,High,Medium,2025-05-30T09:30:54.000000,,,0,Friday
SR-0013597,Install licensed Microsoft Visio on a department computer.,Network,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,High,2025-05-30T02:45:08.000000,2025-05-30T06:45:08.000000,2025-05-30T14:45:08.000000,2,Friday
SR-0013598,Provision special access profiles for GDPR compliance audits.,Software,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,High,2025-05-30T13:41:41.000000,2025-05-30T17:41:41.000000,2025-05-31T01:41:41.000000,0,Friday
SR-0013599,Request to create and configure backup jobs for departmental database.,Hardware,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Medium,Low,Low,2025-05-30T22:58:58.000000,2025-05-31T05:58:58.000000,2025-05-31T22:58:58.000000,3,Friday
SR-0013600,Enable multi-factor authentication for remote developers.,Access,Thor,Thor,Avengers,Service C,On Hold,Low,Medium,Low,Medium,2025-05-30T12:35:02.000000,,,2,Friday
SR-0013601,Enable port redirection for database replication tasks.,Network,Hulk,Hulk,Avengers,Service A,Closed,Low,Low,Low,Low,2025-05-30T00:46:37.000000,2025-05-30T03:46:37.000000,2025-06-01T09:46:37.000000,1,Friday
SR-0013602,Request for temporary guest access to internal intranet services.,Software,Loki,Loki,Avengers,Service A,New,High,Critical,High,High,2025-05-30T02:12:28.000000,,,2,Friday
SR-0013603,Request to add new printer to network for HR department.,Facilities,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,Medium,2025-05-30T08:39:49.000000,2025-05-30T15:39:49.000000,2025-05-31T01:39:49.000000,4,Friday
SR-0013604,Request to access internal SharePoint site for the Finance department.,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,High,High,Medium,2025-05-30T06:02:02.000000,2025-05-30T08:02:02.000000,2025-05-30T18:02:02.000000,2,Friday
SR-0013605,Request to enable remote access to on-site servers.,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Medium,Medium,Low,2025-05-30T17:12:28.000000,2025-05-31T01:12:28.000000,2025-05-31T15:12:28.000000,0,Friday
SR-0013606,User asking for permissions to install additional software.,Data,Batman,Batman,Matrix,Service C,Closed,Low,Medium,Low,Medium,2025-05-30T08:11:54.000000,2025-05-30T11:11:54.000000,2025-05-31T00:11:54.000000,1,Friday
SR-0013607,Request to create a new distribution list for the Marketing team.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Medium,Low,Medium,2025-05-30T01:21:46.000000,2025-05-30T05:21:46.000000,2025-05-31T06:21:46.000000,2,Friday
SR-0013608,Request for temporary guest access to internal intranet services.,Facilities,Loki,Loki,Avengers,Service C,Closed,Low,Critical,High,High,2025-05-30T02:49:19.000000,2025-05-30T10:49:19.000000,2025-05-30T21:49:19.000000,1,Friday
SR-0013609,Request to create a new distribution list for the Marketing team.,Network,Loki,Loki,Avengers,Service C,Closed,Medium,Medium,Low,Medium,2025-05-30T21:44:01.000000,2025-05-31T04:44:01.000000,2025-06-01T13:44:01.000000,3,Friday
SR-0013610,Request to delete unused virtual machines in non-production environment.,Access,Thor,Thor,Avengers,Service B,Closed,High,High,High,Low,2025-05-30T00:09:46.000000,2025-05-30T05:09:46.000000,2025-05-30T19:09:46.000000,4,Friday
SR-0013611,Troubleshoot application access issues related to role change.,Data,Batman,Batman,Matrix,Service A,Closed,High,Low,Low,Low,2025-05-30T18:32:38.000000,2025-05-31T02:32:38.000000,2025-06-01T20:32:38.000000,0,Friday
SR-0013612,Request to create and configure backup jobs for departmental database.,Access,Neo,Neo,Matrix,Service B,Closed,High,Critical,High,High,2025-05-30T04:31:37.000000,2025-05-30T08:31:37.000000,2025-05-30T10:31:37.000000,2,Friday
SR-0013613,Provision external storage for graphics design project.,Facilities,Iron Man,Iron Man,Avengers,Service C,New,Low,Critical,Medium,High,2025-05-30T05:24:40.000000,,,1,Friday
SR-0013614,Re-enable accounts for recent employee returning after leave.,Failure,Loki,Loki,Avengers,Service A,Closed,Low,Critical,High,High,2025-05-30T02:56:47.000000,2025-05-30T07:56:47.000000,2025-05-30T12:56:47.000000,1,Friday
SR-0013615,Grant access to restricted database for data analytics intern.,Access,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-05-30T02:34:19.000000,2025-05-30T10:34:19.000000,2025-05-31T03:34:19.000000,5,Friday
SR-0013616,Request for cloud storage account provisioning for upcoming project.,Network,Doctor Strange,Doctor Strange,Avengers II,Service C,New,Low,High,High,High,2025-05-30T16:56:33.000000,,,1,Friday
SR-0013617,Request to install Python libraries on student laptops.,Data,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,High,2025-05-30T05:57:13.000000,2025-05-30T11:57:13.000000,2025-05-30T18:57:13.000000,4,Friday
SR-0013618,Install Adobe Creative Suite on workstation for design team.,Access,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Medium,Medium,Low,2025-05-30T14:46:03.000000,2025-05-30T17:46:03.000000,2025-05-31T12:46:03.000000,4,Friday
SR-0013619,Document retention policy modification for compliance purposes.,Access,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Low,Low,Low,2025-05-30T16:17:22.000000,2025-05-30T18:17:22.000000,2025-06-02T12:17:22.000000,2,Friday
SR-0013620,Grant access to restricted database for data analytics intern.,Failure,Hulk,Hulk,Avengers,Service B,Closed,Medium,Critical,High,High,2025-05-31T10:16:53.000000,2025-05-31T13:16:53.000000,2025-06-01T01:16:53.000000,3,Saturday
SR-0013621,Change access rights on shared folder for team lead.,Hardware,Hulk,Hulk,Avengers,Service B,Closed,High,High,High,High,2025-05-31T19:45:40.000000,2025-05-31T21:45:40.000000,2025-06-01T09:45:40.000000,0,Saturday
SR-0013622,Request to create container image repository for DevOps team.,Software,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,Medium,High,2025-05-31T13:17:03.000000,2025-05-31T19:17:03.000000,2025-05-31T20:17:03.000000,1,Saturday
SR-0013623,Create custom email signature for company branding.,Network,Thor,Thor,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-05-31T19:14:44.000000,2025-06-01T02:14:44.000000,2025-06-01T14:14:44.000000,4,Saturday
SR-0013624,Request to create test environment for application testing.,Data,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,High,High,High,2025-05-31T00:42:06.000000,2025-05-31T03:42:06.000000,2025-05-31T11:42:06.000000,4,Saturday
SR-0013625,Request to create container image repository for DevOps team.,Facilities,Captain America,Captain America,Avengers,Service B,New,Low,Critical,High,High,2025-05-31T09:51:13.000000,,,2,Saturday
SR-0013626,Provision special access profiles for GDPR compliance audits.,Failure,Captain America,Captain America,Avengers,Service B,Closed,High,Critical,High,High,2025-05-31T08:50:54.000000,2025-05-31T16:50:54.000000,2025-05-31T19:50:54.000000,1,Saturday
SR-0013627,Request to move group mailbox ownership to new manager.,Facilities,Hulk,Hulk,Avengers,Service A,New,Low,Low,Low,Low,2025-05-31T15:40:51.000000,,,0,Saturday
SR-0013628,Request to create and configure backup jobs for departmental database.,Facilities,Iron Man,Iron Man,Avengers,Service A,Closed,High,Critical,Medium,Medium,2025-05-31T15:08:38.000000,2025-05-31T22:08:38.000000,2025-06-01T08:08:38.000000,5,Saturday
SR-0013629,Request for temporary guest access to internal intranet services.,Access,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,High,High,2025-05-31T10:21:50.000000,2025-05-31T16:21:50.000000,2025-06-01T05:21:50.000000,2,Saturday
SR-0013630,Request to create a new distribution list for the Marketing team.,Network,Jack Sparrow,Jack Sparrow,Matrix,Service B,In Progress,Medium,Critical,High,High,2025-05-31T23:11:18.000000,2025-06-01T02:11:18.000000,,0,Saturday
SR-0013631,Request to configure SSO login for external web resource.,Software,Shang Chi,Shang Chi,Avengers II,Service B,On Hold,Medium,Medium,Medium,Medium,2025-05-31T19:36:38.000000,,,2,Saturday
SR-0013632,Request to configure SSO login for external web resource.,Complaint,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Medium,Medium,Low,2025-05-31T01:39:16.000000,2025-05-31T09:39:16.000000,2025-06-01T20:39:16.000000,1,Saturday
SR-0013633,Backup and restore files deleted by mistake on shared drive.,Network,Thor,Thor,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-05-31T20:13:52.000000,2025-06-01T01:13:52.000000,2025-06-02T01:13:52.000000,2,Saturday
SR-0013634,Install licensed Microsoft Visio on a department computer.,Access,Hulk,Hulk,Avengers,Service A,Closed,High,Low,Low,Low,2025-05-31T02:22:02.000000,2025-05-31T06:22:02.000000,2025-06-02T01:22:02.000000,5,Saturday
SR-0013635,Request to adjust permissions on shared inbox handling invoices.,Failure,Iron Man,Iron Man,Avengers,Service B,Closed,High,Medium,Low,Medium,2025-05-31T03:53:34.000000,2025-05-31T09:53:34.000000,2025-06-01T06:53:34.000000,4,Saturday
SR-0013636,Create subdomain for new departmental website launch.,Facilities,Batman,Batman,Matrix,Service C,Closed,Low,Medium,Medium,Medium,2025-05-31T02:06:17.000000,2025-05-31T04:06:17.000000,2025-06-01T01:06:17.000000,0,Saturday
SR-0013637,Create subdomain for new departmental website launch.,Access,Shang Chi,Shang Chi,Avengers II,Service A,New,Medium,Low,Low,Low,2025-05-31T22:50:28.000000,,,1,Saturday
SR-0013638,Request to delete unused virtual machines in non-production environment.,Software,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,Medium,Low,Low,2025-05-31T20:50:15.000000,2025-06-01T02:50:15.000000,2025-06-01T16:50:15.000000,4,Saturday
SR-0013639,Request to delete unused virtual machines in non-production environment.,Network,Hulk,Hulk,Avengers,Service A,Closed,Low,High,Medium,Low,2025-05-31T19:46:04.000000,2025-06-01T01:46:04.000000,2025-06-01T10:46:04.000000,4,Saturday
SR-0013640,Install licensed Microsoft Visio on a department computer.,Hardware,Loki,Loki,Avengers,Service B,Closed,High,Critical,High,Medium,2025-05-31T06:50:48.000000,2025-05-31T14:50:48.000000,2025-05-31T21:50:48.000000,0,Saturday
SR-0013641,Backup and restore files deleted by mistake on shared drive.,Data,Iron Man,Iron Man,Avengers,Service C,In Progress,High,Critical,High,High,2025-05-31T01:56:46.000000,2025-05-31T05:56:46.000000,,2,Saturday
SR-0013642,Backup and restore files deleted by mistake on shared drive.,Network,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Medium,Low,2025-05-31T16:28:44.000000,2025-05-31T19:28:44.000000,2025-06-01T19:28:44.000000,0,Saturday
SR-0013643,Request to delete unused virtual machines in non-production environment.,Facilities,John Wick,John Wick,Matrix,Service A,Closed,Low,Low,Low,Low,2025-05-31T03:28:26.000000,2025-05-31T08:28:26.000000,2025-06-03T00:28:26.000000,3,Saturday
SR-0013644,Install Adobe Creative Suite on workstation for design team.,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-05-31T14:54:48.000000,2025-05-31T16:54:48.000000,2025-06-01T13:54:48.000000,2,Saturday
SR-0013645,Request to create test environment for application testing.,Network,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,High,High,High,2025-05-31T08:10:35.000000,2025-05-31T16:10:35.000000,2025-06-01T00:10:35.000000,5,Saturday
SR-0013646,Update public holiday calendar in corporate Outlook accounts.,Complaint,Spiderman,Spiderman,Avengers II,Service C,New,High,Critical,High,Medium,2025-05-31T23:32:13.000000,,,3,Saturday
SR-0013647,Provisioning of VPN access for third-party vendor consultants.,Facilities,Loki,Loki,Avengers,Service A,On Hold,Low,High,Medium,Medium,2025-05-31T03:09:35.000000,,,3,Saturday
SR-0013648,Provisioning of VPN access for third-party vendor consultants.,Access,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Critical,High,High,2025-05-31T08:05:34.000000,2025-05-31T14:05:34.000000,2025-05-31T20:05:34.000000,0,Saturday
SR-0013649,Backup and restore files deleted by mistake on shared drive.,Failure,John Wick,John Wick,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-05-31T13:27:18.000000,2025-05-31T16:27:18.000000,2025-06-01T14:27:18.000000,1,Saturday
SR-0013650,Request for secure deletion of files on retired desktops.,Access,Captain America,Captain America,Avengers,Service B,Closed,Low,High,High,High,2025-05-31T23:11:32.000000,2025-06-01T07:11:32.000000,2025-06-02T01:11:32.000000,0,Saturday
SR-0013651,Request for temporary guest access to internal intranet services.,Facilities,Thor,Thor,Avengers,Service A,Closed,High,Critical,High,High,2025-05-31T16:06:37.000000,2025-06-01T00:06:37.000000,2025-06-01T10:06:37.000000,3,Saturday
SR-0013652,Request to adjust permissions on shared inbox handling invoices.,Complaint,Captain America,Captain America,Avengers,Service C,New,Low,Medium,Medium,Medium,2025-05-31T06:00:02.000000,,,4,Saturday
SR-0013653,Provision external storage for graphics design project.,Data,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Critical,Medium,Medium,2025-05-31T13:32:22.000000,2025-05-31T21:32:22.000000,2025-06-01T01:32:22.000000,3,Saturday
SR-0013654,Upgrade virtual machine specs for training platform.,Network,Neo,Neo,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-05-31T13:38:19.000000,2025-05-31T19:38:19.000000,2025-06-02T04:38:19.000000,2,Saturday
SR-0013655,Request to create a new distribution list for the Marketing team.,Failure,Thor,Thor,Avengers,Service C,Closed,Low,Low,Low,Low,2025-05-31T17:18:56.000000,2025-06-01T00:18:56.000000,2025-06-02T12:18:56.000000,0,Saturday
SR-0013656,Create subdomain for new departmental website launch.,Facilities,Thor,Thor,Avengers,Service A,Closed,Low,High,High,High,2025-05-31T05:23:25.000000,2025-05-31T11:23:25.000000,2025-05-31T22:23:25.000000,3,Saturday
SR-0013657,Request to create container image repository for DevOps team.,Software,Batman,Batman,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-05-31T01:12:04.000000,2025-05-31T06:12:04.000000,2025-06-01T08:12:04.000000,2,Saturday
SR-0013658,Create custom email signature for company branding.,Complaint,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Low,Low,Low,2025-05-31T11:00:02.000000,2025-05-31T15:00:02.000000,2025-06-03T01:00:02.000000,0,Saturday
SR-0013659,Enable multi-factor authentication for remote developers.,Facilities,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Critical,High,High,2025-05-31T17:45:16.000000,2025-06-01T01:45:16.000000,2025-06-01T11:45:16.000000,4,Saturday
SR-0013660,Install licensed Microsoft Visio on a department computer.,Hardware,John Wick,John Wick,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-05-31T05:15:10.000000,2025-05-31T09:15:10.000000,2025-06-01T07:15:10.000000,2,Saturday
SR-0013661,Grant access to restricted database for data analytics intern.,Network,Batman,Batman,Matrix,Service C,Closed,Low,Low,Low,Low,2025-05-31T12:56:45.000000,2025-05-31T17:56:45.000000,2025-06-01T17:56:45.000000,1,Saturday
SR-0013662,Document retention policy modification for compliance purposes.,Access,Loki,Loki,Avengers,Service A,In Progress,Low,Critical,High,High,2025-05-31T17:38:44.000000,2025-05-31T22:38:44.000000,,4,Saturday
SR-0013663,Provisioning of VPN access for third-party vendor consultants.,Access,Captain America,Captain America,Avengers,Service B,Closed,Medium,High,Medium,Medium,2025-05-31T11:53:53.000000,2025-05-31T15:53:53.000000,2025-05-31T23:53:53.000000,2,Saturday
SR-0013664,Request to delete unused virtual machines in non-production environment.,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,New,Medium,Medium,Medium,Low,2025-05-31T13:13:28.000000,,,2,Saturday
SR-0013665,Activate mobile application access for workflow approvals.,Complaint,Spiderman,Spiderman,Avengers II,Service C,In Progress,Low,Medium,Medium,Low,2025-05-31T00:22:20.000000,2025-05-31T05:22:20.000000,,1,Saturday
SR-0013666,Setup repository access for junior developers.,Complaint,Neo,Neo,Matrix,Service B,Closed,Low,Low,Low,Low,2025-05-31T13:50:48.000000,2025-05-31T21:50:48.000000,2025-06-03T20:50:48.000000,0,Saturday
SR-0013667,Activate mobile application access for workflow approvals.,Failure,Thor,Thor,Avengers,Service C,Closed,High,Critical,High,Medium,2025-05-31T20:56:20.000000,2025-06-01T02:56:20.000000,2025-06-01T11:56:20.000000,4,Saturday
SR-0013668,Enable port redirection for database replication tasks.,Network,Thor,Thor,Avengers,Service A,Closed,High,Critical,High,Medium,2025-05-31T07:29:16.000000,2025-05-31T11:29:16.000000,2025-05-31T15:29:16.000000,0,Saturday
SR-0013669,Extend mailbox retention policy for legal department emails.,Software,Hulk,Hulk,Avengers,Service B,New,Low,High,High,High,2025-05-31T08:52:49.000000,,,0,Saturday
SR-0013670,Request for secure deletion of files on retired desktops.,Software,Iron Man,Iron Man,Avengers,Service A,Closed,High,Critical,High,High,2025-05-31T14:57:37.000000,2025-05-31T22:57:37.000000,2025-06-01T09:57:37.000000,2,Saturday
SR-0013671,Request for cloud storage account provisioning for upcoming project.,Access,Hulk,Hulk,Avengers,Service B,New,Medium,Critical,High,High,2025-05-31T06:30:12.000000,,,3,Saturday
SR-0013672,Request to create and configure backup jobs for departmental database.,Hardware,Hulk,Hulk,Avengers,Service A,Closed,Low,Low,Low,Low,2025-05-31T20:00:19.000000,2025-05-31T23:00:19.000000,2025-06-02T10:00:19.000000,0,Saturday
SR-0013673,Provision special access profiles for GDPR compliance audits.,Software,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-05-31T13:59:39.000000,2025-05-31T21:59:39.000000,2025-06-01T23:59:39.000000,3,Saturday
SR-0013674,User asking for permissions to install additional software.,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,In Progress,Medium,Medium,Medium,Medium,2025-05-31T04:33:50.000000,2025-05-31T07:33:50.000000,,4,Saturday
SR-0013675,Install Adobe Creative Suite on workstation for design team.,Network,Hulk,Hulk,Avengers,Service B,Closed,Medium,Critical,High,High,2025-05-31T18:05:29.000000,2025-06-01T02:05:29.000000,2025-06-01T03:05:29.000000,5,Saturday
SR-0013676,Request to create and configure backup jobs for departmental database.,Network,Batman,Batman,Matrix,Service A,Closed,Low,Low,Low,Low,2025-05-31T08:21:32.000000,2025-05-31T12:21:32.000000,2025-06-02T21:21:32.000000,5,Saturday
SR-0013677,Create subdomain for new departmental website launch.,Failure,Neo,Neo,Matrix,Service A,Closed,Medium,Medium,Medium,Low,2025-05-31T15:20:37.000000,2025-05-31T19:20:37.000000,2025-06-01T07:20:37.000000,5,Saturday
SR-0013678,Upgrade Oracle database version to meet system requirements.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,High,High,High,2025-05-31T03:00:27.000000,2025-05-31T09:00:27.000000,2025-05-31T23:00:27.000000,0,Saturday
