Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag
CR-22020,USB device not recognized on workstation,Access,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Critical,High,High,2025-08-22T14:24:38.000000,2025-08-22T17:24:38.000000,2025-08-23T04:24:38.000000,0,4,Friday,1
CR-22021,Queue processing stuck in payment application,Hardware,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Critical,High,High,2025-08-22T14:32:27.000000,2025-08-22T18:32:27.000000,2025-08-23T04:32:27.000000,0,3,Friday,1
CR-22022,Unauthorized login attempt alert for admin account,Failure,John Wick,John Wick,Matrix,Service A,Closed,Low,Medium,Low,Medium,2025-08-22T17:53:00.000000,2025-08-22T23:53:00.000000,2025-08-24T04:53:00.000000,0,1,Friday,1
CR-22023,Queue processing stuck in payment application,Network,Batman,Batman,Matrix,Service A,Closed,Medium,High,Medium,Medium,2025-08-22T07:47:54.000000,2025-08-22T09:47:54.000000,2025-08-22T22:47:54.000000,0,3,Friday,1
CR-22024,Corrupted email attachments received internally,Facilities,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,High,2025-08-22T09:17:43.000000,2025-08-22T13:17:43.000000,2025-08-22T21:17:43.000000,0,5,Friday,1
CR-22025,Incorrect permissions on shared folder causing access denied,Complaint,Iron Man,Iron Man,Avengers,Service B,On Hold,Low,Critical,High,High,2025-08-22T19:30:34.000000,,,0,5,Friday,1
CR-22026,Old password still granting access to system,Complaint,Batman,Batman,Matrix,Service A,Closed,High,Medium,Medium,Medium,2025-08-22T23:03:06.000000,2025-08-23T02:03:06.000000,2025-08-24T02:03:06.000000,0,2,Friday,1
CR-22027,Time-out errors when accessing CRM system,Data,Hulk,Hulk,Avengers,Service A,Closed,Low,Critical,High,High,2025-08-22T08:28:59.000000,2025-08-22T12:28:59.000000,2025-08-22T17:28:59.000000,0,5,Friday,1
CR-22028,New software installation failing on endpoint,Facilities,Hulk,Hulk,Avengers,Service A,Closed,Low,Critical,High,High,2025-08-22T16:24:46.000000,2025-08-22T23:24:46.000000,2025-08-23T02:24:46.000000,1,5,Friday,0
CR-22029,Incorrect group membership causing access escalation,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,High,Medium,High,2025-08-22T14:33:59.000000,2025-08-22T20:33:59.000000,2025-08-23T04:33:59.000000,0,3,Friday,1
CR-22030,Incorrect permissions on shared folder causing access denied,Access,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-08-22T16:04:25.000000,2025-08-22T18:04:25.000000,2025-08-23T06:04:25.000000,1,1,Friday,0
CR-22031,Incorrect language settings applied to user interface,Data,Captain America,Captain America,Avengers,Service C,Closed,Medium,Medium,Medium,Low,2025-08-22T04:54:00.000000,2025-08-22T10:54:00.000000,2025-08-23T05:54:00.000000,0,2,Friday,1
CR-22032,Intermittent packet loss on WAN link,Hardware,Loki,Loki,Avengers,Service B,Closed,Medium,High,Medium,High,2025-08-22T10:01:55.000000,2025-08-22T15:01:55.000000,2025-08-23T09:01:55.000000,0,3,Friday,1
CR-22033,Error 500 returned by internal web application,Failure,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Critical,High,High,2025-08-22T11:25:52.000000,2025-08-22T15:25:52.000000,2025-08-22T22:25:52.000000,1,4,Friday,0
CR-22034,Corrupt file detected in document management system,Failure,Loki,Loki,Avengers,Service C,Closed,Medium,High,High,Medium,2025-08-22T07:21:49.000000,2025-08-22T12:21:49.000000,2025-08-23T04:21:49.000000,1,3,Friday,0
CR-22035,USB device not recognized on workstation,Facilities,Neo,Neo,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-08-22T11:41:19.000000,2025-08-22T15:41:19.000000,2025-08-23T15:41:19.000000,0,2,Friday,1
CR-22036,Antivirus alert triggered on user workstation,Facilities,Iron Man,Iron Man,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-08-22T12:04:52.000000,2025-08-22T15:04:52.000000,2025-08-23T07:04:52.000000,0,2,Friday,1
CR-22037,Mobile app login failing for all users,Data,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,Critical,High,Medium,2025-08-22T07:23:25.000000,2025-08-22T10:23:25.000000,2025-08-22T19:23:25.000000,0,5,Friday,1
CR-22038,Scheduled report not generated or delivered,Network,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-08-22T12:17:40.000000,2025-08-22T15:17:40.000000,2025-08-23T20:17:40.000000,0,1,Friday,1
CR-22039,User unable to change expired password remotely,Software,John Cena,John Cena,Matrix,Service A,Closed,High,Low,Low,Low,2025-08-22T05:05:22.000000,2025-08-22T09:05:22.000000,2025-08-24T04:05:22.000000,0,1,Friday,1
CR-22040,User unable to open encrypted email,Data,John Cena,John Cena,Matrix,Service A,Closed,Low,Low,Low,Low,2025-08-22T11:00:00.000000,2025-08-22T18:00:00.000000,2025-08-25T11:00:00.000000,0,1,Friday,1
CR-22041,Newly created user not syncing to all systems,Software,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,Medium,High,2025-08-22T04:51:20.000000,2025-08-22T11:51:20.000000,2025-08-22T19:51:20.000000,0,4,Friday,1
CR-22042,SSL certificate error when accessing internal site,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-08-22T01:21:04.000000,2025-08-22T05:21:04.000000,2025-08-22T23:21:04.000000,0,2,Friday,1
CR-22043,Queue processing stuck in payment application,Software,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,Medium,2025-08-22T15:49:58.000000,2025-08-22T23:49:58.000000,2025-08-23T03:49:58.000000,0,3,Friday,1
CR-22044,USB device not recognized on workstation,Failure,Thor,Thor,Avengers,Service B,Closed,Medium,High,Medium,Low,2025-08-22T02:34:24.000000,2025-08-22T06:34:24.000000,2025-08-22T23:34:24.000000,0,2,Friday,1
CR-22045,Error 500 returned by internal web application,Failure,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,Critical,High,Medium,2025-08-22T02:12:54.000000,2025-08-22T05:12:54.000000,2025-08-22T06:12:54.000000,0,3,Friday,1
CR-22046,Incorrect display of currency values in front-end,Access,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,High,2025-08-22T06:06:32.000000,2025-08-22T10:06:32.000000,2025-08-22T13:06:32.000000,0,5,Friday,1
CR-22047,Database connection error in production application,Hardware,Thor,Thor,Avengers,Service A,Closed,Medium,Critical,High,High,2025-08-22T23:02:11.000000,2025-08-23T01:02:11.000000,2025-08-23T07:02:11.000000,0,5,Friday,1
CR-22048,Antivirus alert triggered on user workstation,Facilities,Loki,Loki,Avengers,Service A,On Hold,Medium,High,High,High,2025-08-22T11:26:12.000000,,,0,3,Friday,1
CR-22049,Newly created user not syncing to all systems,Failure,Loki,Loki,Avengers,Service B,Closed,Low,High,High,Medium,2025-08-22T06:35:15.000000,2025-08-22T08:35:15.000000,2025-08-23T03:35:15.000000,0,2,Friday,1
CR-22050,Firewall blocking legitimate traffic to partner system,Data,Captain America,Captain America,Avengers,Service B,New,Low,High,High,High,2025-08-22T04:06:20.000000,,,1,2,Friday,0
CR-22051,User’s mailbox not receiving external emails,Data,Batman,Batman,Matrix,Service B,Closed,Low,Medium,Low,Medium,2025-08-22T02:21:55.000000,2025-08-22T07:21:55.000000,2025-08-23T16:21:55.000000,0,2,Friday,1
CR-22052,Broken link on intranet home page,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service C,On Hold,Low,Low,Low,Low,2025-08-22T17:50:51.000000,,,0,1,Friday,1
CR-22053,Delayed message delivery in internal chat system,Facilities,Hulk,Hulk,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-08-22T16:57:40.000000,2025-08-22T22:57:40.000000,2025-08-23T10:57:40.000000,0,3,Friday,1
CR-22054,User unable to open encrypted email,Access,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Low,Critical,Medium,High,2025-08-22T14:19:01.000000,2025-08-22T16:19:01.000000,2025-08-22T17:19:01.000000,1,4,Friday,0
CR-22055,Shared network drive not accessible,Network,Thor,Thor,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-08-22T01:03:11.000000,2025-08-22T06:03:11.000000,2025-08-24T01:03:11.000000,0,1,Friday,1
CR-22056,Network outage in specific office floor,Facilities,Spiderman,Spiderman,Avengers II,Service A,Closed,High,High,High,High,2025-08-22T16:21:58.000000,2025-08-23T00:21:58.000000,2025-08-23T21:21:58.000000,0,3,Friday,1
CR-22057,Incorrect user mapping in identity provider,Access,Iron Man,Iron Man,Avengers,Service A,On Hold,Medium,Medium,Low,Medium,2025-08-22T21:03:43.000000,,,0,1,Friday,1
CR-22058,Data export from system failing with error,Data,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Medium,Medium,Low,2025-08-22T18:33:07.000000,2025-08-23T02:33:07.000000,2025-08-24T10:33:07.000000,1,2,Friday,0
CR-22059,Local profile corrupted on shared workstation,Software,Hulk,Hulk,Avengers,Service A,Closed,High,Medium,Medium,Low,2025-08-22T15:28:01.000000,2025-08-22T21:28:01.000000,2025-08-23T22:28:01.000000,0,1,Friday,1
CR-22060,Firewall blocking legitimate traffic to partner system,Data,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,High,High,High,2025-08-22T06:37:06.000000,2025-08-22T14:37:06.000000,2025-08-23T09:37:06.000000,0,3,Friday,1
CR-22061,Application response time extremely slow for multiple users,Complaint,Hulk,Hulk,Avengers,Service C,Closed,Low,High,High,Medium,2025-08-22T17:56:56.000000,2025-08-22T19:56:56.000000,2025-08-23T01:56:56.000000,0,2,Friday,1
CR-22062,Barcode scanner not transmitting data to system,Network,Batman,Batman,Matrix,Service A,Closed,Low,Medium,Low,Low,2025-08-22T10:39:54.000000,2025-08-22T17:39:54.000000,2025-08-23T12:39:54.000000,0,1,Friday,1
CR-22063,Frequent disconnections from remote desktop session,Failure,John Cena,John Cena,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-08-22T00:26:46.000000,2025-08-22T04:26:46.000000,2025-08-23T05:26:46.000000,0,1,Friday,1
CR-22064,Database connection error in production application,Network,Loki,Loki,Avengers,Service B,New,High,Low,Low,Low,2025-08-22T01:19:26.000000,,,0,1,Friday,1
CR-22065,Incorrect user mapping in identity provider,Software,Captain America,Captain America,Avengers,Service B,In Progress,Medium,Critical,High,Medium,2025-08-22T08:29:39.000000,2025-08-22T14:29:39.000000,,1,3,Friday,0
CR-22066,Frequent password prompts despite valid authentication,Data,Hulk,Hulk,Avengers,Service A,Closed,Low,High,High,High,2025-08-22T22:18:13.000000,2025-08-23T04:18:13.000000,2025-08-23T11:18:13.000000,0,2,Friday,1
CR-22067,Delayed message delivery in internal chat system,Access,Loki,Loki,Avengers,Service A,Closed,Low,Critical,High,High,2025-08-22T21:02:52.000000,2025-08-23T00:02:52.000000,2025-08-23T10:02:52.000000,1,4,Friday,0
CR-22068,External website not reachable from corporate network,Facilities,Hulk,Hulk,Avengers,Service A,Closed,Medium,Critical,High,High,2025-08-22T14:31:53.000000,2025-08-22T16:31:53.000000,2025-08-23T04:31:53.000000,0,5,Friday,1
CR-22069,Network printer not visible in device list,Network,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Critical,High,High,2025-08-22T13:58:43.000000,2025-08-22T18:58:43.000000,2025-08-22T20:58:43.000000,0,5,Friday,1
CR-22070,Queue processing stuck in payment application,Failure,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Critical,High,Medium,2025-08-22T04:43:58.000000,2025-08-22T08:43:58.000000,2025-08-22T13:43:58.000000,0,3,Friday,1
CR-22071,Incorrect data displayed in reporting dashboard,Network,Loki,Loki,Avengers,Service A,In Progress,High,High,High,High,2025-08-22T11:59:10.000000,2025-08-22T16:59:10.000000,,0,3,Friday,1
CR-22072,VoIP phone not registering with call manager,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,High,High,High,2025-08-22T07:22:15.000000,2025-08-22T09:22:15.000000,2025-08-23T09:22:15.000000,0,2,Friday,1
CR-22073,User unable to change expired password remotely,Network,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-08-22T23:48:21.000000,2025-08-23T06:48:21.000000,2025-08-24T06:48:21.000000,0,1,Friday,1
CR-22074,New software installation failing on endpoint,Hardware,Loki,Loki,Avengers,Service A,In Progress,High,Medium,Low,Medium,2025-08-22T14:52:26.000000,2025-08-22T17:52:26.000000,,0,2,Friday,1
CR-22075,Network latency observed between data center and branch office,Complaint,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,High,High,Medium,2025-08-22T04:52:57.000000,2025-08-22T09:52:57.000000,2025-08-22T21:52:57.000000,0,2,Friday,1
CR-22076,Incorrect data displayed in reporting dashboard,Facilities,Captain America,Captain America,Avengers,Service A,Closed,High,Medium,Low,Medium,2025-08-22T15:25:57.000000,2025-08-22T17:25:57.000000,2025-08-23T08:25:57.000000,0,2,Friday,1
CR-22077,Broken link on intranet home page,Facilities,Thor,Thor,Avengers,Service A,On Hold,High,High,High,Medium,2025-08-22T18:44:12.000000,,,0,3,Friday,1
CR-22078,Local profile corrupted on shared workstation,Failure,Hulk,Hulk,Avengers,Service A,Closed,Low,Low,Low,Low,2025-08-22T19:53:24.000000,2025-08-23T00:53:24.000000,2025-08-25T20:53:24.000000,0,0,Friday,1
CR-22079,Shared network drive not accessible,Facilities,Thor,Thor,Avengers,Service C,Closed,Medium,High,High,High,2025-08-22T07:10:25.000000,2025-08-22T14:10:25.000000,2025-08-23T06:10:25.000000,0,2,Friday,1
CR-22080,Scheduled report not generated or delivered,Network,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Low,Low,Low,2025-08-22T17:17:05.000000,2025-08-22T20:17:05.000000,2025-08-24T13:17:05.000000,0,0,Friday,1
CR-22081,High CPU usage on database server impacting performance,Hardware,Thor,Thor,Avengers,Service C,Closed,Medium,Medium,Medium,Low,2025-08-22T08:58:38.000000,2025-08-22T10:58:38.000000,2025-08-23T06:58:38.000000,0,2,Friday,1
CR-22082,Incorrect data displayed in reporting dashboard,Failure,John Wick,John Wick,Matrix,Service C,Closed,High,Low,Low,Low,2025-08-22T23:17:42.000000,2025-08-23T02:17:42.000000,2025-08-25T21:17:42.000000,1,1,Friday,0
CR-22083,Endpoint disk space critically low warning,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Low,Low,Low,2025-08-23T21:45:00.000000,2025-08-24T00:45:00.000000,2025-08-26T22:45:00.000000,0,1,Saturday,1
CR-22084,User not receiving password reset email,Data,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-08-23T07:37:36.000000,2025-08-23T12:37:36.000000,2025-08-24T21:37:36.000000,0,2,Saturday,1
CR-22085,Unexpected logout from critical application during use,Hardware,Captain America,Captain America,Avengers,Service C,Closed,Medium,Critical,High,High,2025-08-23T16:11:21.000000,2025-08-23T22:11:21.000000,2025-08-24T09:11:21.000000,0,3,Saturday,1
CR-22086,Antivirus alert triggered on user workstation,Hardware,Neo,Neo,Matrix,Service B,Closed,Low,Medium,Medium,Low,2025-08-23T01:42:27.000000,2025-08-23T09:42:27.000000,2025-08-24T01:42:27.000000,0,1,Saturday,1
CR-22087,User not receiving password reset email,Facilities,John Wick,John Wick,Matrix,Service B,Closed,Low,Low,Low,Low,2025-08-23T21:15:23.000000,2025-08-23T23:15:23.000000,2025-08-26T14:15:23.000000,0,1,Saturday,1
CR-22088,Multi-factor authentication code not delivered to user,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Medium,Low,Medium,2025-08-23T09:31:57.000000,2025-08-23T16:31:57.000000,2025-08-25T02:31:57.000000,0,1,Saturday,1
CR-22089,Printing jobs stuck in queue without error message,Facilities,Captain America,Captain America,Avengers,Service C,Closed,Medium,Critical,High,High,2025-08-23T20:30:36.000000,2025-08-24T04:30:36.000000,2025-08-24T12:30:36.000000,0,5,Saturday,1
CR-22090,Application response time extremely slow for multiple users,Data,Thor,Thor,Avengers,Service B,Closed,Medium,High,High,Medium,2025-08-23T19:45:10.000000,2025-08-23T22:45:10.000000,2025-08-24T18:45:10.000000,0,2,Saturday,1
CR-22091,Single sign-on not working for cloud application,Hardware,Hulk,Hulk,Avengers,Service C,New,High,Critical,High,High,2025-08-23T23:01:55.000000,,,0,3,Saturday,1
CR-22092,Scheduled report not generated or delivered,Access,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,High,High,Medium,2025-08-23T17:05:43.000000,2025-08-23T20:05:43.000000,2025-08-24T10:05:43.000000,0,3,Saturday,1
CR-22093,Network printer not visible in device list,Network,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,High,2025-08-23T23:25:01.000000,2025-08-24T03:25:01.000000,2025-08-24T13:25:01.000000,0,4,Saturday,1
CR-22094,User home drive not mapping at login,Data,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,High,Medium,High,2025-08-23T17:42:21.000000,2025-08-23T23:42:21.000000,2025-08-24T13:42:21.000000,0,3,Saturday,1
CR-22095,Queue processing stuck in payment application,Data,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-08-23T11:47:01.000000,2025-08-23T16:47:01.000000,2025-08-24T22:47:01.000000,0,1,Saturday,1
CR-22096,Intermittent connectivity issues to file server,Software,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-08-23T06:43:06.000000,2025-08-23T12:43:06.000000,2025-08-24T13:43:06.000000,0,1,Saturday,1
CR-22097,Firewall blocking legitimate traffic to partner system,Software,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,High,2025-08-23T17:23:20.000000,2025-08-24T01:23:20.000000,2025-08-24T13:23:20.000000,0,5,Saturday,1
CR-22098,Intermittent connectivity issues to file server,Complaint,Thor,Thor,Avengers,Service B,Closed,High,High,High,Medium,2025-08-23T13:29:21.000000,2025-08-23T21:29:21.000000,2025-08-24T18:29:21.000000,0,2,Saturday,1
CR-22099,User unable to open encrypted email,Facilities,Neo,Neo,Matrix,Service A,Closed,Medium,Critical,High,High,2025-08-23T05:54:40.000000,2025-08-23T09:54:40.000000,2025-08-23T21:54:40.000000,0,3,Saturday,1
CR-22100,Frequent disconnections from remote desktop session,Hardware,Loki,Loki,Avengers,Service C,Closed,Low,Critical,High,High,2025-08-23T02:45:05.000000,2025-08-23T04:45:05.000000,2025-08-23T13:45:05.000000,1,5,Saturday,0
CR-22101,Printing jobs stuck in queue without error message,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,High,High,High,2025-08-23T00:30:26.000000,2025-08-23T03:30:26.000000,2025-08-23T13:30:26.000000,0,2,Saturday,1
CR-22102,Database connection error in production application,Failure,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,High,Medium,Medium,2025-08-23T08:30:30.000000,2025-08-23T10:30:30.000000,2025-08-23T20:30:30.000000,0,3,Saturday,1
CR-22103,Frequent password prompts despite valid authentication,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-08-23T17:38:36.000000,2025-08-23T21:38:36.000000,2025-08-24T22:38:36.000000,0,1,Saturday,1
CR-22104,User unable to log in to corporate VPN,Network,John Cena,John Cena,Matrix,Service C,Closed,High,Low,Low,Low,2025-08-23T09:31:04.000000,2025-08-23T11:31:04.000000,2025-08-25T09:31:04.000000,0,1,Saturday,1
CR-22105,Intermittent connectivity issues to file server,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,Medium,Medium,Low,2025-08-23T11:12:49.000000,2025-08-23T17:12:49.000000,2025-08-24T08:12:49.000000,1,2,Saturday,0
CR-22106,High CPU usage on database server impacting performance,Access,Iron Man,Iron Man,Avengers,Service B,Closed,Low,High,High,High,2025-08-23T22:34:28.000000,2025-08-24T01:34:28.000000,2025-08-24T20:34:28.000000,0,2,Saturday,1
CR-22107,User account locked after multiple failed login attempts,Network,Batman,Batman,Matrix,Service C,In Progress,High,Medium,Low,Medium,2025-08-23T20:06:32.000000,2025-08-24T01:06:32.000000,,0,1,Saturday,1
CR-22108,Incorrect data displayed in reporting dashboard,Software,Thor,Thor,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-08-23T18:44:57.000000,2025-08-24T00:44:57.000000,2025-08-24T23:44:57.000000,0,1,Saturday,1
CR-22109,Shared network drive not accessible,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,High,Critical,High,High,2025-08-23T15:51:32.000000,2025-08-23T21:51:32.000000,2025-08-24T06:51:32.000000,0,5,Saturday,1
CR-22110,High CPU usage on database server impacting performance,Complaint,Captain America,Captain America,Avengers,Service B,Closed,High,Critical,High,High,2025-08-23T02:12:00.000000,2025-08-23T06:12:00.000000,2025-08-23T12:12:00.000000,1,3,Saturday,0
CR-22111,Frequent disconnections from remote desktop session,Hardware,Iron Man,Iron Man,Avengers,Service A,Closed,Low,High,High,Low,2025-08-23T01:59:13.000000,2025-08-23T06:59:13.000000,2025-08-24T00:59:13.000000,0,2,Saturday,1
CR-22112,Firewall blocking legitimate traffic to partner system,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Critical,High,High,2025-08-23T00:02:14.000000,2025-08-23T07:02:14.000000,2025-08-23T14:02:14.000000,0,5,Saturday,1
CR-22113,Frequent disconnections from remote desktop session,Hardware,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-08-23T01:36:18.000000,2025-08-23T09:36:18.000000,2025-08-25T23:36:18.000000,0,0,Saturday,1
CR-22114,Incorrect group membership causing access escalation,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-08-23T00:53:03.000000,2025-08-23T06:53:03.000000,2025-08-23T19:53:03.000000,0,2,Saturday,1
CR-22115,User home drive not mapping at login,Facilities,Neo,Neo,Matrix,Service C,Closed,High,High,High,High,2025-08-23T13:35:23.000000,2025-08-23T15:35:23.000000,2025-08-24T12:35:23.000000,1,3,Saturday,0
CR-22116,User unable to access HR portal,Access,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-08-23T06:02:58.000000,2025-08-23T10:02:58.000000,2025-08-24T13:02:58.000000,0,1,Saturday,1
CR-22117,Unexpected logout from critical application during use,Complaint,Captain America,Captain America,Avengers,Service B,Closed,Medium,High,High,High,2025-08-23T03:28:50.000000,2025-08-23T05:28:50.000000,2025-08-23T18:28:50.000000,0,2,Saturday,1
CR-22118,User account locked after multiple failed login attempts,Software,Iron Man,Iron Man,Avengers,Service A,On Hold,High,High,High,Medium,2025-08-23T22:46:25.000000,,,0,2,Saturday,1
CR-22119,New software installation failing on endpoint,Software,Hulk,Hulk,Avengers,Service A,Closed,Medium,Medium,Medium,Medium,2025-08-23T15:53:33.000000,2025-08-23T23:53:33.000000,2025-08-24T12:53:33.000000,0,1,Saturday,1
CR-22120,Single user laptop not connecting to Wi-Fi,Access,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,Medium,Low,Low,2025-08-23T05:16:30.000000,2025-08-23T07:16:30.000000,2025-08-24T18:16:30.000000,0,1,Saturday,1
CR-22121,User account locked after multiple failed login attempts,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Low,Low,Low,2025-08-23T14:50:19.000000,2025-08-23T19:50:19.000000,2025-08-25T10:50:19.000000,1,0,Saturday,0
CR-22122,Barcode scanner not transmitting data to system,Software,Batman,Batman,Matrix,Service C,Closed,High,Medium,Low,Medium,2025-08-23T22:49:40.000000,2025-08-24T06:49:40.000000,2025-08-25T15:49:40.000000,0,1,Saturday,1
CR-22123,Incorrect group membership causing access escalation,Facilities,Captain America,Captain America,Avengers,Service B,Closed,High,Critical,High,High,2025-08-23T01:54:17.000000,2025-08-23T05:54:17.000000,2025-08-23T15:54:17.000000,1,5,Saturday,0
CR-22124,User home drive not mapping at login,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-08-23T16:13:41.000000,2025-08-24T00:13:41.000000,2025-08-25T03:13:41.000000,0,1,Saturday,1
CR-22125,Application crash when user attempts specific function,Network,Neo,Neo,Matrix,Service A,Closed,High,High,High,Low,2025-08-23T00:41:12.000000,2025-08-23T05:41:12.000000,2025-08-23T16:41:12.000000,0,2,Saturday,1
CR-22126,Unexpected reboot of application server,Hardware,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,High,High,High,2025-08-24T02:03:16.000000,2025-08-24T09:03:16.000000,2025-08-25T06:03:16.000000,0,2,Sunday,1
CR-22127,Endpoint not checking in with management server,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-08-24T15:35:55.000000,2025-08-24T22:35:55.000000,2025-08-26T01:35:55.000000,1,2,Sunday,0
CR-22128,Email client not connecting to mail server,Failure,Captain America,Captain America,Avengers,Service B,Closed,High,Critical,Medium,High,2025-08-24T16:35:07.000000,2025-08-24T21:35:07.000000,2025-08-25T05:35:07.000000,0,4,Sunday,1
CR-22129,Intermittent connectivity issues to file server,Hardware,John Wick,John Wick,Matrix,Service B,Closed,High,Low,Low,Low,2025-08-24T19:29:34.000000,2025-08-25T01:29:34.000000,2025-08-28T01:29:34.000000,0,1,Sunday,1
CR-22130,Endpoint disk space critically low warning,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Critical,High,High,2025-08-24T16:10:11.000000,2025-08-24T20:10:11.000000,2025-08-25T08:10:11.000000,0,4,Sunday,1
CR-22131,User not receiving password reset email,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Medium,High,High,High,2025-08-24T08:38:13.000000,2025-08-24T13:38:13.000000,2025-08-24T23:38:13.000000,0,2,Sunday,1
CR-22132,External website not reachable from corporate network,Data,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-08-24T18:21:54.000000,2025-08-25T02:21:54.000000,2025-08-25T06:21:54.000000,0,4,Sunday,1
CR-22133,SSL certificate error when accessing internal site,Failure,Thor,Thor,Avengers,Service C,Closed,Medium,Critical,Medium,High,2025-08-24T06:55:27.000000,2025-08-24T11:55:27.000000,2025-08-24T12:55:27.000000,1,5,Sunday,0
CR-22134,High CPU usage on database server impacting performance,Access,Loki,Loki,Avengers,Service B,Closed,Medium,High,High,High,2025-08-24T19:33:03.000000,2025-08-25T02:33:03.000000,2025-08-26T02:33:03.000000,0,3,Sunday,1
CR-22135,User unable to log in to corporate VPN,Software,Hulk,Hulk,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-08-24T10:53:15.000000,2025-08-24T17:53:15.000000,2025-08-25T05:53:15.000000,0,2,Sunday,1
CR-22136,Time synchronization issue causing authentication failures,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Critical,High,High,2025-08-24T07:32:58.000000,2025-08-24T09:32:58.000000,2025-08-24T14:32:58.000000,0,4,Sunday,1
CR-22137,Incorrect permissions on shared folder causing access denied,Hardware,Hulk,Hulk,Avengers,Service C,New,High,Critical,Medium,High,2025-08-24T16:47:11.000000,,,0,5,Sunday,1
CR-22138,User profile not loading correctly after login,Data,Hulk,Hulk,Avengers,Service B,Closed,Medium,Critical,High,High,2025-08-24T11:25:38.000000,2025-08-24T18:25:38.000000,2025-08-25T02:25:38.000000,0,3,Sunday,1
