Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag
CR-2722,Intermittent login issues after password changes,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Low,Medium,2025-06-30T19:39:08.000000,2025-07-01T01:39:08.000000,2025-07-02T01:39:08.000000,0,1,Monday,1
CR-2723,Periodic high CPU usage on database server causing slow queries,Facilities,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Critical,High,Medium,2025-06-30T04:33:50.000000,2025-06-30T06:33:50.000000,2025-06-30T07:33:50.000000,0,4,Monday,1
CR-2724,Periodic high CPU usage on database server causing slow queries,Network,Shang Chi,Shang Chi,Avengers II,Service C,New,Low,High,Medium,Medium,2025-06-30T12:21:46.000000,,,0,3,Monday,1
CR-2725,Random system reboots on specific hardware model,Complaint,Loki,Loki,Avengers,Service B,Closed,High,Critical,High,High,2025-06-30T06:57:45.000000,2025-06-30T13:57:45.000000,2025-06-30T20:57:45.000000,0,4,Monday,1
CR-2726,Random freezing of operating system on virtual desktops,Complaint,Loki,Loki,Avengers,Service C,On Hold,Medium,Critical,High,Medium,2025-06-30T19:00:39.000000,,,0,5,Monday,1
CR-2727,Intermittent failures of web proxy authentication,Software,Shang Chi,Shang Chi,Avengers II,Service C,New,Low,Critical,Medium,High,2025-06-30T01:30:21.000000,,,0,3,Monday,1
CR-2728,Intermittent connectivity issues to cloud-hosted applications,Software,Captain America,Captain America,Avengers,Service B,On Hold,High,Critical,High,High,2025-06-30T09:25:57.000000,,,0,5,Monday,1
CR-2729,Random loss of mapped network drives on login,Complaint,Neo,Neo,Matrix,Service B,On Hold,High,Low,Low,Low,2025-06-30T08:58:49.000000,,,0,1,Monday,1
CR-2730,Intermittent email delivery delays to external domains,Access,Thor,Thor,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-06-30T00:11:40.000000,2025-06-30T04:11:40.000000,2025-07-01T12:11:40.000000,0,1,Monday,1
CR-2731,Recurring performance issues on storage system,Data,Iron Man,Iron Man,Avengers,Service A,New,Low,High,Medium,Medium,2025-06-30T14:25:35.000000,,,0,2,Monday,1
CR-2732,Periodic high CPU usage on database server causing slow queries,Network,Iron Man,Iron Man,Avengers,Service B,Closed,Low,High,High,High,2025-07-01T17:35:11.000000,2025-07-01T22:35:11.000000,2025-07-02T22:35:11.000000,0,3,Tuesday,1
CR-2733,Random failures in software deployment to endpoints,Access,Captain America,Captain America,Avengers,Service C,Closed,Low,High,Medium,Medium,2025-07-01T22:42:09.000000,2025-07-02T05:42:09.000000,2025-07-02T23:42:09.000000,0,3,Tuesday,1
CR-2734,Frequent VPN disconnections during peak hours,Hardware,Thor,Thor,Avengers,Service B,New,Low,Critical,High,High,2025-07-01T16:35:30.000000,,,1,5,Tuesday,0
CR-2735,Recurring performance issues on storage system,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,High,High,High,2025-07-01T19:53:55.000000,2025-07-01T22:53:55.000000,2025-07-02T09:53:55.000000,0,3,Tuesday,1
CR-2736,Unstable connection to remote branches over WAN,Complaint,Loki,Loki,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-07-01T10:00:59.000000,2025-07-01T18:00:59.000000,2025-07-02T15:00:59.000000,0,2,Tuesday,1
CR-2737,Recurring performance degradation on core banking application,Complaint,Neo,Neo,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-07-01T00:44:24.000000,2025-07-01T05:44:24.000000,2025-07-02T05:44:24.000000,1,2,Tuesday,0
CR-2738,Inconsistent access to archived email system,Hardware,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,Medium,Low,Medium,2025-07-01T22:55:29.000000,2025-07-02T02:55:29.000000,2025-07-02T19:55:29.000000,0,2,Tuesday,1
CR-2739,Recurring high latency reported in video conferencing sessions,Access,Hulk,Hulk,Avengers,Service C,In Progress,Medium,Medium,Medium,Medium,2025-07-01T22:28:47.000000,2025-07-02T02:28:47.000000,,0,2,Tuesday,1
CR-2740,Recurring disk space shortages on application servers,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Medium,Medium,Low,2025-07-01T16:26:45.000000,2025-07-01T19:26:45.000000,2025-07-02T17:26:45.000000,1,1,Tuesday,0
CR-2741,Recurring performance issues on storage system,Complaint,Captain America,Captain America,Avengers,Service C,In Progress,Low,High,High,High,2025-07-01T19:18:46.000000,2025-07-01T22:18:46.000000,,0,2,Tuesday,1
CR-2742,Intermittent authentication failures for single sign-on,Facilities,Thor,Thor,Avengers,Service B,In Progress,Medium,High,High,High,2025-07-01T06:15:47.000000,2025-07-01T08:15:47.000000,,1,2,Tuesday,0
CR-2743,Intermittent email delivery delays to external domains,Data,Hulk,Hulk,Avengers,Service A,Closed,Medium,Critical,High,High,2025-07-01T19:23:13.000000,2025-07-02T00:23:13.000000,2025-07-02T06:23:13.000000,1,5,Tuesday,0
CR-2744,Random application crashes on client workstations,Network,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,High,High,Medium,2025-07-01T20:43:06.000000,2025-07-02T03:43:06.000000,2025-07-02T12:43:06.000000,0,2,Tuesday,1
CR-2745,Random application crashes on client workstations,Failure,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Medium,Low,Medium,2025-07-01T10:50:25.000000,2025-07-01T16:50:25.000000,2025-07-02T11:50:25.000000,0,1,Tuesday,1
CR-2746,Random loss of mapped network drives on login,Facilities,Thor,Thor,Avengers,Service C,New,High,High,High,High,2025-07-01T23:04:10.000000,,,0,2,Tuesday,1
CR-2747,Intermittent network connectivity issues reported by multiple users,Software,Captain America,Captain America,Avengers,Service A,On Hold,Medium,Critical,High,Medium,2025-07-01T06:43:17.000000,,,0,5,Tuesday,1
CR-2748,Random system reboots on specific hardware model,Network,Batman,Batman,Matrix,Service C,Closed,Medium,Critical,High,High,2025-07-01T22:14:47.000000,2025-07-02T01:14:47.000000,2025-07-02T12:14:47.000000,0,5,Tuesday,1
CR-2749,Inconsistent synchronization between production and reporting databases,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,High,High,High,2025-07-01T20:41:56.000000,2025-07-01T23:41:56.000000,2025-07-02T21:41:56.000000,0,2,Tuesday,1
CR-2750,Recurring time synchronization issues across servers,Hardware,Captain America,Captain America,Avengers,Service C,Closed,High,High,High,High,2025-07-01T02:52:23.000000,2025-07-01T09:52:23.000000,2025-07-02T09:52:23.000000,0,2,Tuesday,1
CR-2751,Inconsistent application behavior after automated updates,Facilities,Loki,Loki,Avengers,Service B,Closed,High,Critical,High,High,2025-07-01T08:56:54.000000,2025-07-01T13:56:54.000000,2025-07-01T17:56:54.000000,0,4,Tuesday,1
CR-2752,Intermittent access issues to HR web portal,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,Medium,Low,Medium,2025-07-01T21:46:06.000000,2025-07-01T23:46:06.000000,2025-07-02T14:46:06.000000,0,2,Tuesday,1
CR-2753,Recurring performance degradation on core banking application,Facilities,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-07-01T08:17:10.000000,2025-07-01T10:17:10.000000,2025-07-01T22:17:10.000000,0,2,Tuesday,1
CR-2754,Recurring disk space shortages on application servers,Facilities,Captain America,Captain America,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-07-02T04:21:26.000000,2025-07-02T06:21:26.000000,2025-07-03T17:21:26.000000,0,1,Wednesday,1
CR-2755,Intermittent network connectivity issues reported by multiple users,Software,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,High,High,High,2025-07-02T04:21:18.000000,2025-07-02T12:21:18.000000,2025-07-02T23:21:18.000000,0,3,Wednesday,1
CR-2756,Periodic high CPU usage on database server causing slow queries,Hardware,Hulk,Hulk,Avengers,Service A,Closed,Low,High,High,High,2025-07-02T06:05:10.000000,2025-07-02T08:05:10.000000,2025-07-03T00:05:10.000000,0,2,Wednesday,1
CR-2757,Recurring problems with email calendar synchronization,Complaint,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,High,2025-07-02T23:03:07.000000,2025-07-03T06:03:07.000000,2025-07-03T16:03:07.000000,1,5,Wednesday,0
CR-2758,Unstable connection to remote branches over WAN,Access,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Critical,High,High,2025-07-02T16:34:51.000000,2025-07-02T18:34:51.000000,2025-07-02T19:34:51.000000,0,3,Wednesday,1
CR-2759,Intermittent network connectivity issues reported by multiple users,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,High,Medium,Low,Medium,2025-07-02T10:50:55.000000,2025-07-02T14:50:55.000000,2025-07-03T07:50:55.000000,0,2,Wednesday,1
CR-2760,Recurring printing failures for specific printer models,Network,Batman,Batman,Matrix,Service B,On Hold,Medium,Medium,Low,Medium,2025-07-02T21:08:50.000000,,,1,2,Wednesday,0
CR-2761,Intermittent failures when connecting to external partner systems,Failure,Loki,Loki,Avengers,Service A,Closed,High,Critical,High,High,2025-07-02T03:52:36.000000,2025-07-02T11:52:36.000000,2025-07-02T13:52:36.000000,0,5,Wednesday,1
CR-2762,Frequent errors in scheduled report generation processes,Facilities,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Medium,Low,Medium,2025-07-02T23:20:05.000000,2025-07-03T02:20:05.000000,2025-07-03T18:20:05.000000,0,2,Wednesday,1
CR-2763,Frequent errors in scheduled report generation processes,Network,Captain America,Captain America,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-07-02T19:29:25.000000,2025-07-03T02:29:25.000000,2025-07-05T16:29:25.000000,0,0,Wednesday,1
CR-2764,Intermittent VoIP call quality issues and audio dropouts,Complaint,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Low,Low,Low,2025-07-02T21:55:18.000000,2025-07-03T02:55:18.000000,2025-07-05T06:55:18.000000,0,0,Wednesday,1
CR-2765,Intermittent connectivity issues to cloud-hosted applications,Facilities,Hulk,Hulk,Avengers,Service A,Closed,Low,Critical,High,Medium,2025-07-02T22:35:21.000000,2025-07-03T01:35:21.000000,2025-07-03T03:35:21.000000,1,5,Wednesday,0
CR-2766,Intermittent email delivery delays to external domains,Data,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Critical,High,High,2025-07-02T02:45:53.000000,2025-07-02T07:45:53.000000,2025-07-02T19:45:53.000000,0,5,Wednesday,1
CR-2767,Random disconnections from database for application services,Data,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-07-02T11:41:31.000000,2025-07-02T16:41:31.000000,2025-07-03T20:41:31.000000,0,2,Wednesday,1
CR-2768,Recurring high latency reported in video conferencing sessions,Failure,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-07-02T01:01:13.000000,2025-07-02T04:01:13.000000,2025-07-03T11:01:13.000000,0,1,Wednesday,1
CR-2769,Recurring performance degradation on core banking application,Data,Hulk,Hulk,Avengers,Service A,Closed,Medium,High,Medium,High,2025-07-02T08:23:49.000000,2025-07-02T14:23:49.000000,2025-07-03T01:23:49.000000,0,2,Wednesday,1
CR-2770,Unstable connection to remote branches over WAN,Facilities,John Wick,John Wick,Matrix,Service C,Closed,Low,Low,Low,Low,2025-07-02T03:31:09.000000,2025-07-02T10:31:09.000000,2025-07-03T23:31:09.000000,0,0,Wednesday,1
CR-2771,Recurring SSL certificate errors for internal applications,Complaint,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,High,Medium,High,2025-07-02T13:43:53.000000,2025-07-02T15:43:53.000000,2025-07-03T14:43:53.000000,0,2,Wednesday,1
CR-2772,Inconsistent access to archived email system,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,On Hold,Low,Medium,Medium,Medium,2025-07-02T06:55:23.000000,,,0,1,Wednesday,1
CR-2773,Recurring DNS resolution failures for internal hostnames,Complaint,Hulk,Hulk,Avengers,Service B,On Hold,High,High,Medium,Medium,2025-07-02T19:54:20.000000,,,0,3,Wednesday,1
CR-2774,Periodic failures in monitoring alerts delivery,Access,Hulk,Hulk,Avengers,Service A,Closed,Medium,Critical,High,High,2025-07-02T04:12:49.000000,2025-07-02T09:12:49.000000,2025-07-02T17:12:49.000000,1,4,Wednesday,0
CR-2775,Random system reboots on specific hardware model,Failure,Thor,Thor,Avengers,Service A,Closed,Medium,Medium,Low,Medium,2025-07-02T21:53:15.000000,2025-07-03T05:53:15.000000,2025-07-04T04:53:15.000000,1,2,Wednesday,0
CR-2776,Recurring problems with email calendar synchronization,Access,Loki,Loki,Avengers,Service B,On Hold,Low,High,High,Medium,2025-07-02T10:03:08.000000,,,1,2,Wednesday,0
CR-2777,Recurring printing failures for specific printer models,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,High,Low,Low,Low,2025-07-02T01:03:18.000000,2025-07-02T03:03:18.000000,2025-07-03T14:03:18.000000,0,1,Wednesday,1
CR-2778,Intermittent login issues after password changes,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,High,Medium,High,2025-07-02T18:46:07.000000,2025-07-02T23:46:07.000000,2025-07-03T12:46:07.000000,0,2,Wednesday,1
CR-2779,Random freezing of operating system on virtual desktops,Facilities,Neo,Neo,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-07-03T05:38:09.000000,2025-07-03T10:38:09.000000,2025-07-04T02:38:09.000000,1,1,Thursday,0
CR-2780,Intermittent failures in automated file transfer jobs,Failure,Iron Man,Iron Man,Avengers,Service A,Closed,Low,High,High,High,2025-07-03T16:53:42.000000,2025-07-03T18:53:42.000000,2025-07-04T09:53:42.000000,0,2,Thursday,1
CR-2781,Random system reboots on specific hardware model,Network,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,High,2025-07-03T09:42:14.000000,2025-07-03T11:42:14.000000,2025-07-03T12:42:14.000000,0,5,Thursday,1
CR-2782,Session timeouts occurring too frequently for web application,Access,Hulk,Hulk,Avengers,Service C,In Progress,Medium,High,Medium,High,2025-07-03T09:10:32.000000,2025-07-03T11:10:32.000000,,0,2,Thursday,1
CR-2783,Unreliable backup completion for certain file shares,Software,Hulk,Hulk,Avengers,Service C,Closed,High,High,High,Medium,2025-07-03T11:55:17.000000,2025-07-03T14:55:17.000000,2025-07-04T01:55:17.000000,0,2,Thursday,1
CR-2784,Random failures in software deployment to endpoints,Network,John Cena,John Cena,Matrix,Service C,New,Low,Medium,Low,Medium,2025-07-03T02:41:12.000000,,,0,1,Thursday,1
CR-2785,Recurring DNS resolution failures for internal hostnames,Network,Captain America,Captain America,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-07-03T13:44:23.000000,2025-07-03T21:44:23.000000,2025-07-05T04:44:23.000000,0,1,Thursday,1
CR-2786,Intermittent failures of web proxy authentication,Data,Hulk,Hulk,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-07-03T09:51:25.000000,2025-07-03T11:51:25.000000,2025-07-04T14:51:25.000000,0,1,Thursday,1
CR-2787,Random loss of mapped network drives on login,Facilities,John Wick,John Wick,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-07-03T16:53:42.000000,2025-07-03T18:53:42.000000,2025-07-04T14:53:42.000000,1,2,Thursday,0
CR-2788,Recurring performance degradation on core banking application,Network,Hulk,Hulk,Avengers,Service B,Closed,Low,Low,Low,Low,2025-07-04T11:37:29.000000,2025-07-04T17:37:29.000000,2025-07-07T15:37:29.000000,0,1,Friday,1
CR-2789,Recurring printing failures for specific printer models,Data,Hulk,Hulk,Avengers,Service B,On Hold,High,High,High,High,2025-07-04T14:36:27.000000,,,0,3,Friday,1
CR-2790,Random loss of mapped network drives on login,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Medium,Medium,Low,2025-07-04T17:25:21.000000,2025-07-04T23:25:21.000000,2025-07-06T10:25:21.000000,0,2,Friday,1
CR-2791,Slow file access on shared network drives during business hours,Software,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,Medium,2025-07-04T12:47:45.000000,2025-07-04T15:47:45.000000,2025-07-04T23:47:45.000000,0,3,Friday,1
CR-2792,Recurring time synchronization issues across servers,Hardware,John Wick,John Wick,Matrix,Service B,Closed,High,Medium,Low,Medium,2025-07-04T21:33:46.000000,2025-07-05T02:33:46.000000,2025-07-06T00:33:46.000000,0,1,Friday,1
CR-2793,Random failures in software deployment to endpoints,Complaint,Thor,Thor,Avengers,Service B,Closed,Low,High,Medium,High,2025-07-04T22:40:09.000000,2025-07-05T01:40:09.000000,2025-07-05T21:40:09.000000,0,3,Friday,1
CR-2794,Frequent issues with file version conflicts on shared drives,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,High,Critical,High,High,2025-07-04T00:47:34.000000,2025-07-04T08:47:34.000000,2025-07-04T18:47:34.000000,1,4,Friday,0
CR-2795,Recurring printing failures for specific printer models,Software,Loki,Loki,Avengers,Service B,Closed,Low,Low,Low,Low,2025-07-04T20:43:18.000000,2025-07-05T02:43:18.000000,2025-07-06T22:43:18.000000,0,0,Friday,1
CR-2796,Inconsistent permission errors on shared folders,Hardware,John Wick,John Wick,Matrix,Service C,Closed,Low,High,High,Medium,2025-07-04T17:49:03.000000,2025-07-05T00:49:03.000000,2025-07-05T10:49:03.000000,0,3,Friday,1
CR-2797,Random disconnections from database for application services,Failure,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Critical,High,Medium,2025-07-04T19:28:05.000000,2025-07-04T23:28:05.000000,2025-07-05T11:28:05.000000,0,3,Friday,1
CR-2798,Recurring performance issues on storage system,Hardware,Spiderman,Spiderman,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-07-04T21:12:41.000000,2025-07-05T04:12:41.000000,2025-07-06T05:12:41.000000,0,2,Friday,1
CR-2799,Inconsistent permission errors on shared folders,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Medium,Medium,Low,2025-07-05T11:17:20.000000,2025-07-05T14:17:20.000000,2025-07-06T08:17:20.000000,0,1,Saturday,1
CR-2800,Inconsistent permission errors on shared folders,Access,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-07-05T05:05:19.000000,2025-07-05T11:05:19.000000,2025-07-07T06:05:19.000000,0,0,Saturday,1
CR-2801,Recurring performance degradation on core banking application,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-07-05T00:29:14.000000,2025-07-05T03:29:14.000000,2025-07-06T07:29:14.000000,0,1,Saturday,1
CR-2802,Intermittent authentication failures for single sign-on,Network,Loki,Loki,Avengers,Service A,Closed,Low,Critical,High,High,2025-07-05T15:19:35.000000,2025-07-05T21:19:35.000000,2025-07-05T23:19:35.000000,0,5,Saturday,1
CR-2803,Inconsistent application behavior after automated updates,Network,Captain America,Captain America,Avengers,Service B,Closed,Medium,Critical,High,Medium,2025-07-05T08:36:01.000000,2025-07-05T11:36:01.000000,2025-07-05T19:36:01.000000,0,3,Saturday,1
CR-2804,Intermittent VoIP call quality issues and audio dropouts,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-07-05T21:08:08.000000,2025-07-06T03:08:08.000000,2025-07-07T04:08:08.000000,0,2,Saturday,1
CR-2805,Inconsistent application behavior after automated updates,Data,Thor,Thor,Avengers,Service B,Closed,High,Medium,Low,Medium,2025-07-05T11:51:35.000000,2025-07-05T14:51:35.000000,2025-07-06T09:51:35.000000,0,2,Saturday,1
CR-2806,Intermittent failures in automated file transfer jobs,Network,Thor,Thor,Avengers,Service B,Closed,Low,High,Medium,Medium,2025-07-05T23:26:53.000000,2025-07-06T01:26:53.000000,2025-07-07T01:26:53.000000,1,3,Saturday,0
CR-2807,Inconsistent behavior of multi-factor authentication prompts,Hardware,Hulk,Hulk,Avengers,Service B,Closed,Medium,High,High,Medium,2025-07-05T13:19:13.000000,2025-07-05T17:19:13.000000,2025-07-06T08:19:13.000000,1,2,Saturday,0
CR-2808,Random application crashes on client workstations,Failure,Thor,Thor,Avengers,Service A,Closed,High,High,Medium,Medium,2025-07-05T01:48:34.000000,2025-07-05T05:48:34.000000,2025-07-05T12:48:34.000000,0,2,Saturday,1
CR-2809,Intermittent email delivery delays to external domains,Failure,John Cena,John Cena,Matrix,Service B,In Progress,Medium,Low,Low,Low,2025-07-05T09:28:57.000000,2025-07-05T14:28:57.000000,,0,0,Saturday,1
CR-2810,Intermittent failures when connecting to external partner systems,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-07-06T09:57:33.000000,2025-07-06T12:57:33.000000,2025-07-07T08:57:33.000000,0,1,Sunday,1
CR-2811,Inconsistent permission errors on shared folders,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-07-06T14:45:59.000000,2025-07-06T17:45:59.000000,2025-07-07T23:45:59.000000,1,1,Sunday,0
CR-2812,Recurring time synchronization issues across servers,Facilities,Neo,Neo,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-07-06T14:32:32.000000,2025-07-06T20:32:32.000000,2025-07-07T10:32:32.000000,0,1,Sunday,1
CR-2813,Random application crashes on client workstations,Data,Thor,Thor,Avengers,Service A,Closed,High,Critical,High,High,2025-07-06T12:59:47.000000,2025-07-06T18:59:47.000000,2025-07-07T00:59:47.000000,0,5,Sunday,1
CR-2814,Inconsistent permission errors on shared folders,Access,Captain America,Captain America,Avengers,Service B,Closed,Medium,High,Medium,Medium,2025-07-06T14:53:53.000000,2025-07-06T22:53:53.000000,2025-07-07T07:53:53.000000,0,3,Sunday,1
CR-2815,Random application crashes on client workstations,Complaint,Thor,Thor,Avengers,Service A,Closed,High,High,Medium,High,2025-07-06T11:36:33.000000,2025-07-06T17:36:33.000000,2025-07-07T06:36:33.000000,0,2,Sunday,1
CR-2816,Recurring time synchronization issues across servers,Data,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,High,High,High,2025-07-07T13:05:30.000000,2025-07-07T20:05:30.000000,2025-07-08T12:05:30.000000,0,2,Monday,1
CR-2817,Recurring DNS resolution failures for internal hostnames,Access,Thor,Thor,Avengers,Service A,Closed,Medium,Critical,High,High,2025-07-07T06:25:41.000000,2025-07-07T08:25:41.000000,2025-07-07T18:25:41.000000,0,4,Monday,1
CR-2818,Frequent VPN disconnections during peak hours,Software,Captain America,Captain America,Avengers,Service B,On Hold,Medium,Critical,High,High,2025-07-07T08:42:09.000000,,,0,5,Monday,1
CR-2819,Random application crashes on client workstations,Network,Hulk,Hulk,Avengers,Service A,In Progress,Medium,High,Medium,Low,2025-07-07T06:39:09.000000,2025-07-07T10:39:09.000000,,1,2,Monday,0
CR-2820,Recurring errors in CRM system data synchronization,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service C,In Progress,High,Medium,Medium,Low,2025-07-07T22:06:37.000000,2025-07-08T04:06:37.000000,,0,1,Monday,1
CR-2821,Random failures in software deployment to endpoints,Software,John Wick,John Wick,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-07-07T16:29:27.000000,2025-07-07T19:29:27.000000,2025-07-08T09:29:27.000000,0,1,Monday,1
CR-2822,Intermittent failures of web proxy authentication,Data,Batman,Batman,Matrix,Service A,Closed,Medium,High,High,High,2025-07-07T06:18:42.000000,2025-07-07T08:18:42.000000,2025-07-07T22:18:42.000000,0,3,Monday,1
CR-2823,Intermittent VoIP call quality issues and audio dropouts,Software,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,High,2025-07-07T13:30:45.000000,2025-07-07T18:30:45.000000,2025-07-07T23:30:45.000000,0,3,Monday,1
CR-2824,Intermittent network connectivity issues reported by multiple users,Network,Iron Man,Iron Man,Avengers,Service B,Closed,High,Medium,Medium,Medium,2025-07-07T07:52:09.000000,2025-07-07T14:52:09.000000,2025-07-08T15:52:09.000000,0,1,Monday,1
CR-2825,Frequent VPN disconnections during peak hours,Data,Captain America,Captain America,Avengers,Service B,Closed,Medium,Medium,Low,Medium,2025-07-07T06:49:48.000000,2025-07-07T10:49:48.000000,2025-07-08T07:49:48.000000,0,2,Monday,1
CR-2826,Intermittent connectivity issues to cloud-hosted applications,Network,Neo,Neo,Matrix,Service A,Closed,Medium,Low,Low,Low,2025-07-07T07:37:49.000000,2025-07-07T14:37:49.000000,2025-07-09T15:37:49.000000,1,1,Monday,0
CR-2827,Intermittent failures in automated file transfer jobs,Network,Iron Man,Iron Man,Avengers,Service B,On Hold,High,High,High,High,2025-07-07T06:52:45.000000,,,0,2,Monday,1
CR-2828,Recurring printer spooler service failures on print server,Access,Thor,Thor,Avengers,Service C,Closed,High,Critical,High,High,2025-07-07T01:01:44.000000,2025-07-07T06:01:44.000000,2025-07-07T12:01:44.000000,0,3,Monday,1
CR-2829,Inconsistent synchronization between production and reporting databases,Facilities,Captain America,Captain America,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-07-07T22:04:44.000000,2025-07-08T04:04:44.000000,2025-07-09T23:04:44.000000,1,0,Monday,0
CR-2830,Inconsistent application behavior after automated updates,Network,Neo,Neo,Matrix,Service C,Closed,Medium,Medium,Medium,Medium,2025-07-07T20:18:41.000000,2025-07-07T22:18:41.000000,2025-07-08T22:18:41.000000,0,1,Monday,1
CR-2831,Periodic issues with remote desktop sessions not reconnecting,Facilities,Loki,Loki,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-07-07T15:17:40.000000,2025-07-07T22:17:40.000000,2025-07-08T12:17:40.000000,0,2,Monday,1
CR-2832,Recurring performance issues on storage system,Data,Batman,Batman,Matrix,Service B,Closed,Medium,Critical,High,High,2025-07-07T13:35:57.000000,2025-07-07T15:35:57.000000,2025-07-07T20:35:57.000000,0,5,Monday,1
CR-2833,Recurring high latency reported in video conferencing sessions,Software,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Medium,Medium,Medium,Low,2025-07-07T18:47:05.000000,2025-07-07T22:47:05.000000,2025-07-09T08:47:05.000000,0,1,Monday,1
CR-2834,Periodic failures in monitoring alerts delivery,Complaint,John Cena,John Cena,Matrix,Service C,Closed,Low,High,High,High,2025-07-07T18:44:25.000000,2025-07-08T01:44:25.000000,2025-07-09T00:44:25.000000,0,3,Monday,1
CR-2835,Recurring performance issues on storage system,Software,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Medium,High,High,High,2025-07-07T12:09:15.000000,2025-07-07T19:09:15.000000,2025-07-08T08:09:15.000000,0,2,Monday,1
CR-2836,Random failures in software deployment to endpoints,Facilities,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-07-07T17:57:41.000000,2025-07-07T23:57:41.000000,2025-07-09T00:57:41.000000,0,2,Monday,1
CR-2837,Unreliable backup completion for certain file shares,Failure,Iron Man,Iron Man,Avengers,Service B,Closed,High,Critical,High,Medium,2025-07-07T14:39:43.000000,2025-07-07T21:39:43.000000,2025-07-08T07:39:43.000000,0,3,Monday,1
CR-2838,Recurring printer spooler service failures on print server,Complaint,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-07-07T05:15:46.000000,2025-07-07T10:15:46.000000,2025-07-09T14:15:46.000000,0,0,Monday,1
CR-2839,Frequent corruption of user profiles on shared workstations,Facilities,Captain America,Captain America,Avengers,Service A,New,High,Medium,Low,Medium,2025-07-07T23:59:47.000000,,,0,1,Monday,1
CR-2840,Frequent account lockouts for multiple users,Software,Thor,Thor,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-07-07T14:31:50.000000,2025-07-07T19:31:50.000000,2025-07-08T10:31:50.000000,1,2,Monday,0
