Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day
SR-0013491,Request new virtual machine for project testing,Data,Thor,Thor,Avengers,Service B,Closed,Medium,Critical,High,High,2025-05-29T10:04:31.000000,2025-05-29T17:04:31.000000,2025-05-29T23:04:31.000000,4,Thursday
SR-0013492,Request access to document management system,Network,Loki,Loki,Avengers,Service C,Closed,Medium,Medium,Low,Low,2025-05-29T06:43:12.000000,2025-05-29T12:43:12.000000,2025-05-30T02:43:12.000000,1,Thursday
SR-0013493,Request new mobile phone and SIM card,Network,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,High,2025-05-29T18:27:33.000000,2025-05-29T23:27:33.000000,2025-05-30T01:27:33.000000,1,Thursday
SR-0013494,Request installation of approved software on workstation,Complaint,Thor,Thor,Avengers,Service A,Closed,High,High,High,High,2025-05-29T02:26:37.000000,2025-05-29T06:26:37.000000,2025-05-29T22:26:37.000000,1,Thursday
SR-0013495,Request whitelist of business website on web proxy,Complaint,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,High,2025-05-29T04:35:21.000000,2025-05-29T09:35:21.000000,2025-05-29T20:35:21.000000,3,Thursday
SR-0013496,Request new email distribution list creation,Software,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-05-29T21:13:11.000000,2025-05-30T00:13:11.000000,2025-05-30T14:13:11.000000,2,Thursday
SR-0013497,Request new laptop for employee onboarding,Access,Hulk,Hulk,Avengers,Service A,Closed,Medium,Critical,High,High,2025-05-29T23:05:15.000000,2025-05-30T07:05:15.000000,2025-05-30T12:05:15.000000,1,Thursday
SR-0013498,Request access to secure file transfer service,Failure,John Wick,John Wick,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-05-29T16:27:04.000000,2025-05-29T22:27:04.000000,2025-05-31T06:27:04.000000,3,Thursday
SR-0013499,Request password reset for user account,Facilities,Thor,Thor,Avengers,Service B,Closed,High,High,High,High,2025-05-29T01:30:27.000000,2025-05-29T06:30:27.000000,2025-05-30T00:30:27.000000,1,Thursday
SR-0013500,Request configuration of network drive mapping,Hardware,Loki,Loki,Avengers,Service C,Closed,Low,Medium,Low,Medium,2025-05-29T07:03:05.000000,2025-05-29T15:03:05.000000,2025-05-30T10:03:05.000000,2,Thursday
SR-0013501,Request change of user role in business application,Network,Batman,Batman,Matrix,Service C,Closed,Low,High,High,Medium,2025-05-29T17:33:12.000000,2025-05-29T23:33:12.000000,2025-05-30T21:33:12.000000,2,Thursday
SR-0013502,Request new laptop for employee onboarding,Software,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Critical,High,High,2025-05-29T13:33:12.000000,2025-05-29T19:33:12.000000,2025-05-30T03:33:12.000000,2,Thursday
SR-0013503,Request scheduled report subscription setup,Software,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,High,Medium,Low,Medium,2025-05-29T02:28:29.000000,2025-05-29T08:28:29.000000,2025-05-29T23:28:29.000000,3,Thursday
SR-0013504,Request change of default browser on workstation,Network,Hulk,Hulk,Avengers,Service C,In Progress,High,High,High,High,2025-05-29T05:36:42.000000,2025-05-29T11:36:42.000000,,5,Thursday
SR-0013505,Request access to remote desktop environment,Network,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,Medium,2025-05-29T14:34:18.000000,2025-05-29T20:34:18.000000,2025-05-30T03:34:18.000000,1,Thursday
SR-0013506,Request access to project management tool,Data,Loki,Loki,Avengers,Service A,On Hold,Medium,Critical,High,High,2025-05-29T03:41:37.000000,,,5,Thursday
SR-0013507,Request access to development environment,Network,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Medium,High,High,High,2025-05-29T23:42:44.000000,2025-05-30T07:42:44.000000,2025-05-31T06:42:44.000000,3,Thursday
SR-0013508,Request reconfiguration of email signature template,Facilities,Loki,Loki,Avengers,Service A,Closed,Low,Critical,Medium,High,2025-05-29T04:56:08.000000,2025-05-29T10:56:08.000000,2025-05-29T13:56:08.000000,3,Thursday
SR-0013509,Request new network port activation at desk,Failure,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,High,Medium,High,2025-05-29T23:31:44.000000,2025-05-30T06:31:44.000000,2025-05-30T16:31:44.000000,3,Thursday
SR-0013510,Request new email distribution list creation,Access,Shang Chi,Shang Chi,Avengers II,Service C,New,High,High,High,Medium,2025-05-29T15:07:12.000000,,,3,Thursday
SR-0013511,Request creation of new project folder on file server,Access,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-05-29T02:17:15.000000,2025-05-29T07:17:15.000000,2025-05-30T11:17:15.000000,3,Thursday
SR-0013512,Request change of default printer settings,Data,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,High,Medium,High,2025-05-29T10:47:47.000000,2025-05-29T14:47:47.000000,2025-05-29T22:47:47.000000,4,Thursday
SR-0013513,Request additional monitor for workstation,Hardware,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Medium,Medium,Low,2025-05-29T05:16:52.000000,2025-05-29T08:16:52.000000,2025-05-30T06:16:52.000000,1,Thursday
SR-0013514,Request new headset for VoIP phone,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-05-29T02:20:17.000000,2025-05-29T04:20:17.000000,2025-05-30T06:20:17.000000,3,Thursday
SR-0013515,Request extension of mailbox storage quota,Failure,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,Critical,Medium,Medium,2025-05-29T07:29:13.000000,2025-05-29T12:29:13.000000,2025-05-29T14:29:13.000000,5,Thursday
SR-0013516,Request configuration of Teams/meeting room equipment,Network,Batman,Batman,Matrix,Service A,In Progress,Medium,Medium,Low,Medium,2025-05-29T12:18:14.000000,2025-05-29T17:18:14.000000,,4,Thursday
SR-0013517,Request access to code repository,Failure,Neo,Neo,Matrix,Service A,Closed,High,Medium,Medium,Medium,2025-05-29T04:54:23.000000,2025-05-29T09:54:23.000000,2025-05-29T21:54:23.000000,3,Thursday
SR-0013518,Request access to VPN for remote work,Software,Batman,Batman,Matrix,Service C,Closed,Medium,Medium,Low,Medium,2025-05-29T02:11:55.000000,2025-05-29T06:11:55.000000,2025-05-29T23:11:55.000000,3,Thursday
SR-0013519,Request profile transfer to new device,Failure,Neo,Neo,Matrix,Service C,Closed,Low,Medium,Medium,Low,2025-05-29T11:44:49.000000,2025-05-29T17:44:49.000000,2025-05-30T08:44:49.000000,2,Thursday
SR-0013520,Request access to code repository,Software,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-05-29T08:01:28.000000,2025-05-29T10:01:28.000000,2025-05-30T04:01:28.000000,5,Thursday
SR-0013521,Request laptop docking station setup,Complaint,Spiderman,Spiderman,Avengers II,Service C,Closed,High,Critical,High,Medium,2025-05-29T16:36:32.000000,2025-05-29T21:36:32.000000,2025-05-30T07:36:32.000000,5,Thursday
SR-0013522,Request setup of new workstation at office desk,Access,Thor,Thor,Avengers,Service C,In Progress,Low,Critical,High,Medium,2025-05-29T12:16:07.000000,2025-05-29T17:16:07.000000,,0,Thursday
SR-0013523,Request access to archived email data,Access,Thor,Thor,Avengers,Service B,Closed,Low,Medium,Low,Medium,2025-05-29T17:25:17.000000,2025-05-29T23:25:17.000000,2025-05-31T08:25:17.000000,4,Thursday
SR-0013524,Request printing rights on departmental printer,Failure,Loki,Loki,Avengers,Service C,Closed,Medium,Critical,High,High,2025-05-29T22:56:58.000000,2025-05-30T05:56:58.000000,2025-05-30T13:56:58.000000,5,Thursday
SR-0013525,Request creation of service account for application,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,New,Medium,Medium,Medium,Medium,2025-05-29T13:30:43.000000,,,2,Thursday
SR-0013526,Request extension of mailbox storage quota,Complaint,Hulk,Hulk,Avengers,Service A,In Progress,High,High,Medium,Medium,2025-05-29T21:39:04.000000,2025-05-29T23:39:04.000000,,1,Thursday
SR-0013527,Request access to remote desktop environment,Access,John Wick,John Wick,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-05-29T09:06:55.000000,2025-05-29T13:06:55.000000,2025-05-30T16:06:55.000000,1,Thursday
SR-0013528,Request change of username after name change,Access,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-05-29T12:29:54.000000,2025-05-29T19:29:54.000000,2025-05-30T15:29:54.000000,3,Thursday
SR-0013529,Request setup of email forwarding to another mailbox,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-05-29T23:42:02.000000,2025-05-30T05:42:02.000000,2025-05-31T13:42:02.000000,2,Thursday
SR-0013530,Request new conference call bridge details,Data,Loki,Loki,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-05-29T11:31:00.000000,2025-05-29T16:31:00.000000,2025-05-30T04:31:00.000000,2,Thursday
SR-0013531,Request shared folder for cross-department project,Software,Loki,Loki,Avengers,Service A,Closed,Medium,Critical,High,High,2025-05-29T06:40:34.000000,2025-05-29T08:40:34.000000,2025-05-29T13:40:34.000000,1,Thursday
SR-0013532,Request software upgrade to latest approved version,Facilities,Captain America,Captain America,Avengers,Service B,New,Medium,Critical,High,High,2025-05-29T15:46:51.000000,,,4,Thursday
SR-0013533,Request laptop docking station setup,Hardware,Batman,Batman,Matrix,Service A,Closed,Medium,Low,Low,Low,2025-05-29T07:52:10.000000,2025-05-29T10:52:10.000000,2025-05-31T02:52:10.000000,5,Thursday
SR-0013534,Request new laptop for employee onboarding,Facilities,Batman,Batman,Matrix,Service A,Closed,Low,Low,Low,Low,2025-05-29T23:24:19.000000,2025-05-30T03:24:19.000000,2025-06-01T07:24:19.000000,3,Thursday
SR-0013535,Request scheduled report subscription setup,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-05-29T03:20:40.000000,2025-05-29T08:20:40.000000,2025-05-29T21:20:40.000000,1,Thursday
SR-0013536,Request shared folder for cross-department project,Data,John Cena,John Cena,Matrix,Service A,On Hold,Low,Low,Low,Low,2025-05-29T02:29:17.000000,,,5,Thursday
SR-0013537,Request new virtual machine for project testing,Software,Thor,Thor,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-05-29T23:53:19.000000,2025-05-30T04:53:19.000000,2025-05-31T06:53:19.000000,0,Thursday
SR-0013538,Request new virtual machine for project testing,Network,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-05-29T04:20:40.000000,2025-05-29T07:20:40.000000,2025-05-30T05:20:40.000000,5,Thursday
SR-0013539,Request modification of access rights on shared folder,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Medium,Low,Medium,2025-05-29T18:31:21.000000,2025-05-30T01:31:21.000000,2025-05-31T04:31:21.000000,4,Thursday
SR-0013540,Request change of user role in business application,Network,Iron Man,Iron Man,Avengers,Service A,Closed,High,Critical,High,High,2025-05-29T22:34:24.000000,2025-05-30T01:34:24.000000,2025-05-30T07:34:24.000000,4,Thursday
SR-0013541,Request change of default language in applications,Access,Loki,Loki,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-05-29T06:48:26.000000,2025-05-29T12:48:26.000000,2025-06-01T10:48:26.000000,3,Thursday
SR-0013542,Request new virtual machine for project testing,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,High,High,High,2025-05-30T02:56:54.000000,2025-05-30T07:56:54.000000,2025-05-31T02:56:54.000000,2,Friday
SR-0013543,Request creation of new project folder on file server,Failure,Loki,Loki,Avengers,Service C,New,Low,Medium,Low,Low,2025-05-30T17:14:59.000000,,,2,Friday
SR-0013544,Request addition to email distribution group,Access,Jack Sparrow,Jack Sparrow,Matrix,Service C,New,High,Low,Low,Low,2025-05-30T21:00:21.000000,,,2,Friday
SR-0013545,Request shared mailbox creation for team,Facilities,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,Medium,Medium,2025-05-30T16:49:57.000000,2025-05-31T00:49:57.000000,2025-05-31T13:49:57.000000,4,Friday
SR-0013546,Request access to marketing file repository,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service C,In Progress,Medium,High,Medium,Medium,2025-05-30T06:13:54.000000,2025-05-30T10:13:54.000000,,3,Friday
SR-0013547,Request access to incident management dashboard,Hardware,Shang Chi,Shang Chi,Avengers II,Service A,In Progress,High,High,High,High,2025-05-30T16:38:41.000000,2025-05-30T19:38:41.000000,,1,Friday
SR-0013548,Request addition to security group for application access,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Low,Medium,Medium,Low,2025-05-30T01:39:14.000000,2025-05-30T08:39:14.000000,2025-05-31T20:39:14.000000,4,Friday
SR-0013549,Request upgrade of laptop memory,Software,Hulk,Hulk,Avengers,Service A,Closed,Low,Critical,High,Medium,2025-05-30T06:36:50.000000,2025-05-30T08:36:50.000000,2025-05-30T19:36:50.000000,2,Friday
SR-0013550,Request replacement of damaged keyboard,Network,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-05-30T12:59:59.000000,2025-05-30T18:59:59.000000,2025-06-01T05:59:59.000000,1,Friday
SR-0013551,Request update of contact details in IT systems,Network,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,High,High,Medium,2025-05-30T14:40:28.000000,2025-05-30T20:40:28.000000,2025-05-31T10:40:28.000000,3,Friday
SR-0013552,Request new user account for external vendor,Failure,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,High,High,Medium,2025-05-30T07:42:13.000000,2025-05-30T14:42:13.000000,2025-05-31T09:42:13.000000,0,Friday
SR-0013553,Request configuration of network drive mapping,Software,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,Critical,High,High,2025-05-30T11:56:18.000000,2025-05-30T19:56:18.000000,2025-05-31T00:56:18.000000,5,Friday
SR-0013554,Request access to development environment,Software,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Critical,High,High,2025-05-30T10:03:32.000000,2025-05-30T13:03:32.000000,2025-05-30T17:03:32.000000,2,Friday
SR-0013555,Request access to corporate Wi-Fi for guest user,Access,John Cena,John Cena,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-05-30T10:42:06.000000,2025-05-30T12:42:06.000000,2025-05-31T19:42:06.000000,4,Friday
SR-0013556,Request upgrade of laptop memory,Complaint,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Low,Low,Low,2025-05-30T04:36:46.000000,2025-05-30T10:36:46.000000,2025-05-31T20:36:46.000000,0,Friday
SR-0013557,Request access to internal SharePoint site,Complaint,Thor,Thor,Avengers,Service C,Closed,Low,Medium,Low,Medium,2025-05-30T09:04:00.000000,2025-05-30T14:04:00.000000,2025-05-31T14:04:00.000000,4,Friday
SR-0013558,Request new laptop for employee onboarding,Failure,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Critical,High,High,2025-05-30T22:26:34.000000,2025-05-31T01:26:34.000000,2025-05-31T13:26:34.000000,1,Friday
SR-0013559,Request whitelist of business website on web proxy,Complaint,Loki,Loki,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-05-30T12:32:35.000000,2025-05-30T18:32:35.000000,2025-05-31T20:32:35.000000,3,Friday
SR-0013560,Request change of default language in applications,Facilities,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-05-30T17:17:32.000000,2025-05-30T19:17:32.000000,2025-05-31T23:17:32.000000,0,Friday
SR-0013561,Request access to HR system for new role,Data,Thor,Thor,Avengers,Service C,Closed,Low,High,High,High,2025-05-30T10:28:13.000000,2025-05-30T18:28:13.000000,2025-05-31T11:28:13.000000,4,Friday
SR-0013562,Request change of default language in applications,Data,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,Medium,High,2025-05-30T07:57:41.000000,2025-05-30T15:57:41.000000,2025-05-30T21:57:41.000000,3,Friday
SR-0013563,Request new mobile phone and SIM card,Failure,Captain America,Captain America,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-05-30T11:09:30.000000,2025-05-30T17:09:30.000000,2025-05-31T15:09:30.000000,1,Friday
SR-0013564,Request access to internal training portal,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-05-30T03:59:13.000000,2025-05-30T11:59:13.000000,2025-05-31T12:59:13.000000,5,Friday
SR-0013565,Request new collaboration space in Teams,Network,Thor,Thor,Avengers,Service B,New,Medium,High,High,Medium,2025-05-30T14:01:10.000000,,,0,Friday
SR-0013566,Request shared folder for cross-department project,Facilities,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,High,2025-05-30T11:37:58.000000,2025-05-30T15:37:58.000000,2025-05-31T01:37:58.000000,2,Friday
SR-0013567,Request scheduled report subscription setup,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-05-30T15:38:41.000000,2025-05-30T18:38:41.000000,2025-05-31T10:38:41.000000,4,Friday
SR-0013568,Request access to internal SharePoint site,Access,Thor,Thor,Avengers,Service C,New,High,Low,Low,Low,2025-05-30T13:35:44.000000,,,2,Friday
SR-0013569,Request new smart card or token for authentication,Facilities,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Medium,Low,Medium,2025-05-30T00:42:48.000000,2025-05-30T06:42:48.000000,2025-05-31T02:42:48.000000,2,Friday
SR-0013570,Request new role assignment in CRM system,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,High,High,High,2025-05-30T00:43:23.000000,2025-05-30T02:43:23.000000,2025-05-30T09:43:23.000000,4,Friday
SR-0013571,Request access to test environment databases,Access,Loki,Loki,Avengers,Service A,New,High,Critical,High,High,2025-05-30T01:41:28.000000,,,0,Friday
SR-0013572,Request access to test environment databases,Network,Iron Man,Iron Man,Avengers,Service B,Closed,High,High,High,Medium,2025-05-30T00:10:09.000000,2025-05-30T06:10:09.000000,2025-05-31T00:10:09.000000,4,Friday
SR-0013573,Request access to finance application,Data,Hulk,Hulk,Avengers,Service A,Closed,Low,High,High,High,2025-05-30T23:01:56.000000,2025-05-31T06:01:56.000000,2025-05-31T21:01:56.000000,1,Friday
SR-0013574,Request change of time zone settings for user account,Facilities,Batman,Batman,Matrix,Service C,Closed,Medium,High,High,High,2025-05-30T08:37:34.000000,2025-05-30T15:37:34.000000,2025-05-31T14:37:34.000000,0,Friday
SR-0013575,Request upgrade from standard to power user profile,Network,John Wick,John Wick,Matrix,Service B,Closed,Medium,High,High,High,2025-05-30T04:10:47.000000,2025-05-30T07:10:47.000000,2025-05-31T06:10:47.000000,0,Friday
SR-0013576,Request change of default language in applications,Hardware,Hulk,Hulk,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-05-30T02:36:01.000000,2025-05-30T04:36:01.000000,2025-06-01T05:36:01.000000,5,Friday
SR-0013577,Request modification of access rights on shared folder,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Medium,Low,Medium,2025-05-30T10:52:41.000000,2025-05-30T16:52:41.000000,2025-05-31T19:52:41.000000,2,Friday
SR-0013578,Request extension of mailbox storage quota,Data,Spiderman,Spiderman,Avengers II,Service A,In Progress,Low,High,High,Medium,2025-05-30T10:52:03.000000,2025-05-30T15:52:03.000000,,3,Friday
SR-0013579,Request access to secure file transfer service,Failure,Captain America,Captain America,Avengers,Service B,Closed,High,High,High,High,2025-05-30T09:16:33.000000,2025-05-30T17:16:33.000000,2025-05-31T08:16:33.000000,1,Friday
SR-0013580,Request remote access to on-premise application,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,High,2025-05-30T10:29:01.000000,2025-05-30T14:29:01.000000,2025-05-30T22:29:01.000000,1,Friday
SR-0013581,Request removal from email distribution group,Access,Loki,Loki,Avengers,Service B,Closed,Medium,Critical,High,High,2025-05-30T15:21:03.000000,2025-05-30T23:21:03.000000,2025-05-31T06:21:03.000000,5,Friday
SR-0013582,Request access to archived email data,Facilities,Thor,Thor,Avengers,Service C,Closed,Medium,Critical,High,High,2025-05-30T23:23:28.000000,2025-05-31T01:23:28.000000,2025-05-31T10:23:28.000000,4,Friday
SR-0013583,Request change of username after name change,Complaint,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,High,High,High,2025-05-30T01:40:34.000000,2025-05-30T03:40:34.000000,2025-05-31T00:40:34.000000,4,Friday
SR-0013584,Request access to marketing file repository,Data,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Medium,Low,Medium,2025-05-30T17:46:54.000000,2025-05-30T22:46:54.000000,2025-06-01T04:46:54.000000,4,Friday
SR-0013585,Request access to remote desktop environment,Facilities,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Low,Low,Low,2025-05-30T00:17:00.000000,2025-05-30T07:17:00.000000,2025-05-31T12:17:00.000000,0,Friday
SR-0013586,Request new collaboration space in Teams,Data,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-05-30T12:52:11.000000,2025-05-30T17:52:11.000000,2025-06-01T00:52:11.000000,3,Friday
SR-0013587,Request new mobile phone and SIM card,Software,Thor,Thor,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-05-30T17:04:52.000000,2025-05-31T01:04:52.000000,2025-05-31T21:04:52.000000,2,Friday
SR-0013588,Request access to test environment databases,Network,Thor,Thor,Avengers,Service A,Closed,High,High,High,Medium,2025-05-30T15:10:30.000000,2025-05-30T20:10:30.000000,2025-05-31T03:10:30.000000,5,Friday
SR-0013589,Request profile transfer to new device,Software,Thor,Thor,Avengers,Service A,New,Low,Low,Low,Low,2025-05-30T13:50:14.000000,,,0,Friday
SR-0013590,Request access to company VPN from new device,Failure,Thor,Thor,Avengers,Service C,Closed,Low,Low,Low,Low,2025-05-30T14:04:54.000000,2025-05-30T17:04:54.000000,2025-05-31T23:04:54.000000,2,Friday
SR-0013591,Request installation of PDF editor software,Data,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,Medium,2025-05-30T15:26:11.000000,2025-05-30T19:26:11.000000,2025-05-30T22:26:11.000000,4,Friday
SR-0013592,Request removal from email distribution group,Software,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-05-30T02:31:53.000000,2025-05-30T05:31:53.000000,2025-05-31T07:31:53.000000,0,Friday
SR-0013593,Request upgrade from standard to power user profile,Network,Thor,Thor,Avengers,Service C,Closed,Low,High,High,High,2025-05-30T22:48:19.000000,2025-05-31T00:48:19.000000,2025-05-31T11:48:19.000000,3,Friday
SR-0013594,Request new smart card or token for authentication,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-05-30T07:54:03.000000,2025-05-30T11:54:03.000000,2025-05-31T17:54:03.000000,3,Friday
SR-0013595,Request access to project management tool,Network,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,High,High,High,2025-05-30T23:44:41.000000,2025-05-31T06:44:41.000000,2025-06-01T02:44:41.000000,0,Friday
SR-0013596,Request access to secure printing functionality,Network,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-05-30T21:55:27.000000,2025-05-31T01:55:27.000000,2025-06-02T17:55:27.000000,0,Friday
SR-0013597,Request new network port activation at desk,Failure,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Low,Low,Low,2025-05-30T01:12:33.000000,2025-05-30T06:12:33.000000,2025-06-01T02:12:33.000000,3,Friday
SR-0013598,Request new virtual machine for project testing,Failure,Spiderman,Spiderman,Avengers II,Service B,In Progress,Medium,Medium,Low,Medium,2025-05-30T02:37:33.000000,2025-05-30T06:37:33.000000,,4,Friday
SR-0013599,Request new mobile phone and SIM card,Failure,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-05-30T07:44:14.000000,2025-05-30T10:44:14.000000,2025-05-31T14:44:14.000000,5,Friday
SR-0013600,Request new virtual machine for project testing,Facilities,Thor,Thor,Avengers,Service B,Closed,Medium,Critical,High,Medium,2025-05-30T21:55:13.000000,2025-05-30T23:55:13.000000,2025-05-31T07:55:13.000000,3,Friday
SR-0013601,Request access to internal training portal,Complaint,Loki,Loki,Avengers,Service C,Closed,High,Critical,High,High,2025-05-30T12:41:04.000000,2025-05-30T15:41:04.000000,2025-05-30T23:41:04.000000,0,Friday
SR-0013602,Request enrollment in mobile device management,Data,Iron Man,Iron Man,Avengers,Service A,On Hold,Low,High,High,Medium,2025-05-30T14:27:12.000000,,,2,Friday
SR-0013603,Request access to ticketing system for new team member,Access,Captain America,Captain America,Avengers,Service A,New,High,Medium,Medium,Medium,2025-05-30T08:36:03.000000,,,2,Friday
SR-0013604,Request access to finance application,Access,Captain America,Captain America,Avengers,Service C,In Progress,High,Critical,High,High,2025-05-30T04:38:59.000000,2025-05-30T09:38:59.000000,,4,Friday
SR-0013605,Request profile transfer to new device,Access,Loki,Loki,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-05-30T17:47:00.000000,2025-05-31T00:47:00.000000,2025-05-31T18:47:00.000000,0,Friday
SR-0013606,Request access to secure printing functionality,Access,Captain America,Captain America,Avengers,Service C,On Hold,High,Low,Low,Low,2025-05-30T17:41:29.000000,,,1,Friday
SR-0013607,Request access to secure file transfer service,Network,Hulk,Hulk,Avengers,Service B,Closed,High,High,High,High,2025-05-30T00:15:38.000000,2025-05-30T02:15:38.000000,2025-05-30T22:15:38.000000,3,Friday
SR-0013608,Request unblocking of email attachment type,Software,John Cena,John Cena,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-05-30T13:28:49.000000,2025-05-30T21:28:49.000000,2025-06-01T01:28:49.000000,3,Friday
SR-0013609,Request change of username after name change,Complaint,Loki,Loki,Avengers,Service A,Closed,Low,Critical,High,High,2025-05-30T09:19:51.000000,2025-05-30T13:19:51.000000,2025-05-30T19:19:51.000000,1,Friday
SR-0013610,Request access to remote desktop environment,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-05-30T16:56:13.000000,2025-05-30T23:56:13.000000,2025-06-01T02:56:13.000000,1,Friday
SR-0013611,Request addition to security group for application access,Network,Captain Marvel,Captain Marvel,Avengers II,Service B,New,High,Medium,Low,Medium,2025-05-30T01:47:53.000000,,,2,Friday
SR-0013612,Request new headset for VoIP phone,Network,Batman,Batman,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-05-30T06:19:05.000000,2025-05-30T14:19:05.000000,2025-05-31T03:19:05.000000,5,Friday
SR-0013613,Request new email distribution list creation,Hardware,John Wick,John Wick,Matrix,Service B,Closed,High,Low,Low,Low,2025-05-30T15:05:52.000000,2025-05-30T20:05:52.000000,2025-06-02T17:05:52.000000,1,Friday
SR-0013614,Request access to company VPN from new device,Network,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,High,2025-05-30T14:25:18.000000,2025-05-30T17:25:18.000000,2025-05-30T23:25:18.000000,0,Friday
SR-0013615,Request whitelist of business website on web proxy,Software,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,High,High,Medium,2025-05-30T12:03:25.000000,2025-05-30T18:03:25.000000,2025-05-31T13:03:25.000000,5,Friday
SR-0013616,Request laptop docking station setup,Network,Captain America,Captain America,Avengers,Service C,Closed,High,High,High,High,2025-05-30T06:27:05.000000,2025-05-30T08:27:05.000000,2025-05-30T17:27:05.000000,3,Friday
SR-0013617,Request change of ownership for shared mailbox,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Critical,High,High,2025-05-30T22:41:14.000000,2025-05-31T04:41:14.000000,2025-05-31T05:41:14.000000,1,Friday
