Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,Risk,Urgency,Impact,State,Priority,Created,Day,Start Date,Closed,Reopen Count
CHG-0000568,Change DHCP scope settings for office network,Software,Captain America,Captain America,Avengers,Service E,Medium,Medium,High,Closed,Medium,2025-07-21T05:30:47.000000,Monday,2025-07-21T11:30:47.000000,2025-07-22T15:30:47.000000,0
CHG-0000569,Reconfigure backup schedule for critical databases,Complaint,Spiderman,Spiderman,Avengers II,Service C,Medium,Low,Low,Closed,High,2025-07-21T19:24:30.000000,Monday,2025-07-21T23:24:30.000000,2025-07-22T02:24:30.000000,0
CHG-0000570,Upgrade operating system on middleware servers,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,Low,Medium,Low,Closed,Medium,2025-07-21T18:03:02.000000,Monday,2025-07-22T01:03:02.000000,2025-07-22T20:03:02.000000,3
CHG-0000571,Modify service account permissions for application,Software,Spiderman,Spiderman,Avengers II,Service C,Low,Low,Low,New,Medium,2025-07-21T02:14:45.000000,Monday,,,4
CHG-0000572,Change Active Directory group membership for user access,Hardware,Captain America,Captain America,Avengers,Service C,Low,Medium,Low,Closed,Medium,2025-07-22T21:06:38.000000,Tuesday,2025-07-23T05:06:38.000000,2025-07-23T15:06:38.000000,2
CHG-0000573,Replace legacy file server with new storage system,Hardware,Hulk,Hulk,Avengers,Service B,Medium,Low,Medium,Closed,Critical,2025-07-22T19:15:53.000000,Tuesday,2025-07-23T03:15:53.000000,2025-07-24T07:15:53.000000,5
CHG-0000574,Implement new proxy configuration for internet access,Complaint,Iron Man,Iron Man,Avengers,Service E,Medium,Medium,High,Closed,Medium,2025-07-22T18:19:14.000000,Tuesday,2025-07-23T02:19:14.000000,2025-07-24T02:19:14.000000,5
CHG-0000575,Add new subnet to internal network for project team,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service E,High,Low,Medium,Closed,Low,2025-07-23T02:03:59.000000,Wednesday,2025-07-23T04:03:59.000000,2025-07-24T09:03:59.000000,4
CHG-0000576,Migrate user mailboxes to new email platform,Access,Hulk,Hulk,Avengers,Service B,Low,High,Low,Closed,High,2025-07-23T17:55:26.000000,Wednesday,2025-07-23T23:55:26.000000,2025-07-24T15:55:26.000000,0
CHG-0000577,Enable multi-factor authentication for VPN users,Failure,Loki,Loki,Avengers,Service A,Medium,Low,Medium,Closed,Low,2025-07-23T11:25:12.000000,Wednesday,2025-07-23T17:25:12.000000,2025-07-24T22:25:12.000000,2
CHG-0000578,Implement new proxy configuration for internet access,Complaint,Iron Man,Iron Man,Avengers,Service A,Low,High,Low,Closed,Medium,2025-07-24T21:55:57.000000,Thursday,2025-07-25T05:55:57.000000,2025-07-26T01:55:57.000000,2
CHG-0000579,Deploy updated configuration for network switches,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service C,High,High,Low,Closed,High,2025-07-24T01:32:03.000000,Thursday,2025-07-24T09:32:03.000000,2025-07-25T12:32:03.000000,1
CHG-0000580,Deploy new version of endpoint management agent,Access,Doctor Strange,Doctor Strange,Avengers II,Service B,Low,High,Medium,Closed,High,2025-07-24T06:12:06.000000,Thursday,2025-07-24T09:12:06.000000,2025-07-24T20:12:06.000000,0
CHG-0000581,Implement new change in batch file transfer process,Access,John Cena,John Cena,Matrix,Service D,High,Low,Medium,Closed,Medium,2025-07-24T12:29:47.000000,Thursday,2025-07-24T20:29:47.000000,2025-07-25T11:29:47.000000,0
CHG-0000582,Deploy new configuration for password self-service portal,Access,Spiderman,Spiderman,Avengers II,Service C,Medium,High,Low,Closed,High,2025-07-25T09:34:37.000000,Friday,2025-07-25T17:34:37.000000,2025-07-26T19:34:37.000000,4
CHG-0000583,Reconfigure backup schedule for critical databases,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service B,High,High,Low,New,High,2025-07-25T08:31:25.000000,Friday,,,4
CHG-0000584,Implement new proxy configuration for internet access,Network,Neo,Neo,Matrix,Service B,Low,Medium,Low,Closed,Critical,2025-07-25T07:12:47.000000,Friday,2025-07-25T12:12:47.000000,2025-07-26T04:12:47.000000,4
CHG-0000585,Upgrade virtualization platform to latest version,Complaint,Loki,Loki,Avengers,Service D,Medium,Medium,Medium,Closed,Medium,2025-07-26T03:38:02.000000,Saturday,2025-07-26T11:38:02.000000,2025-07-26T13:38:02.000000,3
CHG-0000586,Deploy new release of core banking application,Complaint,Loki,Loki,Avengers,Service B,High,High,High,Closed,Low,2025-07-26T03:29:28.000000,Saturday,2025-07-26T09:29:28.000000,2025-07-27T05:29:28.000000,0
CHG-0000587,Deploy updated configuration for network switches,Facilities,Hulk,Hulk,Avengers,Service E,Low,Low,High,New,Medium,2025-07-26T05:52:38.000000,Saturday,,,1
CHG-0000588,Replace legacy file server with new storage system,Failure,Spiderman,Spiderman,Avengers II,Service A,High,Medium,High,Closed,Low,2025-07-26T05:51:55.000000,Saturday,2025-07-26T09:51:55.000000,2025-07-27T14:51:55.000000,0
CHG-0000589,Replace legacy file server with new storage system,Failure,Neo,Neo,Matrix,Service B,Low,High,High,New,Medium,2025-07-26T04:04:44.000000,Saturday,,,0
CHG-0000590,Update network share permissions for project folder,Complaint,Neo,Neo,Matrix,Service B,Low,Medium,Medium,On Hold,Low,2025-07-27T01:41:25.000000,Sunday,,,4
CHG-0000591,Implement new proxy configuration for internet access,Software,Shang Chi,Shang Chi,Avengers II,Service D,Low,High,Low,Closed,Medium,2025-07-27T04:18:43.000000,Sunday,2025-07-27T10:18:43.000000,2025-07-27T20:18:43.000000,4
CHG-0000592,Migrate application from test to production environment,Software,Captain America,Captain America,Avengers,Service B,Low,Low,Low,Closed,Medium,2025-07-27T16:23:07.000000,Sunday,2025-07-27T18:23:07.000000,2025-07-28T07:23:07.000000,0
CHG-0000593,Enable encryption at rest for database storage,Complaint,Captain America,Captain America,Avengers,Service C,Low,Low,Low,Closed,High,2025-07-27T23:16:47.000000,Sunday,2025-07-28T06:16:47.000000,2025-07-29T02:16:47.000000,4
CHG-0000594,Migrate user mailboxes to new email platform,Facilities,John Cena,John Cena,Matrix,Service E,Low,Medium,High,Closed,Medium,2025-07-28T18:41:49.000000,Monday,2025-07-29T01:41:49.000000,2025-07-29T07:41:49.000000,0
CHG-0000595,Introduce new logging and monitoring rules for servers,Network,Thor,Thor,Avengers,Service A,Medium,Low,High,Closed,High,2025-07-28T13:39:21.000000,Monday,2025-07-28T20:39:21.000000,2025-07-29T06:39:21.000000,3
CHG-0000596,Apply configuration changes to intrusion detection system,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service D,Medium,Medium,High,Closed,Critical,2025-07-28T03:15:25.000000,Monday,2025-07-28T08:15:25.000000,2025-07-28T21:15:25.000000,4
CHG-0000597,Implement firewall rule change for new service endpoint,Data,Iron Man,Iron Man,Avengers,Service A,Medium,High,Low,Closed,High,2025-07-28T16:01:38.000000,Monday,2025-07-28T22:01:38.000000,2025-07-29T21:01:38.000000,5
CHG-0000598,Reconfigure backup schedule for critical databases,Facilities,Shang Chi,Shang Chi,Avengers II,Service D,Medium,High,Medium,Closed,High,2025-07-29T02:38:30.000000,Tuesday,2025-07-29T09:38:30.000000,2025-07-30T13:38:30.000000,3
CHG-0000599,Configure new high-availability cluster for database,Failure,Thor,Thor,Avengers,Service B,Medium,High,High,Closed,Medium,2025-07-29T08:05:37.000000,Tuesday,2025-07-29T16:05:37.000000,2025-07-30T07:05:37.000000,5
CHG-0000600,Change scheduled job timing for batch processing,Facilities,John Cena,John Cena,Matrix,Service A,Medium,Low,Low,Closed,High,2025-07-29T02:12:29.000000,Tuesday,2025-07-29T04:12:29.000000,2025-07-30T10:12:29.000000,1
CHG-0000601,Reconfigure service monitoring checks for new URLs,Data,Captain America,Captain America,Avengers,Service A,Low,High,Medium,Closed,Medium,2025-07-29T21:12:41.000000,Tuesday,2025-07-30T04:12:41.000000,2025-07-30T22:12:41.000000,2
CHG-0000602,Change network routing for branch office connectivity,Failure,Loki,Loki,Avengers,Service D,Medium,High,Medium,Closed,Medium,2025-07-30T08:34:28.000000,Wednesday,2025-07-30T10:34:28.000000,2025-07-31T07:34:28.000000,5
CHG-0000603,Change email gateway configuration for spam filtering,Data,Thor,Thor,Avengers,Service A,Low,Low,Medium,Closed,High,2025-07-30T05:58:38.000000,Wednesday,2025-07-30T11:58:38.000000,2025-07-30T17:58:38.000000,4
CHG-0000604,Enable encryption at rest for database storage,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service E,Medium,High,Medium,Closed,Low,2025-07-30T14:46:31.000000,Wednesday,2025-07-30T21:46:31.000000,2025-07-31T05:46:31.000000,4
CHG-0000605,Introduce new email disclaimer for outgoing messages,Complaint,Iron Man,Iron Man,Avengers,Service D,Low,Low,Low,Closed,High,2025-07-30T11:45:53.000000,Wednesday,2025-07-30T18:45:53.000000,2025-07-31T14:45:53.000000,2
CHG-0000606,Change print server configuration for new printers,Hardware,Shang Chi,Shang Chi,Avengers II,Service D,High,Low,Medium,Closed,High,2025-07-31T18:00:48.000000,Thursday,2025-08-01T01:00:48.000000,2025-08-02T08:00:48.000000,0
CHG-0000607,Implement role-based access control for application,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service E,Low,Medium,Low,Closed,High,2025-07-31T09:46:49.000000,Thursday,2025-07-31T12:46:49.000000,2025-08-01T18:46:49.000000,1
CHG-0000608,Modify service account permissions for application,Complaint,John Cena,John Cena,Matrix,Service D,High,Medium,High,Closed,High,2025-08-01T11:56:06.000000,Friday,2025-08-01T14:56:06.000000,2025-08-02T23:56:06.000000,5
CHG-0000609,Adjust CPU and memory resources for virtual servers,Failure,Iron Man,Iron Man,Avengers,Service B,Low,Medium,Medium,Closed,Medium,2025-08-01T02:10:13.000000,Friday,2025-08-01T10:10:13.000000,2025-08-02T04:10:13.000000,4
CHG-0000610,Change network routing for branch office connectivity,Network,Thor,Thor,Avengers,Service D,Low,Medium,High,Closed,Medium,2025-08-01T06:48:04.000000,Friday,2025-08-01T09:48:04.000000,2025-08-02T03:48:04.000000,4
CHG-0000611,Configure new SFTP connection to external partner,Network,Iron Man,Iron Man,Avengers,Service E,Low,Medium,High,Closed,Medium,2025-08-01T00:24:29.000000,Friday,2025-08-01T04:24:29.000000,2025-08-01T16:24:29.000000,3
CHG-0000612,Modify backup retention period for file shares,Data,Iron Man,Iron Man,Avengers,Service C,High,Low,High,Closed,Critical,2025-08-01T08:37:08.000000,Friday,2025-08-01T15:37:08.000000,2025-08-02T01:37:08.000000,0
CHG-0000613,Reconfigure service monitoring checks for new URLs,Network,John Cena,John Cena,Matrix,Service A,Low,High,Low,Closed,Medium,2025-08-02T10:04:10.000000,Saturday,2025-08-02T16:04:10.000000,2025-08-03T02:04:10.000000,2
CHG-0000614,Enable encryption at rest for database storage,Access,Captain America,Captain America,Avengers,Service A,Low,Low,High,New,High,2025-08-03T16:57:05.000000,Sunday,,,2
CHG-0000615,Migrate user mailboxes to new email platform,Facilities,Loki,Loki,Avengers,Service D,Medium,High,Medium,Closed,Medium,2025-08-03T22:06:10.000000,Sunday,2025-08-04T01:06:10.000000,2025-08-04T19:06:10.000000,3
CHG-0000616,Deploy new version of mobile banking API,Hardware,John Wick,John Wick,Matrix,Service E,High,High,Medium,On Hold,Medium,2025-08-04T19:51:27.000000,Monday,,,5
CHG-0000617,Upgrade database server to latest minor version,Data,Jack Sparrow,Jack Sparrow,Matrix,Service C,Medium,Medium,High,Closed,Medium,2025-08-04T23:48:42.000000,Monday,2025-08-05T07:48:42.000000,2025-08-06T17:48:42.000000,1
CHG-0000618,Implement new retention policy for log data,Facilities,Spiderman,Spiderman,Avengers II,Service D,High,Medium,High,Closed,High,2025-08-04T08:20:19.000000,Monday,2025-08-04T15:20:19.000000,2025-08-06T02:20:19.000000,2
CHG-0000619,Reconfigure service monitoring checks for new URLs,Failure,Thor,Thor,Avengers,Service A,High,Medium,Low,Closed,Critical,2025-08-04T06:01:23.000000,Monday,2025-08-04T12:01:23.000000,2025-08-05T20:01:23.000000,5
CHG-0000620,Replace legacy file server with new storage system,Hardware,John Cena,John Cena,Matrix,Service E,High,High,Medium,Closed,Critical,2025-08-04T23:31:02.000000,Monday,2025-08-05T06:31:02.000000,2025-08-06T06:31:02.000000,3
CHG-0000621,Update DNS records for application hostname change,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service B,Medium,Low,Medium,Closed,Medium,2025-08-05T08:01:40.000000,Tuesday,2025-08-05T14:01:40.000000,2025-08-05T22:01:40.000000,2
CHG-0000622,Apply monthly security patches to production servers,Software,John Wick,John Wick,Matrix,Service B,Low,Medium,Medium,New,Medium,2025-08-05T05:39:25.000000,Tuesday,,,5
CHG-0000623,Change time synchronization settings for servers,Network,Iron Man,Iron Man,Avengers,Service C,Low,Low,Low,Closed,High,2025-08-05T07:07:58.000000,Tuesday,2025-08-05T15:07:58.000000,2025-08-06T17:07:58.000000,0
CHG-0000624,Deploy new version of mobile banking API,Hardware,Hulk,Hulk,Avengers,Service E,Low,Low,High,Closed,High,2025-08-05T08:28:20.000000,Tuesday,2025-08-05T14:28:20.000000,2025-08-06T10:28:20.000000,0
CHG-0000625,Update SSL/TLS certificates on web servers,Complaint,John Wick,John Wick,Matrix,Service E,High,Low,High,Closed,Medium,2025-08-06T08:04:56.000000,Wednesday,2025-08-06T11:04:56.000000,2025-08-07T20:04:56.000000,1
CHG-0000626,Enable encryption at rest for database storage,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service D,Low,High,Low,Closed,High,2025-08-06T00:14:00.000000,Wednesday,2025-08-06T05:14:00.000000,2025-08-07T14:14:00.000000,2
CHG-0000627,Deploy new version of mobile banking API,Failure,Captain America,Captain America,Avengers,Service E,High,High,High,Closed,Critical,2025-08-06T14:07:56.000000,Wednesday,2025-08-06T21:07:56.000000,2025-08-07T07:07:56.000000,0
CHG-0000628,Upgrade operating system on middleware servers,Software,Captain America,Captain America,Avengers,Service E,Low,High,Low,In Progress,Critical,2025-08-06T16:24:27.000000,Wednesday,2025-08-06T20:24:27.000000,,5
CHG-0000629,Deploy new version of mobile banking API,Complaint,Spiderman,Spiderman,Avengers II,Service A,Medium,Low,Medium,Closed,Critical,2025-08-06T00:43:59.000000,Wednesday,2025-08-06T02:43:59.000000,2025-08-06T17:43:59.000000,2
CHG-0000630,Change time synchronization settings for servers,Network,Loki,Loki,Avengers,Service B,Low,Low,Medium,Closed,Medium,2025-08-07T00:05:06.000000,Thursday,2025-08-07T04:05:06.000000,2025-08-07T09:05:06.000000,4
CHG-0000631,Increase disk space allocation on application server,Failure,Hulk,Hulk,Avengers,Service A,Low,Low,High,Closed,Low,2025-08-07T00:41:00.000000,Thursday,2025-08-07T04:41:00.000000,2025-08-08T05:41:00.000000,5
CHG-0000632,Introduce new email disclaimer for outgoing messages,Complaint,John Cena,John Cena,Matrix,Service C,Low,Medium,Medium,Closed,Medium,2025-08-08T15:49:50.000000,Friday,2025-08-08T23:49:50.000000,2025-08-10T10:49:50.000000,3
CHG-0000633,Apply configuration changes to intrusion detection system,Failure,Thor,Thor,Avengers,Service E,Medium,Medium,Low,Closed,Medium,2025-08-08T08:50:51.000000,Friday,2025-08-08T16:50:51.000000,2025-08-09T23:50:51.000000,0
CHG-0000634,Update API gateway rules for new service endpoints,Hardware,John Cena,John Cena,Matrix,Service D,High,Low,High,Closed,Critical,2025-08-08T20:47:26.000000,Friday,2025-08-09T04:47:26.000000,2025-08-10T13:47:26.000000,0
CHG-0000635,Change print server configuration for new printers,Data,Jack Sparrow,Jack Sparrow,Matrix,Service C,High,High,High,Closed,Medium,2025-08-09T07:28:38.000000,Saturday,2025-08-09T12:28:38.000000,2025-08-09T15:28:38.000000,5
CHG-0000636,Deploy new configuration for password self-service portal,Facilities,Captain America,Captain America,Avengers,Service C,Low,High,High,Closed,Critical,2025-08-10T20:28:14.000000,Sunday,2025-08-11T01:28:14.000000,2025-08-11T22:28:14.000000,4
CHG-0000637,Add new subnet to internal network for project team,Hardware,Hulk,Hulk,Avengers,Service D,High,Medium,Low,Closed,Low,2025-08-10T15:09:15.000000,Sunday,2025-08-10T20:09:15.000000,2025-08-10T22:09:15.000000,1
CHG-0000638,Adjust monitoring thresholds for critical alerts,Complaint,Loki,Loki,Avengers,Service B,Low,High,High,Closed,High,2025-08-11T04:29:07.000000,Monday,2025-08-11T10:29:07.000000,2025-08-11T17:29:07.000000,0
CHG-0000639,Implement new change in batch file transfer process,Software,Spiderman,Spiderman,Avengers II,Service D,Medium,High,Medium,In Progress,Low,2025-08-12T14:35:30.000000,Tuesday,2025-08-12T18:35:30.000000,,4
CHG-0000640,Replace legacy file server with new storage system,Access,Hulk,Hulk,Avengers,Service C,High,High,High,Closed,High,2025-08-12T17:54:31.000000,Tuesday,2025-08-12T21:54:31.000000,2025-08-13T16:54:31.000000,4
CHG-0000641,Deploy new configuration for password self-service portal,Software,Thor,Thor,Avengers,Service D,High,Low,Low,In Progress,Critical,2025-08-12T11:04:02.000000,Tuesday,2025-08-12T16:04:02.000000,,1
CHG-0000642,Enable encryption at rest for database storage,Software,Thor,Thor,Avengers,Service D,Medium,High,Medium,Closed,High,2025-08-13T13:30:02.000000,Wednesday,2025-08-13T21:30:02.000000,2025-08-14T21:30:02.000000,0
CHG-0000643,Change email gateway configuration for spam filtering,Network,Hulk,Hulk,Avengers,Service A,Medium,Low,Medium,Closed,Low,2025-08-13T08:47:47.000000,Wednesday,2025-08-13T15:47:47.000000,2025-08-13T21:47:47.000000,0
CHG-0000644,Upgrade database server to latest minor version,Hardware,Thor,Thor,Avengers,Service C,High,High,High,Closed,Medium,2025-08-13T23:22:54.000000,Wednesday,2025-08-14T04:22:54.000000,2025-08-15T09:22:54.000000,3
CHG-0000645,Implement new access roles in identity management system,Access,Iron Man,Iron Man,Avengers,Service A,High,High,Medium,Closed,Medium,2025-08-14T15:30:59.000000,Thursday,2025-08-14T20:30:59.000000,2025-08-15T18:30:59.000000,4
CHG-0000646,Configure new high-availability cluster for database,Network,Captain America,Captain America,Avengers,Service C,Medium,High,Low,Closed,Medium,2025-08-14T06:34:04.000000,Thursday,2025-08-14T14:34:04.000000,2025-08-14T21:34:04.000000,5
CHG-0000647,Change load balancer configuration for improved failover,Network,Loki,Loki,Avengers,Service A,Medium,Low,High,Closed,Critical,2025-08-15T04:33:02.000000,Friday,2025-08-15T09:33:02.000000,2025-08-15T23:33:02.000000,3
CHG-0000648,Update SSL/TLS certificates on web servers,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service A,Medium,High,Medium,Closed,Medium,2025-08-15T15:24:39.000000,Friday,2025-08-15T20:24:39.000000,2025-08-15T23:24:39.000000,2
CHG-0000649,Upgrade virtualization platform to latest version,Network,Thor,Thor,Avengers,Service A,High,Low,High,Closed,Low,2025-08-15T01:07:34.000000,Friday,2025-08-15T04:07:34.000000,2025-08-15T16:07:34.000000,4
CHG-0000650,Change DHCP scope settings for office network,Access,Captain Marvel,Captain Marvel,Avengers II,Service B,Medium,Low,Medium,Closed,High,2025-08-15T11:54:51.000000,Friday,2025-08-15T19:54:51.000000,2025-08-16T01:54:51.000000,2
CHG-0000651,Upgrade operating system on middleware servers,Facilities,Iron Man,Iron Man,Avengers,Service B,High,High,Low,New,Critical,2025-08-16T01:12:50.000000,Saturday,,,0
CHG-0000652,Deploy new version of mobile banking API,Access,Hulk,Hulk,Avengers,Service C,Medium,Low,High,Closed,Medium,2025-08-16T20:03:53.000000,Saturday,2025-08-17T04:03:53.000000,2025-08-17T07:03:53.000000,1
CHG-0000653,Adjust CPU and memory resources for virtual servers,Data,Captain Marvel,Captain Marvel,Avengers II,Service D,Medium,Low,High,Closed,Medium,2025-08-16T12:57:34.000000,Saturday,2025-08-16T16:57:34.000000,2025-08-17T16:57:34.000000,3
CHG-0000654,Introduce new logging and monitoring rules for servers,Software,Captain Marvel,Captain Marvel,Avengers II,Service E,Low,Medium,Low,Closed,Medium,2025-08-17T06:49:31.000000,Sunday,2025-08-17T10:49:31.000000,2025-08-18T11:49:31.000000,3
CHG-0000655,Implement new proxy configuration for internet access,Software,Hulk,Hulk,Avengers,Service C,Low,Low,High,Closed,Critical,2025-08-17T14:18:52.000000,Sunday,2025-08-17T19:18:52.000000,2025-08-18T05:18:52.000000,2
CHG-0000656,Reconfigure backup schedule for critical databases,Data,Captain America,Captain America,Avengers,Service D,High,Medium,Low,Closed,High,2025-08-17T20:33:10.000000,Sunday,2025-08-18T01:33:10.000000,2025-08-18T17:33:10.000000,5
CHG-0000657,Implement new proxy configuration for internet access,Hardware,Loki,Loki,Avengers,Service E,High,Medium,Low,Closed,High,2025-08-17T15:08:45.000000,Sunday,2025-08-17T21:08:45.000000,2025-08-17T23:08:45.000000,4
CHG-0000658,Implement role-based access control for application,Access,Neo,Neo,Matrix,Service A,Medium,Medium,Low,Closed,Medium,2025-08-18T05:44:51.000000,Monday,2025-08-18T12:44:51.000000,2025-08-19T21:44:51.000000,5
CHG-0000659,Reconfigure service monitoring checks for new URLs,Network,Iron Man,Iron Man,Avengers,Service B,Low,Medium,Medium,Closed,Medium,2025-08-18T05:04:30.000000,Monday,2025-08-18T11:04:30.000000,2025-08-18T13:04:30.000000,0
CHG-0000660,Deploy new configuration for password self-service portal,Facilities,Iron Man,Iron Man,Avengers,Service B,Low,Medium,Low,Closed,High,2025-08-19T21:39:53.000000,Tuesday,2025-08-20T00:39:53.000000,2025-08-20T13:39:53.000000,2
CHG-0000661,Adjust CPU and memory resources for virtual servers,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service C,Low,High,High,Closed,Medium,2025-08-19T21:36:51.000000,Tuesday,2025-08-20T05:36:51.000000,2025-08-20T21:36:51.000000,5
CHG-0000662,Implement role-based access control for application,Hardware,John Cena,John Cena,Matrix,Service A,Medium,High,Low,In Progress,Medium,2025-08-20T04:25:03.000000,Wednesday,2025-08-20T09:25:03.000000,,4
CHG-0000663,Change DHCP scope settings for office network,Network,Loki,Loki,Avengers,Service A,Medium,Medium,Medium,Closed,Low,2025-08-20T20:08:01.000000,Wednesday,2025-08-21T03:08:01.000000,2025-08-21T20:08:01.000000,5
CHG-0000664,Deploy new configuration for password self-service portal,Complaint,Spiderman,Spiderman,Avengers II,Service A,Low,Medium,Low,Closed,High,2025-08-21T00:19:08.000000,Thursday,2025-08-21T07:19:08.000000,2025-08-21T14:19:08.000000,0
CHG-0000665,Change network routing for branch office connectivity,Software,Spiderman,Spiderman,Avengers II,Service B,Medium,High,High,Closed,High,2025-08-21T21:53:44.000000,Thursday,2025-08-22T01:53:44.000000,2025-08-23T08:53:44.000000,5
CHG-0000666,Migrate user mailboxes to new email platform,Failure,Thor,Thor,Avengers,Service A,High,High,High,Closed,High,2025-08-22T11:11:07.000000,Friday,2025-08-22T16:11:07.000000,2025-08-23T22:11:07.000000,4
CHG-0000667,Change print server configuration for new printers,Software,Hulk,Hulk,Avengers,Service E,High,High,Medium,Closed,Low,2025-08-22T03:56:51.000000,Friday,2025-08-22T08:56:51.000000,2025-08-23T00:56:51.000000,0
CHG-0000668,Introduce new logging and monitoring rules for servers,Complaint,Captain America,Captain America,Avengers,Service B,Low,Low,Medium,Closed,Medium,2025-08-22T13:06:23.000000,Friday,2025-08-22T15:06:23.000000,2025-08-22T21:06:23.000000,4
CHG-0000669,Deploy new version of endpoint management agent,Access,Thor,Thor,Avengers,Service D,High,High,Low,In Progress,Medium,2025-08-22T05:05:49.000000,Friday,2025-08-22T13:05:49.000000,,0
CHG-0000670,Implement new retention policy for log data,Network,Captain America,Captain America,Avengers,Service A,Low,High,High,Closed,Medium,2025-08-22T01:58:16.000000,Friday,2025-08-22T06:58:16.000000,2025-08-23T04:58:16.000000,4
CHG-0000671,Reconfigure application timeout settings,Failure,Thor,Thor,Avengers,Service B,Medium,Medium,Low,Closed,Low,2025-08-23T03:48:43.000000,Saturday,2025-08-23T09:48:43.000000,2025-08-23T18:48:43.000000,3
CHG-0000672,Implement new access roles in identity management system,Failure,Captain America,Captain America,Avengers,Service C,High,High,Medium,Closed,Low,2025-08-24T01:36:37.000000,Sunday,2025-08-24T04:36:37.000000,2025-08-24T18:36:37.000000,0
CHG-0000673,Adjust monitoring thresholds for critical alerts,Data,Captain America,Captain America,Avengers,Service A,Low,Medium,Low,Closed,Critical,2025-08-24T06:05:24.000000,Sunday,2025-08-24T12:05:24.000000,2025-08-24T20:05:24.000000,0
CHG-0000674,Implement new proxy configuration for internet access,Failure,Hulk,Hulk,Avengers,Service C,Low,Low,Medium,On Hold,High,2025-08-24T22:11:09.000000,Sunday,,,3
CHG-0000675,Update configuration for single sign-on integration,Hardware,John Wick,John Wick,Matrix,Service A,Medium,Low,Medium,Closed,Medium,2025-08-25T02:34:22.000000,Monday,2025-08-25T09:34:22.000000,2025-08-26T08:34:22.000000,4
CHG-0000676,Deploy new version of mobile banking API,Failure,Batman,Batman,Matrix,Service A,Low,Low,High,On Hold,Medium,2025-08-25T16:28:29.000000,Monday,,,4
CHG-0000677,Change scheduled job timing for batch processing,Software,Doctor Strange,Doctor Strange,Avengers II,Service C,High,Low,Medium,Closed,Medium,2025-08-25T07:16:52.000000,Monday,2025-08-25T15:16:52.000000,2025-08-27T02:16:52.000000,1
CHG-0000678,Migrate user mailboxes to new email platform,Complaint,Loki,Loki,Avengers,Service C,High,Low,Medium,Closed,Low,2025-08-26T07:55:38.000000,Tuesday,2025-08-26T13:55:38.000000,2025-08-27T02:55:38.000000,0
CHG-0000679,Implement role-based access control for application,Facilities,Captain America,Captain America,Avengers,Service A,Low,High,Low,Closed,Low,2025-08-26T04:08:04.000000,Tuesday,2025-08-26T11:08:04.000000,2025-08-27T13:08:04.000000,3
CHG-0000680,Change network routing for branch office connectivity,Network,Spiderman,Spiderman,Avengers II,Service A,Low,High,Medium,Closed,Medium,2025-08-27T01:40:36.000000,Wednesday,2025-08-27T06:40:36.000000,2025-08-28T02:40:36.000000,4
CHG-0000681,Apply configuration changes to intrusion detection system,Data,John Wick,John Wick,Matrix,Service D,Low,Medium,High,Closed,Critical,2025-08-28T02:57:55.000000,Thursday,2025-08-28T07:57:55.000000,2025-08-29T07:57:55.000000,3
CHG-0000682,Change configuration of web application firewall policies,Complaint,Thor,Thor,Avengers,Service B,Low,Low,Low,Closed,Medium,2025-08-28T04:23:10.000000,Thursday,2025-08-28T12:23:10.000000,2025-08-28T14:23:10.000000,0
CHG-0000683,Reconfigure service monitoring checks for new URLs,Failure,Thor,Thor,Avengers,Service E,Medium,Medium,Low,Closed,Low,2025-08-28T13:31:22.000000,Thursday,2025-08-28T18:31:22.000000,2025-08-30T04:31:22.000000,0
CHG-0000684,Deploy new version of endpoint management agent,Access,Jack Sparrow,Jack Sparrow,Matrix,Service D,Medium,Low,High,Closed,Medium,2025-08-28T17:03:14.000000,Thursday,2025-08-28T22:03:14.000000,2025-08-30T08:03:14.000000,1
CHG-0000685,Change Active Directory group membership for user access,Software,Batman,Batman,Matrix,Service C,Low,High,Low,Closed,Medium,2025-08-28T00:28:35.000000,Thursday,2025-08-28T08:28:35.000000,2025-08-28T18:28:35.000000,0
CHG-0000686,Update network share permissions for project folder,Software,Spiderman,Spiderman,Avengers II,Service B,Low,High,Low,Closed,Medium,2025-08-29T17:04:48.000000,Friday,2025-08-29T19:04:48.000000,2025-08-31T05:04:48.000000,2
CHG-0000687,Update SSL/TLS certificates on web servers,Complaint,Iron Man,Iron Man,Avengers,Service B,Medium,High,High,Closed,Medium,2025-08-29T03:27:08.000000,Friday,2025-08-29T07:27:08.000000,2025-08-30T11:27:08.000000,5
CHG-0000688,Configure new high-availability cluster for database,Complaint,Shang Chi,Shang Chi,Avengers II,Service C,High,Medium,Medium,On Hold,Medium,2025-08-29T22:38:54.000000,Friday,,,1
