Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day,Reopen Zero Flag
CR-13243,Abnormal outbound DNS requests from single host,Facilities,Jan,Michal,Matrix,Service A,Closed,Low,High,High,High,2025-05-09T12:39:34.000000,2025-05-09T19:40:49.000000,2025-05-10T07:17:04.000000,1,Friday,0
CR-13244,Suspicious outbound traffic to known malicious domain,Hardware,Martin,Jan,Avengers II,Service C,New,Low,Medium,Medium,Medium,2025-05-09T22:08:02.000000,,,0,Friday,1
CR-13245,Unauthorized attempt to access HR system,Network,Iron Man,Martin,Avengers II,Service C,Closed,Medium,Low,Medium,Low,2025-05-09T15:03:45.000000,2025-05-09T18:40:12.000000,2025-05-11T11:43:46.000000,1,Friday,0
CR-13246,Multiple password reset requests from same user,Hardware,Peter,Iron Man,Avengers II,Service C,Closed,Low,High,Medium,High,2025-05-09T21:30:03.000000,2025-05-10T05:54:23.000000,2025-05-10T11:32:25.000000,1,Friday,0
CR-13247,Phishing email reported by employee,Complaint,Martin,Jan,Matrix,Service C,Closed,Medium,High,Low,Low,2025-05-09T05:01:54.000000,2025-05-09T07:16:05.000000,2025-05-09T11:41:45.000000,1,Friday,0
CR-13248,Compromised account password reset and user notified,Data,Martin,Jan,Matrix,Service C,Closed,High,Low,Medium,Medium,2025-05-09T04:50:52.000000,2025-05-09T05:51:58.000000,2025-05-09T08:20:15.000000,0,Friday,1
CR-13249,New local administrator account detected on endpoint,Failure,Martin,Iron Man,Avengers II,Service C,On Hold,Low,Low,High,Medium,2025-05-09T11:36:32.000000,,,1,Friday,0
CR-13250,Unusual administrative activity on domain controller,Software,Michal,Iron Man,Matrix,Service A,In Progress,High,Medium,Medium,Low,2025-05-09T07:35:58.000000,2025-05-09T13:34:40.000000,,0,Friday,1
CR-13251,Malicious macro detected in office document,Software,Michal,Iron Man,Matrix,Service C,Closed,Low,Medium,High,Medium,2025-05-09T18:24:46.000000,2025-05-10T00:15:37.000000,2025-05-11T13:16:24.000000,0,Friday,1
CR-13252,Multiple failed VPN authentication attempts from external IP,Network,Peter,Martin,Matrix,Service A,Closed,Low,Low,Medium,Medium,2025-05-09T08:20:52.000000,2025-05-09T15:50:49.000000,2025-05-10T00:17:23.000000,0,Friday,1
CR-13253,Anomalous login pattern for service account,Network,Peter,Thor,Avengers II,Service B,Closed,High,High,High,Low,2025-05-09T02:47:04.000000,2025-05-09T09:22:15.000000,2025-05-10T01:04:05.000000,1,Friday,0
CR-13254,Compromised account password reset and user notified,Failure,Thor,Peter,Matrix,Service B,Closed,Low,Low,Low,Low,2025-05-09T11:18:10.000000,2025-05-09T20:13:48.000000,2025-05-10T14:36:57.000000,0,Friday,1
CR-13255,Suspicious authentication attempts to database server,Access,Iron Man,Thor,Avengers,Service A,Closed,Medium,Low,Medium,High,2025-05-09T12:01:49.000000,2025-05-09T16:44:43.000000,2025-05-10T09:31:16.000000,1,Friday,0
CR-13256,Ransomware behavior detected and contained on endpoint,Data,Thor,Peter,Avengers,Service A,Closed,Medium,High,High,Medium,2025-05-09T08:02:07.000000,2025-05-09T10:09:31.000000,2025-05-10T11:28:18.000000,0,Friday,1
CR-13257,Unauthorized installation of unapproved software,Access,Jan,Michal,Matrix,Service C,On Hold,High,Medium,High,Low,2025-05-09T13:29:14.000000,,,0,Friday,1
CR-13258,Anomalous login pattern for service account,Failure,Thor,Thor,Avengers II,Service A,Closed,Medium,Medium,Medium,High,2025-05-09T21:52:12.000000,2025-05-10T00:49:20.000000,2025-05-11T08:29:44.000000,1,Friday,0
CR-13259,Unauthorized installation of unapproved software,Access,Martin,Martin,Avengers,Service B,Closed,Medium,Medium,High,Low,2025-05-09T06:03:56.000000,2025-05-09T08:51:40.000000,2025-05-11T03:45:06.000000,1,Friday,0
CR-13260,Login from decommissioned device detected in logs,Failure,Martin,Peter,Avengers II,Service B,Closed,Medium,Medium,Medium,High,2025-05-09T14:02:04.000000,2025-05-09T22:35:52.000000,2025-05-11T16:50:44.000000,1,Friday,0
CR-13261,Abnormal API access pattern from external client,Software,Thor,Captain America,Avengers II,Service B,Closed,Medium,High,Low,High,2025-05-09T06:26:08.000000,2025-05-09T12:57:04.000000,2025-05-10T08:14:16.000000,0,Friday,1
CR-13262,Suspicious login attempt from unknown IP address,Network,Michal,Thor,Matrix,Service A,Closed,Low,Low,High,High,2025-05-09T00:52:44.000000,2025-05-09T07:09:15.000000,2025-05-09T13:46:14.000000,1,Friday,0
CR-13263,Suspicious file execution blocked by application control,Access,Thor,Iron Man,Avengers,Service B,Closed,High,High,Low,High,2025-05-09T17:43:02.000000,2025-05-09T21:13:30.000000,2025-05-10T00:22:54.000000,1,Friday,0
CR-13264,Abnormal API access pattern from external client,Hardware,Captain America,Jan,Matrix,Service C,Closed,Medium,Medium,High,High,2025-05-09T19:18:49.000000,2025-05-10T02:43:53.000000,2025-05-11T13:56:17.000000,1,Friday,0
CR-13265,Unusual file encryption activity detected on server,Hardware,Captain America,Captain America,Avengers II,Service B,Closed,Low,High,Low,Low,2025-05-09T22:38:06.000000,2025-05-10T04:29:35.000000,2025-05-12T00:35:41.000000,1,Friday,0
CR-13266,Malicious macro detected in office document,Complaint,Peter,Peter,Avengers,Service A,Closed,High,Low,Low,Medium,2025-05-09T01:32:49.000000,2025-05-09T06:22:16.000000,2025-05-09T11:54:54.000000,1,Friday,0
CR-13267,Multiple devices reporting same malware signature,Network,Martin,Iron Man,Avengers II,Service C,On Hold,Low,Medium,Low,Low,2025-05-09T11:59:05.000000,,,0,Friday,1
CR-13268,Certificate validation failure on secure connection,Access,Martin,Iron Man,Avengers II,Service A,Closed,Low,Low,High,Low,2025-05-09T10:28:25.000000,2025-05-09T13:02:52.000000,2025-05-10T20:56:06.000000,0,Friday,1
CR-13269,Multiple failed login attempts detected on user account,Data,Martin,Peter,Matrix,Service C,Closed,High,High,High,Low,2025-05-09T18:14:49.000000,2025-05-10T00:04:08.000000,2025-05-11T13:47:24.000000,0,Friday,1
CR-13270,Unusual access pattern to customer data records,Access,Jan,Jan,Avengers,Service A,Closed,Medium,Medium,High,Medium,2025-05-09T07:49:55.000000,2025-05-09T14:33:20.000000,2025-05-11T11:20:50.000000,1,Friday,0
CR-13271,Unusual access pattern to customer data records,Facilities,Captain America,Jan,Matrix,Service B,Closed,Medium,High,Low,Medium,2025-05-09T15:08:28.000000,2025-05-09T19:21:13.000000,2025-05-10T05:50:24.000000,1,Friday,0
CR-13272,Compromised account password reset and user notified,Hardware,Martin,Iron Man,Avengers II,Service C,Closed,Medium,Medium,High,High,2025-05-09T02:35:18.000000,2025-05-09T06:14:36.000000,2025-05-10T11:34:53.000000,0,Friday,1
CR-13273,Multiple password reset requests from same user,Facilities,Jan,Captain America,Avengers II,Service A,On Hold,Medium,Low,Low,Medium,2025-05-09T12:16:56.000000,,,1,Friday,0
CR-13274,Unapproved external USB storage device connected,Access,Thor,Jan,Matrix,Service C,Closed,Medium,Medium,Low,High,2025-05-09T20:59:16.000000,2025-05-10T02:17:54.000000,2025-05-11T07:35:21.000000,1,Friday,0
CR-13275,Web proxy blocked access to high-risk website,Failure,Peter,Thor,Matrix,Service B,In Progress,High,Low,Low,Medium,2025-05-09T16:29:19.000000,2025-05-09T19:44:16.000000,,0,Friday,1
CR-13276,Suspicious authentication token reuse detected,Software,Jan,Jan,Avengers,Service B,Closed,Low,Low,Low,High,2025-05-09T15:22:41.000000,2025-05-09T22:28:36.000000,2025-05-10T08:29:31.000000,1,Friday,0
CR-13277,Multiple password reset requests from same user,Facilities,Thor,Jan,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-05-09T02:49:24.000000,2025-05-09T10:52:25.000000,2025-05-10T18:10:23.000000,0,Friday,1
CR-13278,Unauthorized installation of unapproved software,Access,Captain America,Jan,Matrix,Service A,Closed,Low,Low,Low,High,2025-05-09T22:43:55.000000,2025-05-10T07:17:51.000000,2025-05-11T06:33:55.000000,1,Friday,0
CR-13279,Suspicious PowerShell activity detected on workstation,Failure,Jan,Iron Man,Avengers,Service B,Closed,Low,Medium,Medium,High,2025-05-09T13:44:12.000000,2025-05-09T17:42:08.000000,2025-05-10T00:35:53.000000,1,Friday,0
CR-13280,Unauthorized attempt to access security logs,Complaint,Thor,Martin,Matrix,Service A,Closed,Medium,Low,Medium,Low,2025-05-09T23:23:24.000000,2025-05-10T02:08:29.000000,2025-05-10T06:48:03.000000,0,Friday,1
CR-13281,Unauthorized attempt to access HR system,Access,Captain America,Michal,Matrix,Service C,Closed,Medium,High,High,Low,2025-05-09T15:15:27.000000,2025-05-09T19:33:58.000000,2025-05-10T02:35:16.000000,0,Friday,1
CR-13282,Suspicious authentication token reuse detected,Hardware,Thor,Thor,Matrix,Service A,Closed,Low,High,Low,High,2025-05-09T09:18:30.000000,2025-05-09T10:43:46.000000,2025-05-09T14:32:46.000000,0,Friday,1
CR-13283,Unencrypted data transfer detected over public network,Access,Jan,Peter,Matrix,Service C,Closed,Low,Low,High,Low,2025-05-09T08:02:33.000000,2025-05-09T09:08:09.000000,2025-05-11T06:00:40.000000,0,Friday,1
CR-13284,Brute force attack detected on remote access gateway,Failure,Thor,Martin,Matrix,Service A,Closed,High,Low,Medium,High,2025-05-09T15:33:35.000000,2025-05-09T17:32:17.000000,2025-05-10T04:50:04.000000,0,Friday,1
CR-13285,New device connected to corporate Wi-Fi without registration,Access,Peter,Captain America,Avengers II,Service C,Closed,Low,Low,High,Low,2025-05-09T10:31:55.000000,2025-05-09T15:43:16.000000,2025-05-10T11:29:52.000000,1,Friday,0
CR-13286,Unauthorized attempt to access security logs,Facilities,Martin,Martin,Avengers II,Service B,Closed,Medium,Medium,Medium,High,2025-05-09T05:12:36.000000,2025-05-09T07:49:04.000000,2025-05-10T01:10:55.000000,0,Friday,1
CR-13287,Phishing email reported by employee,Failure,Iron Man,Michal,Avengers II,Service B,New,Medium,High,High,Low,2025-05-09T19:54:44.000000,,,0,Friday,1
CR-13288,Unapproved connection to third-party cloud service,Access,Peter,Jan,Avengers,Service C,Closed,High,High,Low,High,2025-05-09T21:05:58.000000,2025-05-10T02:50:45.000000,2025-05-11T10:55:14.000000,1,Friday,0
CR-13289,Suspicious file execution blocked by application control,Failure,Iron Man,Martin,Avengers II,Service C,Closed,Medium,High,High,High,2025-05-09T10:37:35.000000,2025-05-09T17:44:37.000000,2025-05-10T14:42:43.000000,0,Friday,1
CR-13290,Unencrypted data transfer detected over public network,Complaint,Captain America,Captain America,Avengers,Service B,Closed,Medium,High,High,Low,2025-05-09T18:30:21.000000,2025-05-10T02:43:14.000000,2025-05-10T07:28:00.000000,0,Friday,1
CR-13291,Suspicious authentication token reuse detected,Failure,Jan,Peter,Avengers,Service C,Closed,Medium,Medium,Low,Low,2025-05-09T15:55:25.000000,2025-05-09T17:55:48.000000,2025-05-11T02:34:21.000000,0,Friday,1
CR-13292,Email forwarding rule created without user knowledge,Failure,Peter,Peter,Avengers,Service A,Closed,Low,Low,High,High,2025-05-09T01:03:32.000000,2025-05-09T06:02:42.000000,2025-05-09T21:38:01.000000,0,Friday,1
CR-13293,Login from decommissioned device detected in logs,Failure,Michal,Captain America,Avengers II,Service B,Closed,Low,Low,High,Medium,2025-05-09T04:52:08.000000,2025-05-09T10:04:03.000000,2025-05-10T15:21:39.000000,1,Friday,0
CR-13294,Malicious attachment blocked by email gateway,Access,Iron Man,Iron Man,Avengers II,Service C,New,Low,High,Low,Low,2025-05-09T04:03:47.000000,,,1,Friday,0
CR-13295,Certificate validation failure on secure connection,Data,Captain America,Jan,Matrix,Service C,Closed,High,Low,Low,Medium,2025-05-09T17:27:57.000000,2025-05-09T21:36:43.000000,2025-05-10T12:45:34.000000,0,Friday,1
CR-13296,Unapproved remote access session initiated,Software,Martin,Martin,Avengers,Service C,Closed,High,High,Low,High,2025-05-09T00:59:09.000000,2025-05-09T06:10:07.000000,2025-05-10T21:24:38.000000,1,Friday,0
CR-13297,Account lockout due to repeated failed authentication,Access,Michal,Martin,Avengers II,Service B,Closed,High,High,Medium,Medium,2025-05-09T13:59:42.000000,2025-05-09T16:56:20.000000,2025-05-11T03:48:40.000000,1,Friday,0
CR-13298,Phishing email reported by employee,Failure,Martin,Martin,Avengers II,Service B,Closed,Low,High,Low,Low,2025-05-09T19:48:24.000000,2025-05-10T00:13:11.000000,2025-05-11T07:11:03.000000,0,Friday,1
CR-13299,New network share created without change request,Facilities,Peter,Thor,Avengers,Service A,On Hold,Medium,High,High,Low,2025-05-09T18:32:23.000000,,,0,Friday,1
CR-13300,Unusual data download volume from file server,Failure,Captain America,Captain America,Avengers II,Service C,In Progress,Low,High,Low,Low,2025-05-09T18:55:39.000000,2025-05-10T01:50:27.000000,,0,Friday,1
CR-13301,Data loss prevention policy violation detected,Network,Captain America,Martin,Avengers II,Service C,Closed,Low,Low,High,High,2025-05-09T02:38:58.000000,2025-05-09T07:54:05.000000,2025-05-10T14:14:50.000000,0,Friday,1
CR-13302,Multiple failed VPN authentication attempts from external IP,Network,Michal,Captain America,Avengers,Service C,On Hold,Medium,High,Medium,High,2025-05-09T02:23:49.000000,,,1,Friday,0
CR-13303,Unauthorized attempt to access HR system,Facilities,Iron Man,Peter,Avengers II,Service B,Closed,High,Medium,Medium,High,2025-05-09T04:40:56.000000,2025-05-09T11:17:58.000000,2025-05-10T06:53:11.000000,1,Friday,0
CR-13304,Unapproved application communicating with external server,Facilities,Iron Man,Thor,Matrix,Service B,Closed,Medium,Medium,Medium,Low,2025-05-09T22:47:06.000000,2025-05-10T04:28:43.000000,2025-05-10T11:05:57.000000,1,Friday,0
CR-13305,Unauthorized access to shared network drive,Hardware,Martin,Captain America,Avengers II,Service C,Closed,Low,Low,High,Medium,2025-05-09T20:32:48.000000,2025-05-10T03:08:48.000000,2025-05-10T09:42:49.000000,0,Friday,1
CR-13306,Endpoint reported repeated blocked exploit attempts,Complaint,Michal,Jan,Avengers,Service B,Closed,High,Medium,Low,Medium,2025-05-09T19:52:49.000000,2025-05-10T02:26:20.000000,2025-05-11T10:52:21.000000,0,Friday,1
CR-13307,Unusual administrative activity on domain controller,Failure,Martin,Iron Man,Avengers,Service B,On Hold,High,Medium,Low,Medium,2025-05-09T02:07:32.000000,,,1,Friday,0
CR-13308,Abnormal outbound DNS requests from single host,Access,Thor,Peter,Matrix,Service A,Closed,Medium,Low,Medium,Low,2025-05-09T17:03:10.000000,2025-05-10T00:40:05.000000,2025-05-11T01:08:05.000000,1,Friday,0
CR-13309,Endpoint reported repeated blocked exploit attempts,Hardware,Jan,Captain America,Avengers,Service A,Closed,Medium,Low,High,High,2025-05-09T10:35:14.000000,2025-05-09T13:32:05.000000,2025-05-10T22:43:32.000000,1,Friday,0
CR-13310,Multiple devices reporting same malware signature,Failure,Thor,Martin,Avengers II,Service C,Closed,High,Medium,High,Medium,2025-05-09T01:16:15.000000,2025-05-09T03:29:06.000000,2025-05-10T09:48:03.000000,0,Friday,1
CR-13311,Malicious macro detected in office document,Facilities,Peter,Michal,Matrix,Service A,Closed,High,Low,High,Medium,2025-05-09T17:57:45.000000,2025-05-09T22:46:28.000000,2025-05-10T17:24:38.000000,1,Friday,0
CR-13312,Malicious JavaScript detected on visited webpage,Failure,Peter,Iron Man,Matrix,Service C,Closed,Low,Medium,Low,Medium,2025-05-09T10:41:28.000000,2025-05-09T13:01:57.000000,2025-05-11T06:29:02.000000,1,Friday,0
CR-13313,Suspicious PowerShell activity detected on workstation,Software,Iron Man,Martin,Avengers II,Service B,Closed,High,Medium,Low,Low,2025-05-09T16:11:56.000000,2025-05-10T00:27:57.000000,2025-05-10T03:43:56.000000,1,Friday,0
CR-13314,Unauthorized attempt to disable endpoint protection,Complaint,Martin,Iron Man,Matrix,Service B,Closed,Low,Low,Low,Low,2025-05-09T11:06:37.000000,2025-05-09T17:52:09.000000,2025-05-10T19:52:56.000000,0,Friday,1
CR-13315,Account lockout due to repeated failed authentication,Facilities,Martin,Peter,Avengers,Service B,Closed,Low,Medium,Medium,High,2025-05-09T00:52:09.000000,2025-05-09T05:17:59.000000,2025-05-10T18:22:47.000000,0,Friday,1
CR-13316,Access request to restricted application reviewed,Data,Peter,Martin,Avengers II,Service C,New,High,Low,Low,High,2025-05-09T12:25:12.000000,,,1,Friday,0
CR-13317,Ransomware behavior detected and contained on endpoint,Access,Martin,Captain America,Avengers,Service A,Closed,High,Low,High,High,2025-05-09T07:14:11.000000,2025-05-09T13:56:46.000000,2025-05-10T22:11:29.000000,0,Friday,1
CR-13318,Privileged user access review identified anomalies,Network,Thor,Iron Man,Avengers,Service A,Closed,Medium,High,High,High,2025-05-09T16:40:37.000000,2025-05-09T23:01:49.000000,2025-05-10T04:54:33.000000,1,Friday,0
CR-13319,Access request to restricted application reviewed,Failure,Thor,Jan,Avengers,Service A,Closed,Medium,Low,Low,Medium,2025-05-09T23:19:12.000000,2025-05-10T02:40:48.000000,2025-05-11T22:44:27.000000,1,Friday,0
CR-13320,Unapproved application communicating with external server,Failure,Captain America,Thor,Matrix,Service B,Closed,Low,Low,Medium,High,2025-05-09T12:47:30.000000,2025-05-09T16:14:42.000000,2025-05-11T05:46:40.000000,1,Friday,0
CR-13321,Unsupported remote desktop tool detected on endpoint,Facilities,Martin,Thor,Avengers II,Service B,Closed,Low,High,High,Medium,2025-05-09T00:56:00.000000,2025-05-09T05:16:10.000000,2025-05-10T15:39:23.000000,1,Friday,0
CR-13322,Unauthorized attempt to access security logs,Access,Jan,Thor,Avengers II,Service B,Closed,High,High,High,High,2025-05-09T20:06:11.000000,2025-05-10T04:09:01.000000,2025-05-10T14:47:09.000000,0,Friday,1
CR-13323,Phishing email reported by employee,Complaint,Jan,Thor,Matrix,Service C,Closed,High,Low,High,High,2025-05-09T04:02:41.000000,2025-05-09T11:39:32.000000,2025-05-09T21:34:01.000000,0,Friday,1
CR-13324,Unencrypted data transfer detected over public network,Complaint,Jan,Martin,Avengers,Service B,Closed,High,Low,Low,High,2025-05-09T21:25:02.000000,2025-05-10T04:42:52.000000,2025-05-11T19:52:44.000000,0,Friday,1
CR-13325,Access request to restricted application reviewed,Facilities,Thor,Michal,Avengers,Service A,Closed,Medium,Medium,High,High,2025-05-09T22:55:14.000000,2025-05-10T02:09:16.000000,2025-05-11T15:36:58.000000,1,Friday,0
CR-13326,Unapproved connection to third-party cloud service,Data,Thor,Martin,Avengers,Service C,Closed,Medium,High,Medium,High,2025-05-09T07:17:17.000000,2025-05-09T14:08:05.000000,2025-05-09T21:03:37.000000,1,Friday,0
CR-13327,Unusual traffic to anonymization service detected,Facilities,Iron Man,Thor,Avengers II,Service B,Closed,High,Medium,High,Low,2025-05-09T08:32:44.000000,2025-05-09T16:02:52.000000,2025-05-11T12:14:13.000000,0,Friday,1
CR-13328,Unauthorized attempt to access HR system,Network,Martin,Michal,Matrix,Service A,Closed,High,High,Low,High,2025-05-09T19:56:48.000000,2025-05-10T02:30:40.000000,2025-05-11T00:58:14.000000,0,Friday,1
CR-13329,Multiple password reset requests from same user,Hardware,Martin,Iron Man,Avengers,Service B,In Progress,Low,Medium,Medium,High,2025-05-09T21:19:06.000000,2025-05-10T02:26:51.000000,,0,Friday,1
CR-13330,Multiple failed VPN authentication attempts from external IP,Facilities,Michal,Iron Man,Avengers II,Service B,Closed,Medium,High,High,Medium,2025-05-09T13:26:17.000000,2025-05-09T16:55:40.000000,2025-05-10T11:08:20.000000,0,Friday,1
CR-13331,Unusual spike in security alerts for single user,Data,Michal,Michal,Avengers,Service B,Closed,Medium,High,High,Low,2025-05-09T22:18:47.000000,2025-05-10T00:30:49.000000,2025-05-11T19:13:20.000000,1,Friday,0
CR-13332,Abnormal API access pattern from external client,Complaint,Thor,Captain America,Avengers,Service C,Closed,High,Medium,High,Medium,2025-05-09T06:41:46.000000,2025-05-09T12:19:46.000000,2025-05-10T15:31:59.000000,1,Friday,0
CR-13333,Compromised account password reset and user notified,Data,Jan,Iron Man,Matrix,Service C,Closed,High,Medium,Low,Low,2025-05-09T23:24:48.000000,2025-05-10T04:48:14.000000,2025-05-11T11:46:32.000000,1,Friday,0
CR-13334,Brute force attack detected on remote access gateway,Hardware,Iron Man,Thor,Avengers II,Service B,In Progress,Medium,Medium,High,High,2025-05-09T06:17:32.000000,2025-05-09T07:54:06.000000,,1,Friday,0
CR-13335,Multiple failed VPN authentication attempts from external IP,Data,Jan,Iron Man,Matrix,Service A,Closed,Low,Medium,Medium,Low,2025-05-09T06:48:41.000000,2025-05-09T13:27:41.000000,2025-05-09T18:24:07.000000,1,Friday,0
CR-13336,New local administrator account detected on endpoint,Software,Captain America,Thor,Avengers II,Service B,Closed,Low,High,Low,Low,2025-05-09T18:17:08.000000,2025-05-09T20:49:01.000000,2025-05-10T17:19:54.000000,0,Friday,1
CR-13337,Multiple failed VPN authentication attempts from external IP,Complaint,Thor,Peter,Matrix,Service B,Closed,Medium,Low,High,High,2025-05-09T01:43:35.000000,2025-05-09T06:58:59.000000,2025-05-10T09:57:45.000000,1,Friday,0
CR-13338,Malicious attachment blocked by email gateway,Access,Michal,Michal,Matrix,Service A,Closed,Medium,High,Low,Medium,2025-05-09T16:19:38.000000,2025-05-09T18:38:39.000000,2025-05-10T10:15:30.000000,0,Friday,1
CR-13339,Unsupported legacy protocol usage detected in network traffic,Network,Michal,Peter,Matrix,Service B,Closed,High,Medium,Low,Medium,2025-05-09T04:33:27.000000,2025-05-09T12:34:31.000000,2025-05-11T06:52:24.000000,1,Friday,0
CR-13340,Unexpected configuration change on security appliance,Data,Iron Man,Martin,Matrix,Service A,Closed,High,High,Medium,High,2025-05-09T15:02:18.000000,2025-05-09T19:26:37.000000,2025-05-10T06:26:33.000000,0,Friday,1
CR-13341,Unapproved application communicating with external server,Failure,Jan,Jan,Matrix,Service C,Closed,Medium,Medium,High,High,2025-05-09T06:40:21.000000,2025-05-09T09:09:59.000000,2025-05-10T05:04:32.000000,1,Friday,0
CR-13342,Firewall detected and blocked port scanning activity,Software,Martin,Thor,Avengers II,Service B,Closed,Medium,Low,Medium,Medium,2025-05-09T13:18:52.000000,2025-05-09T20:21:22.000000,2025-05-11T16:41:30.000000,1,Friday,0
CR-13343,Unusual spike in security alerts for single user,Access,Michal,Jan,Avengers II,Service B,Closed,Medium,Medium,High,High,2025-05-09T21:29:59.000000,2025-05-10T04:04:43.000000,2025-05-10T23:06:08.000000,0,Friday,1
CR-13344,Firewall detected and blocked port scanning activity,Software,Captain America,Captain America,Avengers II,Service B,Closed,Medium,Medium,High,High,2025-05-09T01:51:50.000000,2025-05-09T07:14:14.000000,2025-05-10T20:24:47.000000,1,Friday,0
CR-13345,Brute force attack detected on remote access gateway,Facilities,Martin,Jan,Avengers II,Service B,In Progress,High,Medium,Medium,Low,2025-05-10T03:03:02.000000,2025-05-10T05:08:29.000000,,0,Saturday,1
CR-13346,Suspicious login attempt from unknown IP address,Facilities,Jan,Iron Man,Avengers II,Service A,Closed,High,High,Low,High,2025-05-10T03:57:55.000000,2025-05-10T10:52:10.000000,2025-05-11T04:03:09.000000,0,Saturday,1
CR-13347,Inactive account used for login attempt,Network,Iron Man,Thor,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-05-10T10:21:15.000000,2025-05-10T12:54:18.000000,2025-05-11T21:59:03.000000,1,Saturday,0
CR-13348,Unapproved connection to third-party cloud service,Data,Martin,Thor,Matrix,Service A,Closed,High,High,Low,High,2025-05-10T07:07:17.000000,2025-05-10T12:55:16.000000,2025-05-12T02:13:20.000000,0,Saturday,1
CR-13349,New network share created without change request,Access,Iron Man,Thor,Avengers II,Service A,Closed,Low,Medium,Low,High,2025-05-10T22:29:43.000000,2025-05-11T03:52:03.000000,2025-05-12T08:42:40.000000,0,Saturday,1
CR-13350,Malicious macro detected in office document,Data,Michal,Peter,Avengers,Service C,Closed,Low,Low,Low,Medium,2025-05-10T02:34:35.000000,2025-05-10T09:32:53.000000,2025-05-11T03:37:17.000000,1,Saturday,0
CR-13351,Unusual data download volume from file server,Failure,Jan,Martin,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-05-10T07:43:28.000000,2025-05-10T16:36:13.000000,2025-05-11T03:44:29.000000,1,Saturday,0
CR-13352,Unapproved application communicating with external server,Hardware,Jan,Michal,Avengers II,Service C,New,Low,Low,Medium,High,2025-05-10T01:03:23.000000,,,1,Saturday,0
CR-13353,Unapproved remote access session initiated,Access,Iron Man,Martin,Avengers,Service C,Closed,Low,High,High,Medium,2025-05-10T09:09:00.000000,2025-05-10T14:16:22.000000,2025-05-10T19:37:13.000000,0,Saturday,1
CR-13354,Unusual spike in security alerts for single user,Access,Iron Man,Martin,Avengers,Service C,Closed,High,High,High,High,2025-05-10T02:24:58.000000,2025-05-10T08:36:43.000000,2025-05-10T16:15:16.000000,0,Saturday,1
CR-13355,Unusual traffic to anonymization service detected,Access,Michal,Captain America,Avengers,Service C,New,Low,Low,Low,Medium,2025-05-10T03:28:24.000000,,,0,Saturday,1
CR-13356,Login from decommissioned device detected in logs,Data,Michal,Iron Man,Matrix,Service C,Closed,Low,Medium,High,Medium,2025-05-10T17:43:59.000000,2025-05-11T00:17:48.000000,2025-05-12T01:23:28.000000,1,Saturday,0
CR-13357,Abnormal outbound DNS requests from single host,Hardware,Thor,Jan,Avengers II,Service C,Closed,Medium,High,Low,Medium,2025-05-10T21:07:02.000000,2025-05-11T01:29:23.000000,2025-05-12T20:41:01.000000,1,Saturday,0
CR-13358,Unusual data download volume from file server,Complaint,Peter,Iron Man,Avengers,Service A,Closed,Low,Low,Medium,Medium,2025-05-10T06:13:21.000000,2025-05-10T10:00:04.000000,2025-05-11T21:44:18.000000,1,Saturday,0
CR-13359,Network scan originating from internal segment detected,Data,Jan,Martin,Avengers II,Service A,Closed,Low,High,High,Medium,2025-05-10T22:31:22.000000,2025-05-11T05:54:23.000000,2025-05-12T00:05:22.000000,0,Saturday,1
CR-13360,Unauthorized attempt to disable endpoint protection,Network,Peter,Iron Man,Avengers,Service B,Closed,High,Low,Medium,Medium,2025-05-10T17:00:59.000000,2025-05-10T19:02:52.000000,2025-05-11T12:56:14.000000,0,Saturday,1
CR-13361,Unauthorized attempt to disable endpoint protection,Complaint,Iron Man,Martin,Avengers II,Service B,Closed,Medium,Medium,High,Low,2025-05-10T18:18:52.000000,2025-05-10T21:34:52.000000,2025-05-11T16:21:22.000000,0,Saturday,1
CR-13362,Login from decommissioned device detected in logs,Access,Thor,Jan,Matrix,Service A,Closed,Low,High,High,Low,2025-05-10T00:44:25.000000,2025-05-10T06:31:56.000000,2025-05-11T19:45:00.000000,1,Saturday,0
CR-13363,Unexpected configuration change on security appliance,Access,Thor,Michal,Avengers II,Service A,Closed,Medium,High,Medium,Low,2025-05-10T16:14:21.000000,2025-05-10T18:25:39.000000,2025-05-12T02:47:18.000000,0,Saturday,1
CR-13364,Firewall detected and blocked port scanning activity,Failure,Thor,Iron Man,Avengers,Service C,Closed,High,Low,High,Low,2025-05-10T21:24:12.000000,2025-05-11T02:05:11.000000,2025-05-12T17:13:25.000000,1,Saturday,0
CR-13365,Unencrypted data transfer detected over public network,Network,Iron Man,Martin,Matrix,Service B,Closed,Low,Medium,Medium,Low,2025-05-10T22:30:04.000000,2025-05-11T02:10:06.000000,2025-05-12T17:32:49.000000,1,Saturday,0
CR-13366,Abnormal API access pattern from external client,Access,Iron Man,Captain America,Avengers,Service B,In Progress,Medium,High,Medium,Low,2025-05-10T04:30:22.000000,2025-05-10T09:33:02.000000,,1,Saturday,0
CR-13367,Anomalous login pattern for service account,Software,Michal,Jan,Avengers,Service B,Closed,Low,High,Medium,High,2025-05-10T10:04:28.000000,2025-05-10T15:48:22.000000,2025-05-11T12:17:19.000000,0,Saturday,1
